Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD0400038,2025-04-03 08:06,File còng 4cm,SP082,2,26000,52000,NV025,ZaloPay,KH742,Gia Lai
HD0400039,2025-04-12 09:35,Bìa nhựa 2 mặt,SP067,4,8000,32000,NV023,Tiền mặt,KH510,Điện Biên
HD0400040,2025-04-23 18:08,Đường Biên Hòa 1kg,SP042,9,25000,225000,NV002,Chuyển khoản,KH675,Bà Rịa - Vũng Tàu
HD0400041,2025-04-01 15:59,Nước mắm Nam Ngư 500ml,SP041,5,18000,90000,NV017,Tiền mặt,KH430,Kon Tum
HD0400042,2025-04-14 19:37,Dao kéo nhà bếp,SP071,6,28000,168000,NV023,Tiền mặt,KH183,Thái Bình
HD0400043,2025-04-04 23:50,Bắp rang bơ đóng gói,SP048,2,11000,22000,NV035,ZaloPay,KH595,Đắk Nông
HD0400044,2025-04-14 11:14,Nước xả Comfort,SP040,7,52000,364000,NV047,MoMo,,Trà Vinh
HD0400045,2025-04-06 17:43,Coca-Cola lon 330ml,SP022,6,9000,54000,NV021,ZaloPay,KH950,Đà Nẵng
HD0400046,2025-04-23 13:10,Phở ăn liền Vifon,SP003,8,8500,68000,NV046,MoMo,KH981,Lào Cai
HD0400047,2025-04-13 19:03,Bột nêm Knorr 400g,SP097,6,35000,210000,NV038,ZaloPay,KH034,Hòa Bình
HD0400048,2025-04-09 04:13,USB 32GB Kingston,SP076,9,110000,990000,NV047,Tiền mặt,KH036,Hậu Giang
HD0400049,2025-04-20 05:13,Cafe lon Highlands,SP026,6,18000,108000,NV036,MoMo,KH877,Quảng Nam
HD0400050,2025-04-01 18:49,Trà xanh không độ,SP019,9,10000,90000,NV027,Chuyển khoản,KH1000,Thái Nguyên
HD0400051,2025-04-13 10:54,Chổi lau nhà 360 độ,SP096,1,99000,99000,NV017,Chuyển khoản,KH721,Cà Mau
HD0400052,2025-04-08 23:16,Trà sữa C2,SP025,6,9000,54000,NV001,Chuyển khoản,KH835,TP Hồ Chí Minh
HD0400053,2025-04-25 17:54,Sữa đặc Ông Thọ,SP010,5,25000,125000,NV021,Tiền mặt,KH561,Hải Phòng
HD0400054,2025-04-24 13:11,Khăn giấy rút Pulppy,SP029,2,22000,44000,NV047,ZaloPay,KH274,Vĩnh Phúc
HD0400055,2025-04-17 17:07,Giấy decal in A4,SP086,4,19000,76000,NV019,ZaloPay,KH786,Quảng Ngãi
HD0400056,2025-04-23 06:53,Bánh Pía Sóc Trăng mini,SP051,3,15000,45000,NV024,MoMo,,Bến Tre
HD0400057,2025-04-26 11:02,Mì Omachi xốt spaghetti,SP002,2,11000,22000,NV010,ZaloPay,KH656,Thừa Thiên Huế
HD0400058,2025-04-14 00:38,Bút bi Thiên Long,SP063,5,5000,25000,NV042,ZaloPay,,Hải Dương
HD0400059,2025-04-10 03:19,Thước kẻ 20cm,SP065,8,6000,48000,NV023,ZaloPay,KH015,Thái Bình
HD0400060,2025-04-05 04:03,Khăn giấy rút Pulppy,SP029,6,22000,132000,NV034,Chuyển khoản,,Hà Nam
HD0400061,2025-04-13 08:52,Bút bi Thiên Long,SP063,3,5000,15000,NV048,Tiền mặt,KH221,Long An
HD0400062,2025-04-09 19:52,Bìa còng A4,SP081,1,22000,22000,NV032,ZaloPay,KH037,Đắk Lắk
HD0400063,2025-04-28 13:39,Thùng rác nhựa 10L,SP055,8,45000,360000,NV011,Chuyển khoản,KH666,Đắk Lắk
HD0400064,2025-04-04 21:08,Nước suối Aquafina 500ml,SP017,4,7000,28000,NV038,MoMo,,Thái Nguyên
HD0400065,2025-04-06 17:09,Nước xịt phòng hương lavender,SP092,7,42000,294000,NV019,MoMo,KH504,Quảng Ngãi
HD0400066,2025-04-18 01:43,Cafe G7 3in1,SP027,9,16000,144000,NV046,Thẻ,KH854,Phú Yên
HD0400067,2025-04-05 15:59,Đường Biên Hòa 1kg,SP042,5,25000,125000,NV005,Thẻ,KH402,Hưng Yên
HD0400068,2025-04-24 11:34,Bìa còng A4,SP081,5,22000,110000,NV040,ZaloPay,KH774,Yên Bái
HD0400069,2025-04-15 01:01,Trà lipton túi lọc hộp 25 gói,SP052,10,42000,420000,NV044,Tiền mặt,KH043,Bình Dương
HD0400070,2025-04-01 06:54,Sting dâu 330ml,SP023,7,10000,70000,NV033,Chuyển khoản,KH501,Tây Ninh
HD0400071,2025-04-09 06:30,Bút chì gỗ HB,SP068,3,7000,21000,NV010,Chuyển khoản,KH320,Đà Nẵng
HD0400072,2025-04-25 04:03,Mì Omachi xốt spaghetti,SP002,8,11000,88000,NV011,Tiền mặt,KH214,An Giang
HD0400073,2025-04-23 11:11,Khăn giấy ướt Bobby,SP030,5,22000,110000,NV017,ZaloPay,KH077,Quảng Bình
HD0400074,2025-04-03 02:41,Giấy vệ sinh Bless You 10 cuộn,SP031,4,48000,192000,NV008,Chuyển khoản,KH160,Khánh Hòa
HD0400075,2025-04-04 23:58,Bánh quy AFC,SP049,1,16000,16000,NV040,Tiền mặt,KH582,Đà Nẵng
HD0400076,2025-04-07 13:13,Gôm Pentel,SP066,8,4000,32000,NV015,ZaloPay,,Vĩnh Long
HD0400077,2025-04-08 17:57,Bánh mì sandwich Tường An,SP047,1,23000,23000,NV042,Tiền mặt,KH637,Hải Phòng
HD0400078,2025-04-23 04:50,Kem đánh răng P/S 100g,SP033,9,21000,189000,NV042,MoMo,,Tây Ninh
HD0400079,2025-04-06 00:51,Bìa nhựa 2 mặt,SP067,6,8000,48000,NV047,MoMo,KH018,Khánh Hòa
HD0400080,2025-04-25 11:33,Cafe G7 3in1,SP027,9,16000,144000,NV034,ZaloPay,KH826,Bà Rịa - Vũng Tàu
HD0400081,2025-04-11 08:51,Mì Hảo Hảo tôm chua cay,SP001,7,9000,63000,NV008,Thẻ,KH032,Hà Nam
HD0400082,2025-04-07 04:33,Pin tiểu Panasonic (2 viên),SP060,5,18000,90000,NV029,Chuyển khoản,KH249,Kon Tum
HD0400083,2025-04-12 11:33,Nước suối Lavie 500ml,SP018,8,7000,56000,NV047,Tiền mặt,KH326,Bình Định
HD0400084,2025-04-02 17:59,Gia vị nấu bún bò Huế,SP100,2,24000,48000,NV039,Tiền mặt,KH727,Tây Ninh
HD0400085,2025-04-01 17:34,Cáp sạc Type-C,SP077,1,30000,30000,NV032,Chuyển khoản,KH541,Lạng Sơn
HD0400086,2025-04-14 17:34,Dao rọc giấy nhỏ,SP061,7,8000,56000,NV041,Thẻ,,Tây Ninh
HD0400087,2025-04-03 19:18,Cafe Nescafe đen đá,SP028,9,17000,153000,NV049,Chuyển khoản,KH267,Bình Định
HD0400088,2025-04-05 18:19,Giấy vệ sinh Bless You 10 cuộn,SP031,8,48000,384000,NV012,Tiền mặt,KH124,Kon Tum
HD0400089,2025-04-22 10:10,Bánh Pía Sóc Trăng mini,SP051,4,15000,60000,NV015,ZaloPay,KH738,Sóc Trăng
HD0400090,2025-04-13 23:29,Gôm Pentel,SP066,4,4000,16000,NV024,Chuyển khoản,KH653,Bà Rịa - Vũng Tàu
HD0400091,2025-04-23 11:20,Sữa đặc Ông Thọ,SP010,2,25000,50000,NV015,Tiền mặt,KH814,Bến Tre
HD0400092,2025-04-18 00:37,Coca-Cola lon 330ml,SP022,9,9000,81000,NV010,ZaloPay,KH564,Hải Phòng
HD0400093,2025-04-07 07:21,Đường Biên Hòa 1kg,SP042,6,25000,150000,NV046,MoMo,,Vĩnh Long
HD0400094,2025-04-14 00:09,Bánh tráng cuốn mè,SP050,3,17000,51000,NV033,Tiền mặt,KH147,Bà Rịa - Vũng Tàu
HD0400095,2025-04-05 10:59,Sữa chua uống Probi,SP009,4,7000,28000,NV009,ZaloPay,KH630,Lâm Đồng
HD0400096,2025-04-06 17:04,USB 32GB Kingston,SP076,8,110000,880000,NV008,Chuyển khoản,KH731,Nam Định
HD0400097,2025-04-28 19:57,Sữa tươi Vinamilk có đường 180ml,SP007,10,6500,65000,NV033,Chuyển khoản,KH811,Tây Ninh
HD0400098,2025-04-07 22:01,Máy sấy tóc mini,SP089,10,95000,950000,NV028,MoMo,KH250,Đắk Lắk
HD0400099,2025-04-25 13:23,Sting dâu 330ml,SP023,2,10000,20000,NV015,Tiền mặt,KH793,Kon Tum
HD0400100,2025-04-19 06:50,Túi zipper đựng đồ,SP080,4,10000,40000,NV020,ZaloPay,KH031,Kon Tum
HD0400101,2025-04-28 22:14,Sữa tươi Vinamilk có đường 180ml,SP007,5,6500,32500,NV049,Tiền mặt,,Lâm Đồng
HD0400102,2025-04-17 16:48,Tương ớt Cholimex,SP098,7,12000,84000,NV033,Chuyển khoản,KH294,Quảng Bình
HD0400103,2025-04-21 01:12,Mì Hảo Hảo tôm chua cay,SP001,1,9000,9000,NV025,Thẻ,KH583,Quảng Bình
HD0400104,2025-04-09 02:13,USB 32GB Kingston,SP076,8,110000,880000,NV011,Thẻ,KH843,Đà Nẵng
HD0400105,2025-04-25 23:13,Bột nêm Knorr 400g,SP097,7,35000,245000,NV040,MoMo,KH780,Quảng Ninh
HD0400106,2025-04-12 04:20,Nước ngọt Pepsi 390ml,SP021,2,9000,18000,NV006,Chuyển khoản,,Lạng Sơn
HD0400107,2025-04-15 10:18,Balo laptop chống sốc,SP074,2,140000,280000,NV034,Thẻ,KH098,An Giang
HD0400108,2025-04-20 03:16,Nước xả Comfort,SP040,9,52000,468000,NV012,Thẻ,KH148,Thái Bình
HD0400109,2025-04-24 18:29,Bút bi Thiên Long,SP063,10,5000,50000,NV026,Tiền mặt,KH939,Đắk Nông
HD0400110,2025-04-24 11:06,Bình nước giữ nhiệt 500ml,SP072,6,65000,390000,NV017,MoMo,KH348,Quảng Ninh
HD0400111,2025-04-17 23:09,Dao rọc giấy nhỏ,SP061,4,8000,32000,NV028,Thẻ,KH473,Hưng Yên
HD0400112,2025-04-25 18:57,Bao cao su OK hộp 3 cái,SP091,8,27000,216000,NV006,Chuyển khoản,KH977,Đồng Tháp
HD0400113,2025-04-17 10:37,Quạt mini USB,SP073,7,32000,224000,NV042,ZaloPay,KH037,Sơn La
HD0400114,2025-04-11 14:44,Bột giặt Omo 400g,SP039,8,18000,144000,NV042,Tiền mặt,KH434,Bạc Liêu
HD0400115,2025-04-24 21:38,Balo laptop chống sốc,SP074,2,140000,280000,NV032,MoMo,,Quảng Ninh
HD0400116,2025-04-04 10:57,Bánh quy Cosy Marie,SP013,6,15000,90000,NV006,Chuyển khoản,KH660,Bình Phước
HD0400117,2025-04-27 17:11,Tai nghe nhét tai giá rẻ,SP058,4,35000,140000,NV043,Chuyển khoản,,Thái Bình
HD0400118,2025-04-01 19:45,Mì Hảo Hảo tôm chua cay,SP001,7,9000,63000,NV032,Tiền mặt,KH467,Khánh Hòa
HD0400119,2025-04-27 17:08,Kẹp bướm 32mm,SP084,5,5000,25000,NV024,Chuyển khoản,KH451,Hà Nội
HD0400120,2025-04-17 05:21,Khẩu trang y tế hộp 50 cái,SP090,2,37000,74000,NV039,MoMo,KH384,Long An
HD0400121,2025-04-26 12:57,Nước ngọt Pepsi 390ml,SP021,1,9000,9000,NV032,Chuyển khoản,,Phú Thọ
HD0400122,2025-04-17 19:59,Bộ dao cạo râu Gillette,SP095,7,33000,231000,NV042,Chuyển khoản,KH834,Kiên Giang
HD0400123,2025-04-09 16:17,Dao kéo nhà bếp,SP071,2,28000,56000,NV027,MoMo,KH547,Hà Tĩnh
HD0400124,2025-04-16 16:28,Bánh tráng Tân Nhiên,SP004,4,12000,48000,NV042,ZaloPay,KH869,Kon Tum
HD0400125,2025-04-23 03:24,Kem đánh răng P/S 100g,SP033,4,21000,84000,NV013,Chuyển khoản,,Bắc Kạn
HD0400126,2025-04-20 21:13,Balo laptop chống sốc,SP074,9,140000,1260000,NV001,Tiền mặt,KH625,Long An
HD0400127,2025-04-05 00:30,Xà phòng Lifebuoy bánh,SP038,2,11000,22000,NV022,ZaloPay,,Bình Định
HD0400128,2025-04-23 04:34,Nước suối Lavie 500ml,SP018,5,7000,35000,NV031,Chuyển khoản,KH005,Đắk Nông
HD0400129,2025-04-19 03:06,Dao rọc giấy nhỏ,SP061,9,8000,72000,NV036,Tiền mặt,KH101,Kiên Giang
HD0400130,2025-04-18 13:33,Gạo ST25 2kg,SP045,9,68000,612000,NV039,MoMo,KH623,Bình Thuận
HD0400131,2025-04-08 02:03,Bút bi Thiên Long,SP063,2,5000,10000,NV043,Tiền mặt,,Tiền Giang
HD0400132,2025-04-15 07:43,Tập vở 200 trang,SP064,1,14000,14000,NV020,ZaloPay,KH242,Lai Châu
HD0400133,2025-04-07 04:27,Dầu gội Clear Men 170g,SP035,2,46000,92000,NV007,MoMo,KH437,Hưng Yên
HD0400134,2025-04-17 13:43,Khăn giấy rút Pulppy,SP029,1,22000,22000,NV009,MoMo,,Tây Ninh
HD0400135,2025-04-04 13:57,USB 32GB Kingston,SP076,8,110000,880000,NV016,Thẻ,KH446,Thừa Thiên Huế
HD0400136,2025-04-28 09:33,Dầu ăn Tường An 1L,SP044,5,59000,295000,NV022,Chuyển khoản,KH680,Yên Bái
HD0400137,2025-04-21 01:09,Bột giặt Omo 400g,SP039,7,18000,126000,NV009,Tiền mặt,KH356,An Giang
HD0400138,2025-04-16 20:31,Miếng lót chuột nhỏ,SP078,6,12000,72000,NV026,MoMo,KH029,Kiên Giang
HD0400139,2025-04-16 10:39,Tương ớt Cholimex,SP098,7,12000,84000,NV049,Chuyển khoản,KH714,Trà Vinh
HD0400140,2025-04-17 04:49,Cafe G7 3in1,SP027,10,16000,160000,NV024,Tiền mặt,KH226,Bình Phước
HD0400141,2025-04-21 04:49,Dao rọc giấy nhỏ,SP061,1,8000,8000,NV034,Thẻ,KH407,Trà Vinh
HD0400142,2025-04-17 07:51,Kẹp bướm 32mm,SP084,10,5000,50000,NV043,MoMo,,Điện Biên
HD0400143,2025-04-26 12:36,Nước rửa tay Lifebuoy,SP036,10,25000,250000,NV009,MoMo,,Hà Tĩnh
HD0400144,2025-04-22 14:19,Giấy decal in A4,SP086,9,19000,171000,NV037,MoMo,KH311,Thanh Hóa
HD0400145,2025-04-08 20:49,Kẹo cao su Doublemint,SP015,5,6000,30000,NV044,Chuyển khoản,,Trà Vinh
HD0400146,2025-04-25 23:56,Trà lipton túi lọc hộp 25 gói,SP052,10,42000,420000,NV038,Tiền mặt,KH236,Hà Nội
HD0400147,2025-04-26 21:56,Sữa đặc Ông Thọ,SP010,7,25000,175000,NV039,Thẻ,KH251,Vĩnh Phúc
HD0400148,2025-04-16 12:06,Pin tiểu Panasonic (2 viên),SP060,1,18000,18000,NV034,Thẻ,KH409,Đà Nẵng
HD0400149,2025-04-12 15:39,Sữa tươi Vinamilk có đường 180ml,SP007,1,6500,6500,NV041,Thẻ,KH975,Vĩnh Long
HD0400150,2025-04-08 16:50,Bánh tráng Tân Nhiên,SP004,6,12000,72000,NV022,Tiền mặt,KH832,Yên Bái
HD0400151,2025-04-01 18:53,Gạo ST25 2kg,SP045,4,68000,272000,NV039,Chuyển khoản,,Thái Bình
HD0400152,2025-04-23 08:59,Băng keo trong 5cm,SP062,6,10000,60000,NV029,Thẻ,KH924,Gia Lai
HD0400153,2025-04-22 17:12,Dao rọc giấy nhỏ,SP061,6,8000,48000,NV041,Thẻ,KH620,Sơn La
HD0400154,2025-04-23 00:15,Ổ cứng SSD 240GB,SP075,4,620000,2480000,NV004,Tiền mặt,KH731,Hưng Yên
HD0400155,2025-04-19 00:21,Snack Lay’s vị khoai tây,SP005,3,12000,36000,NV028,Thẻ,,Kon Tum
HD0400156,2025-04-14 19:21,Bột giặt Omo 400g,SP039,3,18000,54000,NV043,Tiền mặt,,Hòa Bình
HD0400157,2025-04-17 03:31,Nước lau sàn Gift,SP037,10,31000,310000,NV040,ZaloPay,KH820,Sơn La
HD0400158,2025-04-24 07:57,Nước xịt phòng hương lavender,SP092,4,42000,168000,NV027,MoMo,KH757,Sơn La
HD0400159,2025-04-18 09:06,Bánh tráng cuốn mè,SP050,1,17000,17000,NV048,ZaloPay,KH348,Lai Châu
HD0400160,2025-04-05 18:18,Xà phòng Lifebuoy bánh,SP038,5,11000,55000,NV044,MoMo,KH735,Thừa Thiên Huế
HD0400161,2025-04-15 06:24,Trà sữa C2,SP025,10,9000,90000,NV020,Thẻ,KH500,Bình Dương
HD0400162,2025-04-22 03:08,Ổ cứng SSD 240GB,SP075,10,620000,6200000,NV019,ZaloPay,KH605,Kiên Giang
HD0400163,2025-04-01 22:12,Dụng cụ cắt móng tay,SP094,5,17000,85000,NV043,Tiền mặt,KH329,Gia Lai
HD0400164,2025-04-05 10:35,Bánh quy Cosy Marie,SP013,10,15000,150000,NV012,ZaloPay,KH241,Bắc Ninh
HD0400165,2025-04-16 01:52,Xà phòng Lifebuoy bánh,SP038,10,11000,110000,NV030,Thẻ,KH567,Phú Thọ
HD0400166,2025-04-25 20:21,Xà phòng Lifebuoy bánh,SP038,3,11000,33000,NV031,Thẻ,KH069,Hà Giang
HD0400167,2025-04-08 10:02,Bắp rang bơ đóng gói,SP048,1,11000,11000,NV001,Tiền mặt,,Sóc Trăng
HD0400168,2025-04-13 00:59,Xà phòng Lifebuoy bánh,SP038,10,11000,110000,NV027,ZaloPay,KH243,Gia Lai
HD0400169,2025-04-12 05:55,Khay đựng hồ sơ,SP079,2,18000,36000,NV021,Thẻ,KH334,Khánh Hòa
HD0400170,2025-04-27 04:33,Gia vị nấu bún bò Huế,SP100,9,24000,216000,NV015,ZaloPay,KH056,Hải Phòng
HD0400171,2025-04-01 08:02,File còng 4cm,SP082,1,26000,26000,NV005,Tiền mặt,KH014,Bắc Ninh
HD0400172,2025-04-08 02:19,Mì Hảo Hảo tôm chua cay,SP001,10,9000,90000,NV011,MoMo,KH779,Thanh Hóa
HD0400173,2025-04-12 12:52,Coca-Cola lon 330ml,SP022,4,9000,36000,NV018,Chuyển khoản,KH555,Yên Bái
HD0400174,2025-04-28 19:50,Gạo ST25 2kg,SP045,3,68000,204000,NV038,Thẻ,KH995,Cần Thơ
HD0400175,2025-04-02 21:27,Giấy decal in A4,SP086,1,19000,19000,NV038,Chuyển khoản,KH261,Quảng Ninh
HD0400176,2025-04-08 22:22,Nước mắm Nam Ngư 500ml,SP041,1,18000,18000,NV037,Tiền mặt,,Hà Tĩnh
HD0400177,2025-04-04 04:02,Snack Lay’s vị khoai tây,SP005,4,12000,48000,NV030,ZaloPay,KH330,Quảng Ngãi
HD0400178,2025-04-26 12:20,Bộ dao cạo râu Gillette,SP095,10,33000,330000,NV005,Thẻ,KH760,Kiên Giang
HD0400179,2025-04-11 12:47,Mì Hảo Hảo tôm chua cay,SP001,7,9000,63000,NV012,Tiền mặt,KH957,Hà Giang
HD0400180,2025-04-17 03:20,Nước rửa tay Lifebuoy,SP036,6,25000,150000,NV036,ZaloPay,KH663,Thừa Thiên Huế
HD0400181,2025-04-18 05:55,Bánh quy Cosy Marie,SP013,6,15000,90000,NV010,ZaloPay,,Đắk Nông
HD0400182,2025-04-04 21:41,Muối i-ốt 500g,SP043,3,7000,21000,NV014,Chuyển khoản,KH601,Đắk Lắk
HD0400183,2025-04-21 05:59,Máy sấy tóc mini,SP089,7,95000,665000,NV005,Thẻ,KH797,Quảng Trị
HD0400184,2025-04-18 13:42,Sữa chua uống Probi,SP009,4,7000,28000,NV048,ZaloPay,KH145,Nam Định
HD0400185,2025-04-23 19:35,Bánh tráng cuốn mè,SP050,4,17000,68000,NV021,MoMo,KH902,Quảng Ninh
HD0400186,2025-04-20 10:38,Trà sữa C2,SP025,1,9000,9000,NV023,MoMo,KH389,Cần Thơ
HD0400187,2025-04-24 21:18,Tương cà Heinz,SP099,10,17000,170000,NV028,Chuyển khoản,KH030,Thừa Thiên Huế
HD0400188,2025-04-11 09:47,Bình nước giữ nhiệt 500ml,SP072,9,65000,585000,NV030,Chuyển khoản,KH341,Hà Tĩnh
HD0400189,2025-04-24 16:47,Nước xả Comfort,SP040,9,52000,468000,NV026,Tiền mặt,KH978,Đà Nẵng
HD0400190,2025-04-13 17:54,Tương ớt Cholimex,SP098,5,12000,60000,NV026,Tiền mặt,,Bắc Ninh
HD0400191,2025-04-23 04:33,Nước mắm Nam Ngư 500ml,SP041,10,18000,180000,NV045,MoMo,KH391,Lai Châu
HD0400192,2025-04-07 18:14,Redbull Thái Lan 250ml,SP024,7,12000,84000,NV021,Thẻ,KH989,Bạc Liêu
HD0400193,2025-04-15 00:42,Băng keo trong 5cm,SP062,10,10000,100000,NV031,ZaloPay,KH180,Tây Ninh
HD0400194,2025-04-14 08:21,Coca-Cola lon 330ml,SP022,7,9000,63000,NV038,MoMo,KH631,Đồng Nai
HD0400195,2025-04-19 00:43,Sữa tươi Vinamilk có đường 180ml,SP007,10,6500,65000,NV009,Thẻ,KH437,Gia Lai
HD0400196,2025-04-19 23:32,Thùng rác nhựa 10L,SP055,5,45000,225000,NV044,Thẻ,KH991,Bình Thuận
HD0400197,2025-04-21 17:16,Kẹo cao su Doublemint,SP015,4,6000,24000,NV011,Thẻ,KH493,Thanh Hóa
HD0400198,2025-04-28 17:41,Sting dâu 330ml,SP023,10,10000,100000,NV045,MoMo,KH868,Bình Định
HD0400199,2025-04-11 13:13,Tương cà Heinz,SP099,9,17000,153000,NV011,ZaloPay,KH523,Hà Nội
HD0400200,2025-04-20 17:26,Khay đựng hồ sơ,SP079,6,18000,108000,NV042,ZaloPay,KH710,Bình Thuận
HD0400201,2025-04-22 05:29,Sữa đậu nành Fami,SP011,10,6000,60000,NV021,ZaloPay,KH760,Tiền Giang
HD0400202,2025-04-12 22:07,Nến thơm mini,SP053,3,25000,75000,NV032,MoMo,KH849,Sơn La
HD0400203,2025-04-18 04:59,Sữa đặc Ông Thọ,SP010,5,25000,125000,NV028,MoMo,,Bà Rịa - Vũng Tàu
HD0400204,2025-04-13 01:20,Dụng cụ cắt móng tay,SP094,6,17000,102000,NV002,Tiền mặt,KH901,Lai Châu
HD0400205,2025-04-19 23:40,Dầu gội Clear Men 170g,SP035,9,46000,414000,NV021,MoMo,KH129,Tiền Giang
HD0400206,2025-04-17 08:14,Trứng gà CP hộp 10 quả,SP046,6,33000,198000,NV026,ZaloPay,KH360,An Giang
HD0400207,2025-04-24 17:52,Kẹp giấy lớn,SP069,7,5000,35000,NV036,Chuyển khoản,KH855,Bạc Liêu
HD0400208,2025-04-13 05:18,Bánh Pía Sóc Trăng mini,SP051,9,15000,135000,NV020,Chuyển khoản,KH079,Hòa Bình
HD0400209,2025-04-02 06:05,Nước ngọt Pepsi 390ml,SP021,1,9000,9000,NV002,ZaloPay,KH381,Hà Nội
