Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD1200043,2025-12-14 21:44,Đường Biên Hòa 1kg,SP042,8,25000,200000,NV033,MoMo,KH413,Cà Mau
HD1200044,2025-12-10 07:41,Bánh tráng Tân Nhiên,SP004,8,12000,96000,NV006,Thẻ,KH853,Lạng Sơn
HD1200045,2025-12-07 07:36,Kẹo Alpenliebe,SP016,9,5000,45000,NV011,MoMo,KH584,Bình Thuận
HD1200046,2025-12-10 11:42,Bánh Chocopie Orion,SP012,4,38000,152000,NV017,ZaloPay,KH159,Vĩnh Long
HD1200047,2025-12-13 06:21,Bao cao su OK hộp 3 cái,SP091,6,27000,162000,NV050,Chuyển khoản,,Bình Phước
HD1200048,2025-12-15 06:12,Redbull Thái Lan 250ml,SP024,2,12000,24000,NV027,MoMo,KH282,Hà Nam
HD1200049,2025-12-05 14:47,Tương cà Heinz,SP099,5,17000,85000,NV007,Tiền mặt,KH567,Vĩnh Phúc
HD1200050,2025-12-06 06:19,Bánh Pía Sóc Trăng mini,SP051,10,15000,150000,NV022,MoMo,KH124,Quảng Nam
HD1200051,2025-12-08 17:27,Bánh Chocopie Orion,SP012,1,38000,38000,NV031,MoMo,KH203,Thừa Thiên Huế
HD1200052,2025-12-26 19:28,Kẹo cao su Doublemint,SP015,8,6000,48000,NV002,Thẻ,KH900,Đồng Tháp
HD1200053,2025-12-10 17:55,Ổ cắm điện 3 lỗ,SP088,2,30000,60000,NV019,MoMo,KH329,Đà Nẵng
HD1200054,2025-12-21 01:37,Thùng rác nhựa 10L,SP055,6,45000,270000,NV032,MoMo,,Vĩnh Phúc
HD1200055,2025-12-27 19:49,Máy tính Casio FX-580,SP087,8,720000,5760000,NV026,MoMo,KH578,Trà Vinh
HD1200056,2025-12-26 10:31,Sting dâu 330ml,SP023,5,10000,50000,NV023,MoMo,KH645,Đồng Nai
HD1200057,2025-12-16 23:31,Nước lau sàn Gift,SP037,3,31000,93000,NV004,Chuyển khoản,KH333,Hà Tĩnh
HD1200058,2025-12-10 03:21,Thước kẻ 20cm,SP065,4,6000,24000,NV036,Tiền mặt,KH495,Hải Phòng
HD1200059,2025-12-14 23:15,Tương cà Heinz,SP099,1,17000,17000,NV047,Chuyển khoản,KH397,Long An
HD1200060,2025-12-06 22:34,Sáp thơm phòng,SP093,3,20000,60000,NV045,Thẻ,KH839,Hậu Giang
HD1200061,2025-12-25 19:23,Sữa chua uống Probi,SP009,1,7000,7000,NV004,Thẻ,KH048,Bà Rịa - Vũng Tàu
HD1200062,2025-12-20 11:44,Cáp sạc Type-C,SP077,7,30000,210000,NV034,ZaloPay,KH773,Ninh Bình
HD1200063,2025-12-28 02:50,Sữa tươi Vinamilk có đường 180ml,SP007,4,6500,26000,NV049,Tiền mặt,KH066,Ninh Bình
HD1200064,2025-12-20 20:46,Nước rửa tay Lifebuoy,SP036,3,25000,75000,NV049,Tiền mặt,KH896,Vĩnh Long
HD1200065,2025-12-28 22:43,Mì Omachi xốt spaghetti,SP002,4,11000,44000,NV045,Thẻ,KH860,TP Hồ Chí Minh
HD1200066,2025-12-17 04:06,Thùng rác nhựa 10L,SP055,6,45000,270000,NV048,ZaloPay,,Lâm Đồng
HD1200067,2025-12-18 02:47,Sữa đậu nành Fami,SP011,4,6000,24000,NV039,Thẻ,KH765,Quảng Bình
HD1200068,2025-12-18 07:47,Bánh quy AFC,SP049,5,16000,80000,NV014,Thẻ,KH665,Phú Yên
HD1200069,2025-12-03 06:58,Bật lửa gas mini,SP056,3,6000,18000,NV023,ZaloPay,KH265,Thái Bình
HD1200070,2025-12-04 15:06,Bộ dao cạo râu Gillette,SP095,6,33000,198000,NV002,Thẻ,KH434,Phú Yên
HD1200071,2025-12-19 06:16,Balo laptop chống sốc,SP074,2,140000,280000,NV043,Tiền mặt,,Cà Mau
HD1200072,2025-12-16 16:45,Trà lipton túi lọc hộp 25 gói,SP052,8,42000,336000,NV027,Tiền mặt,,Sơn La
HD1200073,2025-12-19 15:18,Bìa lá A4,SP083,10,12000,120000,NV002,ZaloPay,KH640,Long An
HD1200074,2025-12-25 20:44,Trà xanh không độ,SP019,7,10000,70000,NV023,Thẻ,KH570,Cần Thơ
HD1200075,2025-12-16 17:53,Bánh gạo One One,SP014,7,10000,70000,NV017,Chuyển khoản,KH273,Đắk Nông
HD1200076,2025-12-26 13:48,Pin tiểu Panasonic (2 viên),SP060,2,18000,36000,NV013,MoMo,,Quảng Ngãi
HD1200077,2025-12-03 08:12,Mì Omachi xốt spaghetti,SP002,6,11000,66000,NV029,Thẻ,KH177,Hải Phòng
HD1200078,2025-12-17 03:45,Thước kẻ 20cm,SP065,5,6000,30000,NV026,MoMo,KH238,Hà Nội
HD1200079,2025-12-05 11:05,Tương ớt Cholimex,SP098,9,12000,108000,NV023,ZaloPay,KH044,Hà Tĩnh
HD1200080,2025-12-23 16:42,Bút chì gỗ HB,SP068,1,7000,7000,NV038,MoMo,KH118,Bắc Giang
HD1200081,2025-12-23 22:34,Chổi quét bụi mini,SP054,7,21000,147000,NV005,Chuyển khoản,KH220,Đồng Nai
HD1200082,2025-12-25 16:14,Chổi lau nhà 360 độ,SP096,6,99000,594000,NV017,Thẻ,,Đồng Nai
HD1200083,2025-12-06 13:34,Snack Oishi tôm cay,SP006,4,10000,40000,NV022,ZaloPay,KH065,Bình Thuận
HD1200084,2025-12-23 22:47,Kẹp bướm 32mm,SP084,1,5000,5000,NV019,ZaloPay,KH356,Cao Bằng
HD1200085,2025-12-15 13:11,Bút chì gỗ HB,SP068,2,7000,14000,NV013,MoMo,,Hà Giang
HD1200086,2025-12-27 15:50,Nước lau sàn Gift,SP037,9,31000,279000,NV001,Chuyển khoản,KH709,Bạc Liêu
HD1200087,2025-12-21 15:56,Bánh tráng Tân Nhiên,SP004,2,12000,24000,NV005,Tiền mặt,,Hải Dương
HD1200088,2025-12-07 08:43,Sáp thơm phòng,SP093,10,20000,200000,NV030,Thẻ,KH636,Vĩnh Phúc
HD1200089,2025-12-19 04:37,Khay đựng hồ sơ,SP079,9,18000,162000,NV033,Thẻ,,Quảng Nam
HD1200090,2025-12-18 20:47,Tai nghe nhét tai giá rẻ,SP058,8,35000,280000,NV039,ZaloPay,KH448,Bình Thuận
HD1200091,2025-12-16 13:04,Bộ dao cạo râu Gillette,SP095,3,33000,99000,NV006,MoMo,KH041,Đồng Nai
HD1200092,2025-12-09 18:40,Mì Hảo Hảo tôm chua cay,SP001,9,9000,81000,NV012,Thẻ,KH845,Tiền Giang
HD1200093,2025-12-16 15:26,Dụng cụ cắt móng tay,SP094,8,17000,136000,NV039,Thẻ,KH291,Hòa Bình
HD1200094,2025-12-21 21:46,Kẹp giấy lớn,SP069,8,5000,40000,NV011,Tiền mặt,KH529,Cà Mau
HD1200095,2025-12-21 19:27,Kẹp giấy lớn,SP069,6,5000,30000,NV022,Thẻ,KH102,Bắc Ninh
HD1200096,2025-12-08 12:20,Sữa đặc Ông Thọ,SP010,3,25000,75000,NV006,MoMo,,Phú Yên
HD1200097,2025-12-18 18:36,Bột nêm Knorr 400g,SP097,9,35000,315000,NV017,Thẻ,KH409,Vĩnh Long
HD1200098,2025-12-11 12:09,Giấy in A4 Double A,SP085,10,68000,680000,NV041,Chuyển khoản,KH700,Yên Bái
HD1200099,2025-12-11 21:34,Sữa rửa mặt Hazeline nghệ,SP034,10,34000,340000,NV019,MoMo,KH007,Phú Thọ
HD1200100,2025-12-03 08:51,Bìa còng A4,SP081,7,22000,154000,NV050,MoMo,KH442,Hà Nam
HD1200101,2025-12-16 19:55,Bao cao su OK hộp 3 cái,SP091,7,27000,189000,NV002,Tiền mặt,KH454,Hậu Giang
HD1200102,2025-12-28 04:53,Tương ớt Cholimex,SP098,6,12000,72000,NV038,Tiền mặt,,Đồng Tháp
HD1200103,2025-12-04 01:19,Bìa còng A4,SP081,4,22000,88000,NV027,Tiền mặt,KH140,Lào Cai
HD1200104,2025-12-26 02:33,Nước xịt phòng hương lavender,SP092,3,42000,126000,NV018,Chuyển khoản,KH037,Nam Định
HD1200105,2025-12-13 09:37,Gạo ST25 2kg,SP045,8,68000,544000,NV020,MoMo,KH758,Bình Phước
HD1200106,2025-12-04 19:33,Nước rửa tay Lifebuoy,SP036,8,25000,200000,NV042,ZaloPay,KH273,Tây Ninh
HD1200107,2025-12-11 10:38,Giấy note 3x3,SP070,6,3000,18000,NV036,MoMo,KH939,Hưng Yên
HD1200108,2025-12-08 04:47,Giấy note 3x3,SP070,9,3000,27000,NV001,MoMo,,Thái Bình
HD1200109,2025-12-21 09:55,Bút chì gỗ HB,SP068,3,7000,21000,NV022,MoMo,KH909,Phú Thọ
HD1200110,2025-12-01 06:32,Quạt mini USB,SP073,3,32000,96000,NV015,ZaloPay,KH329,Cà Mau
HD1200111,2025-12-06 16:29,Sữa rửa mặt Hazeline nghệ,SP034,1,34000,34000,NV038,MoMo,KH102,Đắk Lắk
HD1200112,2025-12-10 06:57,Sữa tươi Vinamilk có đường 180ml,SP007,10,6500,65000,NV014,Thẻ,KH612,TP Hồ Chí Minh
HD1200113,2025-12-02 23:20,Kẹp bướm 32mm,SP084,5,5000,25000,NV002,MoMo,KH115,Hậu Giang
HD1200114,2025-12-24 14:20,Trà xanh không độ,SP019,6,10000,60000,NV014,MoMo,KH433,Phú Yên
HD1200115,2025-12-22 20:22,Ổ cứng SSD 240GB,SP075,3,620000,1860000,NV044,Tiền mặt,KH931,Ninh Thuận
HD1200116,2025-12-22 09:27,Kẹo Alpenliebe,SP016,4,5000,20000,NV046,ZaloPay,KH860,Bình Định
HD1200117,2025-12-04 14:49,Bìa còng A4,SP081,9,22000,198000,NV026,ZaloPay,,Lai Châu
HD1200118,2025-12-17 18:03,Túi zipper đựng đồ,SP080,3,10000,30000,NV010,MoMo,KH593,Tây Ninh
HD1200119,2025-12-27 22:07,Dao rọc giấy nhỏ,SP061,8,8000,64000,NV025,ZaloPay,KH616,Bắc Kạn
HD1200120,2025-12-04 10:17,Ổ cứng SSD 240GB,SP075,2,620000,1240000,NV034,MoMo,KH920,Đắk Nông
HD1200121,2025-12-01 08:39,Cafe Nescafe đen đá,SP028,7,17000,119000,NV048,Thẻ,,Bình Phước
HD1200122,2025-12-28 22:58,Trứng gà CP hộp 10 quả,SP046,2,33000,66000,NV046,Thẻ,KH164,Đồng Nai
HD1200123,2025-12-20 12:53,Kẹo cao su Doublemint,SP015,1,6000,6000,NV034,Thẻ,,Bắc Kạn
HD1200124,2025-12-14 22:10,Kẹo cao su Doublemint,SP015,3,6000,18000,NV048,Chuyển khoản,,Hải Dương
HD1200125,2025-12-22 17:26,Cáp sạc Type-C,SP077,1,30000,30000,NV016,Thẻ,KH889,Nghệ An
HD1200126,2025-12-01 01:09,Bắp rang bơ đóng gói,SP048,10,11000,110000,NV025,MoMo,KH445,Hưng Yên
HD1200127,2025-12-05 05:15,Bao cao su OK hộp 3 cái,SP091,6,27000,162000,NV024,MoMo,KH654,Ninh Thuận
HD1200128,2025-12-13 07:51,Tai nghe nhét tai giá rẻ,SP058,10,35000,350000,NV001,MoMo,KH541,Bến Tre
HD1200129,2025-12-20 20:31,Muối i-ốt 500g,SP043,5,7000,35000,NV042,Thẻ,KH992,Hà Tĩnh
HD1200130,2025-12-22 00:28,Bánh Pía Sóc Trăng mini,SP051,4,15000,60000,NV034,Chuyển khoản,KH592,Gia Lai
HD1200131,2025-12-03 12:18,Giấy in A4 Double A,SP085,4,68000,272000,NV048,Tiền mặt,KH041,Hà Tĩnh
HD1200132,2025-12-09 11:37,Nước suối Lavie 500ml,SP018,10,7000,70000,NV049,MoMo,KH695,Trà Vinh
HD1200133,2025-12-03 17:35,Redbull Thái Lan 250ml,SP024,9,12000,108000,NV040,ZaloPay,KH984,Thừa Thiên Huế
HD1200134,2025-12-28 18:00,Dao kéo nhà bếp,SP071,8,28000,224000,NV021,MoMo,KH159,Điện Biên
HD1200135,2025-12-06 16:33,Tương cà Heinz,SP099,4,17000,68000,NV037,ZaloPay,KH671,Hải Dương
HD1200136,2025-12-13 05:14,Bánh quy AFC,SP049,1,16000,16000,NV032,Chuyển khoản,KH366,An Giang
HD1200137,2025-12-20 22:43,Cafe G7 3in1,SP027,5,16000,80000,NV023,Thẻ,KH110,Hà Tĩnh
HD1200138,2025-12-26 22:28,Tương ớt Cholimex,SP098,7,12000,84000,NV030,Thẻ,KH408,Vĩnh Phúc
HD1200139,2025-12-21 11:28,Sữa rửa mặt Hazeline nghệ,SP034,8,34000,272000,NV015,MoMo,KH538,Quảng Trị
HD1200140,2025-12-17 14:43,Gôm Pentel,SP066,2,4000,8000,NV038,MoMo,,Quảng Ninh
HD1200141,2025-12-13 12:38,Xà phòng Lifebuoy bánh,SP038,2,11000,22000,NV002,Thẻ,KH607,Bắc Giang
HD1200142,2025-12-20 22:10,Chổi quét bụi mini,SP054,6,21000,126000,NV010,MoMo,KH448,Hà Tĩnh
HD1200143,2025-12-12 04:43,Bìa còng A4,SP081,6,22000,132000,NV016,MoMo,,Bắc Giang
HD1200144,2025-12-23 21:21,Phở ăn liền Vifon,SP003,1,8500,8500,NV009,ZaloPay,KH803,Quảng Nam
HD1200145,2025-12-23 12:22,Máy tính Casio FX-580,SP087,10,720000,7200000,NV019,ZaloPay,,Quảng Bình
HD1200146,2025-12-21 14:08,Cafe lon Highlands,SP026,1,18000,18000,NV034,Thẻ,,Kiên Giang
HD1200147,2025-12-16 15:27,Gạo ST25 2kg,SP045,10,68000,680000,NV013,MoMo,,Ninh Thuận
HD1200148,2025-12-21 19:54,Sáp thơm phòng,SP093,3,20000,60000,NV033,Chuyển khoản,KH033,Bình Định
HD1200149,2025-12-01 15:20,Giấy note 3x3,SP070,4,3000,12000,NV005,ZaloPay,,Ninh Bình
HD1200150,2025-12-11 19:55,Sữa đặc Ông Thọ,SP010,6,25000,150000,NV024,Chuyển khoản,KH897,Phú Yên
HD1200151,2025-12-18 20:53,Miếng lót chuột nhỏ,SP078,3,12000,36000,NV028,ZaloPay,KH302,Hưng Yên
HD1200152,2025-12-13 02:57,Coca-Cola lon 330ml,SP022,6,9000,54000,NV015,ZaloPay,KH841,Bắc Ninh
HD1200153,2025-12-03 15:10,Gôm Pentel,SP066,9,4000,36000,NV019,Thẻ,KH744,Bình Phước
HD1200154,2025-12-06 18:42,Snack Lay’s vị khoai tây,SP005,8,12000,96000,NV030,MoMo,KH187,Điện Biên
HD1200155,2025-12-17 22:48,Nước rửa tay Lifebuoy,SP036,8,25000,200000,NV009,Tiền mặt,,Điện Biên
HD1200156,2025-12-09 22:33,Pin tiểu Panasonic (2 viên),SP060,2,18000,36000,NV017,Chuyển khoản,KH298,Yên Bái
HD1200157,2025-12-20 13:56,Sữa đậu nành Fami,SP011,2,6000,12000,NV026,ZaloPay,KH178,Thanh Hóa
HD1200158,2025-12-05 15:51,Khay đựng hồ sơ,SP079,8,18000,144000,NV026,Chuyển khoản,KH984,Kiên Giang
HD1200159,2025-12-02 05:18,Mì Hảo Hảo tôm chua cay,SP001,9,9000,81000,NV021,Thẻ,KH331,Hải Dương
HD1200160,2025-12-06 23:14,Bánh Pía Sóc Trăng mini,SP051,10,15000,150000,NV002,Thẻ,KH250,Lâm Đồng
HD1200161,2025-12-12 10:16,Khăn giấy rút Pulppy,SP029,10,22000,220000,NV010,Chuyển khoản,KH870,Cần Thơ
HD1200162,2025-12-02 09:33,Coca-Cola lon 330ml,SP022,2,9000,18000,NV004,Thẻ,KH046,Điện Biên
HD1200163,2025-12-11 22:59,Redbull Thái Lan 250ml,SP024,2,12000,24000,NV008,Thẻ,KH967,Tiền Giang
HD1200164,2025-12-04 00:53,Chổi quét bụi mini,SP054,7,21000,147000,NV008,Tiền mặt,KH919,Hà Tĩnh
HD1200165,2025-12-14 10:07,Coca-Cola lon 330ml,SP022,9,9000,81000,NV005,Tiền mặt,KH413,Quảng Bình
HD1200166,2025-12-03 03:59,Kẹp bướm 32mm,SP084,9,5000,45000,NV023,Thẻ,,Long An
HD1200167,2025-12-20 19:37,Bút chì gỗ HB,SP068,9,7000,63000,NV030,Tiền mặt,KH236,Cao Bằng
HD1200168,2025-12-08 14:18,Bộ dao cạo râu Gillette,SP095,3,33000,99000,NV024,Thẻ,KH639,Bình Thuận
HD1200169,2025-12-11 19:35,Nước ngọt Pepsi 390ml,SP021,8,9000,72000,NV044,Chuyển khoản,KH855,Lâm Đồng
HD1200170,2025-12-02 00:05,Trứng gà CP hộp 10 quả,SP046,6,33000,198000,NV048,ZaloPay,KH009,Bình Thuận
HD1200171,2025-12-26 08:37,Cafe lon Highlands,SP026,6,18000,108000,NV035,ZaloPay,KH967,Lâm Đồng
HD1200172,2025-12-10 07:02,Tai nghe nhét tai giá rẻ,SP058,6,35000,210000,NV001,MoMo,KH812,Đắk Nông
HD1200173,2025-12-06 14:10,Snack Lay’s vị khoai tây,SP005,9,12000,108000,NV038,Tiền mặt,KH358,Ninh Thuận
HD1200174,2025-12-08 11:02,Bánh Chocopie Orion,SP012,9,38000,342000,NV011,MoMo,KH121,Sơn La
HD1200175,2025-12-01 00:57,Cafe G7 3in1,SP027,5,16000,80000,NV042,Chuyển khoản,,Trà Vinh
HD1200176,2025-12-09 21:45,Dầu ăn Tường An 1L,SP044,4,59000,236000,NV043,ZaloPay,,Bà Rịa - Vũng Tàu
HD1200177,2025-12-05 22:12,Kẹo cao su Doublemint,SP015,5,6000,30000,NV010,Thẻ,KH936,Quảng Trị
HD1200178,2025-12-17 02:59,Bút bi Thiên Long,SP063,4,5000,20000,NV006,Tiền mặt,,Quảng Ninh
HD1200179,2025-12-16 05:45,Miếng dán cường lực điện thoại,SP059,7,15000,105000,NV036,ZaloPay,KH281,Quảng Trị
HD1200180,2025-12-04 19:25,Bột giặt Omo 400g,SP039,9,18000,162000,NV023,ZaloPay,KH690,Bạc Liêu
HD1200181,2025-12-12 10:20,Bàn chải P/S,SP032,4,15000,60000,NV038,Thẻ,KH942,Đồng Tháp
HD1200182,2025-12-15 08:50,Coca-Cola lon 330ml,SP022,1,9000,9000,NV025,ZaloPay,,Sóc Trăng
HD1200183,2025-12-25 09:32,Sáp thơm phòng,SP093,10,20000,200000,NV040,Thẻ,,Thừa Thiên Huế
HD1200184,2025-12-23 17:48,Snack Oishi tôm cay,SP006,5,10000,50000,NV009,Chuyển khoản,KH348,Điện Biên
HD1200185,2025-12-09 04:15,Ổ cắm điện 3 lỗ,SP088,4,30000,120000,NV019,MoMo,KH730,Hải Phòng
HD1200186,2025-12-10 03:42,Đường Biên Hòa 1kg,SP042,9,25000,225000,NV032,ZaloPay,KH311,Quảng Nam
HD1200187,2025-12-20 20:20,Cafe lon Highlands,SP026,7,18000,126000,NV027,MoMo,KH162,Phú Thọ
HD1200188,2025-12-16 03:23,Nến thơm mini,SP053,7,25000,175000,NV033,Tiền mặt,KH491,Tuyên Quang
HD1200189,2025-12-15 14:38,Nước xả Comfort,SP040,1,52000,52000,NV047,ZaloPay,,Đồng Tháp
HD1200190,2025-12-23 09:02,Tai nghe nhét tai giá rẻ,SP058,3,35000,105000,NV007,Chuyển khoản,KH853,Bến Tre
HD1200191,2025-12-05 20:54,Mì Hảo Hảo tôm chua cay,SP001,6,9000,54000,NV017,Tiền mặt,KH909,Tiền Giang
HD1200192,2025-12-18 05:44,Sữa tươi Vinamilk không đường 180ml,SP008,8,6500,52000,NV015,Thẻ,KH772,Hà Giang
HD1200193,2025-12-28 12:30,Kẹo Alpenliebe,SP016,4,5000,20000,NV044,MoMo,KH899,Quảng Trị
HD1200194,2025-12-24 03:40,Kẹo Alpenliebe,SP016,1,5000,5000,NV041,Tiền mặt,,Cà Mau
HD1200195,2025-12-05 14:54,Tương cà Heinz,SP099,8,17000,136000,NV027,ZaloPay,,Tuyên Quang
HD1200196,2025-12-28 17:29,Bìa lá A4,SP083,5,12000,60000,NV017,ZaloPay,KH123,Tiền Giang
HD1200197,2025-12-10 12:44,Tai nghe nhét tai giá rẻ,SP058,4,35000,140000,NV020,ZaloPay,KH113,Bình Định
HD1200198,2025-12-25 18:52,Nến thơm mini,SP053,6,25000,150000,NV040,ZaloPay,KH145,Phú Thọ
HD1200199,2025-12-02 10:13,Cáp sạc Type-C,SP077,9,30000,270000,NV014,Tiền mặt,,Hải Dương
HD1200200,2025-12-21 12:23,Khăn giấy rút Pulppy,SP029,8,22000,176000,NV045,ZaloPay,KH318,Đồng Nai
HD1200201,2025-12-28 16:40,Khăn giấy ướt Bobby,SP030,2,22000,44000,NV003,MoMo,,Cà Mau
HD1200202,2025-12-08 11:39,File còng 4cm,SP082,6,26000,156000,NV027,MoMo,KH031,Yên Bái
HD1200203,2025-12-17 08:33,Bìa còng A4,SP081,3,22000,66000,NV018,Chuyển khoản,KH618,Quảng Ninh
HD1200204,2025-12-05 13:46,Thước kẻ 20cm,SP065,3,6000,18000,NV045,Chuyển khoản,,Hải Dương
HD1200205,2025-12-03 00:07,Pin tiểu Panasonic (2 viên),SP060,7,18000,126000,NV001,MoMo,KH791,Thanh Hóa
HD1200206,2025-12-25 02:03,Bút bi Thiên Long,SP063,1,5000,5000,NV030,ZaloPay,,Cần Thơ
HD1200207,2025-12-26 10:15,Cafe G7 3in1,SP027,2,16000,32000,NV039,Thẻ,KH576,Ninh Bình
HD1200208,2025-12-25 18:18,Kẹp bướm 32mm,SP084,10,5000,50000,NV011,Thẻ,KH839,Hà Nam
HD1200209,2025-12-15 03:17,Bút bi Thiên Long,SP063,4,5000,20000,NV042,Tiền mặt,KH717,Kon Tum
HD1200210,2025-12-04 22:04,Đường Biên Hòa 1kg,SP042,6,25000,150000,NV015,Tiền mặt,KH391,Bình Thuận
HD1200211,2025-12-02 09:57,Dầu ăn Tường An 1L,SP044,8,59000,472000,NV018,Chuyển khoản,KH989,Bạc Liêu
HD1200212,2025-12-21 16:10,Nước mắm Nam Ngư 500ml,SP041,5,18000,90000,NV011,ZaloPay,KH247,Ninh Thuận
