Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD0500026,2025-05-28 21:56,Bánh tráng Tân Nhiên,SP004,6,12000,72000,NV020,Chuyển khoản,,Hà Giang
HD0500027,2025-05-20 18:16,Tương cà Heinz,SP099,2,17000,34000,NV006,Thẻ,KH404,Đắk Nông
HD0500028,2025-05-02 05:35,Bột giặt Omo 400g,SP039,1,18000,18000,NV013,Chuyển khoản,KH866,Phú Yên
HD0500029,2025-05-22 10:39,Bình nước giữ nhiệt 500ml,SP072,1,65000,65000,NV021,ZaloPay,KH194,Lâm Đồng
HD0500030,2025-05-23 14:19,Tương cà Heinz,SP099,4,17000,68000,NV045,ZaloPay,KH584,Bắc Ninh
HD0500031,2025-05-22 04:27,Nước suối Lavie 500ml,SP018,4,7000,28000,NV002,ZaloPay,KH596,Kon Tum
HD0500032,2025-05-04 00:44,Cafe lon Highlands,SP026,6,18000,108000,NV032,Thẻ,KH640,Hà Nam
HD0500033,2025-05-24 09:48,Giấy vệ sinh Bless You 10 cuộn,SP031,1,48000,48000,NV007,Chuyển khoản,KH676,Hậu Giang
HD0500034,2025-05-11 01:32,Bình nước giữ nhiệt 500ml,SP072,8,65000,520000,NV005,ZaloPay,KH339,Cao Bằng
HD0500035,2025-05-07 20:34,Balo laptop chống sốc,SP074,2,140000,280000,NV006,ZaloPay,KH447,TP Hồ Chí Minh
HD0500036,2025-05-25 05:56,Giấy in A4 Double A,SP085,8,68000,544000,NV025,Tiền mặt,,Đắk Lắk
HD0500037,2025-05-27 06:41,Khay đựng hồ sơ,SP079,7,18000,126000,NV043,Tiền mặt,KH778,TP Hồ Chí Minh
HD0500038,2025-05-12 19:47,Dao kéo nhà bếp,SP071,3,28000,84000,NV046,Tiền mặt,KH868,Trà Vinh
HD0500039,2025-05-06 12:31,Kẹp giấy lớn,SP069,1,5000,5000,NV037,Thẻ,KH688,Thanh Hóa
HD0500040,2025-05-05 14:14,Kẹp giấy lớn,SP069,3,5000,15000,NV038,Thẻ,KH269,Bạc Liêu
HD0500041,2025-05-17 14:12,Xà phòng Lifebuoy bánh,SP038,3,11000,33000,NV014,Tiền mặt,KH808,Hà Giang
HD0500042,2025-05-10 01:51,Mì Hảo Hảo tôm chua cay,SP001,1,9000,9000,NV031,ZaloPay,KH477,Đồng Tháp
HD0500043,2025-05-03 19:49,Nước suối Aquafina 500ml,SP017,10,7000,70000,NV033,Chuyển khoản,,Đồng Tháp
HD0500044,2025-05-27 11:11,Nến thơm mini,SP053,3,25000,75000,NV039,Tiền mặt,KH995,Bắc Kạn
HD0500045,2025-05-17 08:11,Bìa còng A4,SP081,4,22000,88000,NV031,Thẻ,KH316,Đắk Nông
HD0500046,2025-05-23 22:55,Bánh mì sandwich Tường An,SP047,7,23000,161000,NV043,Thẻ,KH943,Kiên Giang
HD0500047,2025-05-23 08:33,Muối i-ốt 500g,SP043,8,7000,56000,NV049,MoMo,KH195,Bình Phước
HD0500048,2025-05-15 01:48,USB 32GB Kingston,SP076,10,110000,1100000,NV007,Thẻ,KH825,Quảng Bình
HD0500049,2025-05-02 14:42,Khăn giấy rút Pulppy,SP029,10,22000,220000,NV044,MoMo,KH401,Quảng Bình
HD0500050,2025-05-12 09:27,Bánh Pía Sóc Trăng mini,SP051,6,15000,90000,NV038,Thẻ,KH249,Quảng Nam
HD0500051,2025-05-25 11:07,Thùng rác nhựa 10L,SP055,4,45000,180000,NV045,MoMo,KH330,Yên Bái
HD0500052,2025-05-25 03:42,Bánh tráng cuốn mè,SP050,1,17000,17000,NV036,Thẻ,KH148,Thái Nguyên
HD0500053,2025-05-06 00:32,Tai nghe nhét tai giá rẻ,SP058,5,35000,175000,NV004,Tiền mặt,,Tiền Giang
HD0500054,2025-05-26 22:03,Tập vở 200 trang,SP064,9,14000,126000,NV037,ZaloPay,KH960,TP Hồ Chí Minh
HD0500055,2025-05-19 19:11,Pin tiểu Panasonic (2 viên),SP060,3,18000,54000,NV049,MoMo,KH484,Cà Mau
HD0500056,2025-05-23 08:21,Ổ cứng SSD 240GB,SP075,6,620000,3720000,NV039,MoMo,KH667,Cần Thơ
HD0500057,2025-05-17 02:26,Bột giặt Omo 400g,SP039,1,18000,18000,NV012,Tiền mặt,KH646,Hà Nội
HD0500058,2025-05-11 13:09,Mì Omachi xốt spaghetti,SP002,8,11000,88000,NV001,Thẻ,KH586,Lạng Sơn
HD0500059,2025-05-03 16:04,Khay đựng hồ sơ,SP079,3,18000,54000,NV001,Thẻ,KH575,Nghệ An
HD0500060,2025-05-06 23:23,Nước suối Aquafina 500ml,SP017,1,7000,7000,NV019,MoMo,KH857,Đắk Lắk
HD0500061,2025-05-18 07:35,Nước suối Lavie 500ml,SP018,2,7000,14000,NV039,Thẻ,KH666,Bắc Giang
HD0500062,2025-05-06 12:20,Cáp sạc Type-C,SP077,10,30000,300000,NV030,ZaloPay,KH167,Quảng Bình
HD0500063,2025-05-11 19:49,Máy tính Casio FX-580,SP087,7,720000,5040000,NV004,Tiền mặt,KH945,Hà Nội
HD0500064,2025-05-17 23:49,Cafe G7 3in1,SP027,4,16000,64000,NV006,MoMo,,Thái Bình
HD0500065,2025-05-17 07:00,Sữa tươi Vinamilk có đường 180ml,SP007,8,6500,52000,NV035,Thẻ,KH846,Bắc Kạn
HD0500066,2025-05-25 20:55,Giấy note 3x3,SP070,2,3000,6000,NV045,Thẻ,KH774,Hưng Yên
HD0500067,2025-05-16 01:22,Sữa đậu nành Fami,SP011,6,6000,36000,NV026,Chuyển khoản,KH771,Bình Thuận
HD0500068,2025-05-27 23:49,Gôm Pentel,SP066,1,4000,4000,NV026,MoMo,KH461,Cao Bằng
HD0500069,2025-05-21 17:46,File còng 4cm,SP082,4,26000,104000,NV035,ZaloPay,KH241,Lạng Sơn
HD0500070,2025-05-05 14:20,File còng 4cm,SP082,7,26000,182000,NV012,Chuyển khoản,,Lạng Sơn
HD0500071,2025-05-11 03:07,Cafe G7 3in1,SP027,4,16000,64000,NV030,MoMo,KH680,Đồng Nai
HD0500072,2025-05-07 13:40,Nước mắm Nam Ngư 500ml,SP041,8,18000,144000,NV013,Thẻ,KH017,Tiền Giang
HD0500073,2025-05-04 03:47,Cafe G7 3in1,SP027,2,16000,32000,NV020,Chuyển khoản,KH263,Đắk Nông
HD0500074,2025-05-10 05:01,Bàn chải P/S,SP032,4,15000,60000,NV035,Thẻ,KH224,Đà Nẵng
HD0500075,2025-05-23 11:53,Nước ép cam Twister,SP020,6,11000,66000,NV049,Tiền mặt,KH271,Bình Phước
HD0500076,2025-05-02 06:05,Bộ dao cạo râu Gillette,SP095,1,33000,33000,NV018,Chuyển khoản,KH130,Thái Nguyên
HD0500077,2025-05-23 14:38,Nước xịt phòng hương lavender,SP092,5,42000,210000,NV012,Tiền mặt,KH239,Hà Tĩnh
HD0500078,2025-05-21 00:06,Tương cà Heinz,SP099,1,17000,17000,NV048,ZaloPay,KH254,Hải Phòng
HD0500079,2025-05-08 07:58,Kẹo Alpenliebe,SP016,10,5000,50000,NV012,Chuyển khoản,KH340,Tiền Giang
HD0500080,2025-05-02 23:25,Sữa chua uống Probi,SP009,9,7000,63000,NV010,ZaloPay,KH237,Sơn La
HD0500081,2025-05-13 22:06,Miếng lót chuột nhỏ,SP078,9,12000,108000,NV046,ZaloPay,KH619,Quảng Bình
HD0500082,2025-05-21 08:19,Bánh Pía Sóc Trăng mini,SP051,9,15000,135000,NV001,Chuyển khoản,,Tây Ninh
HD0500083,2025-05-18 22:40,Đường Biên Hòa 1kg,SP042,8,25000,200000,NV050,MoMo,KH530,Hà Nội
HD0500084,2025-05-04 23:35,Sữa đậu nành Fami,SP011,3,6000,18000,NV023,Chuyển khoản,,Tây Ninh
HD0500085,2025-05-21 16:59,Bút bi Thiên Long,SP063,1,5000,5000,NV012,ZaloPay,KH687,Bắc Giang
HD0500086,2025-05-14 22:10,Bánh mì sandwich Tường An,SP047,10,23000,230000,NV041,Thẻ,KH138,Cao Bằng
HD0500087,2025-05-09 21:40,Coca-Cola lon 330ml,SP022,10,9000,90000,NV016,MoMo,KH536,Đồng Tháp
HD0500088,2025-05-22 12:24,Tập vở 200 trang,SP064,6,14000,84000,NV006,Tiền mặt,,Cà Mau
HD0500089,2025-05-08 09:21,Gia vị nấu bún bò Huế,SP100,5,24000,120000,NV022,Thẻ,KH837,Bắc Kạn
HD0500090,2025-05-18 14:41,Sữa đậu nành Fami,SP011,10,6000,60000,NV019,Chuyển khoản,KH123,Nam Định
HD0500091,2025-05-17 02:43,Gôm Pentel,SP066,5,4000,20000,NV044,Chuyển khoản,KH335,Phú Thọ
HD0500092,2025-05-05 06:20,Trà sữa C2,SP025,10,9000,90000,NV010,Tiền mặt,KH724,Đồng Nai
HD0500093,2025-05-16 07:43,Bánh mì sandwich Tường An,SP047,2,23000,46000,NV021,Thẻ,KH053,Hòa Bình
HD0500094,2025-05-09 18:17,Cafe G7 3in1,SP027,8,16000,128000,NV017,Tiền mặt,KH108,Cao Bằng
HD0500095,2025-05-03 10:49,Ổ cứng SSD 240GB,SP075,10,620000,6200000,NV027,MoMo,KH435,Kiên Giang
HD0500096,2025-05-14 03:41,Dao kéo nhà bếp,SP071,4,28000,112000,NV010,Tiền mặt,KH123,Tây Ninh
HD0500097,2025-05-10 05:32,Bút chì gỗ HB,SP068,1,7000,7000,NV032,MoMo,KH551,Lào Cai
HD0500098,2025-05-07 08:19,Xà phòng Lifebuoy bánh,SP038,7,11000,77000,NV047,ZaloPay,KH526,Thừa Thiên Huế
HD0500099,2025-05-26 06:06,Sữa chua uống Probi,SP009,1,7000,7000,NV007,Tiền mặt,KH275,Bà Rịa - Vũng Tàu
HD0500100,2025-05-28 10:34,Nước ép cam Twister,SP020,4,11000,44000,NV011,Chuyển khoản,KH256,Tây Ninh
HD0500101,2025-05-03 07:07,Pin tiểu Panasonic (2 viên),SP060,1,18000,18000,NV018,Tiền mặt,KH174,Yên Bái
HD0500102,2025-05-11 14:39,Đường Biên Hòa 1kg,SP042,6,25000,150000,NV014,ZaloPay,KH132,Vĩnh Long
HD0500103,2025-05-21 04:54,Bao cao su OK hộp 3 cái,SP091,1,27000,27000,NV019,Chuyển khoản,KH779,Yên Bái
HD0500104,2025-05-23 07:47,Ổ cứng SSD 240GB,SP075,6,620000,3720000,NV033,Chuyển khoản,,Quảng Nam
HD0500105,2025-05-27 23:18,Sữa tươi Vinamilk không đường 180ml,SP008,5,6500,32500,NV037,ZaloPay,,Phú Yên
HD0500106,2025-05-07 06:39,Chổi quét bụi mini,SP054,7,21000,147000,NV012,Tiền mặt,KH708,Đồng Tháp
HD0500107,2025-05-11 09:29,Tai nghe nhét tai giá rẻ,SP058,3,35000,105000,NV008,Tiền mặt,KH463,Quảng Nam
HD0500108,2025-05-10 03:18,Bộ dao cạo râu Gillette,SP095,8,33000,264000,NV037,Chuyển khoản,KH525,Cần Thơ
HD0500109,2025-05-20 01:07,Miếng lót chuột nhỏ,SP078,2,12000,24000,NV020,ZaloPay,,Quảng Bình
HD0500110,2025-05-05 11:17,Máy sấy tóc mini,SP089,6,95000,570000,NV031,Chuyển khoản,KH225,Khánh Hòa
HD0500111,2025-05-08 00:19,Bộ dao cạo râu Gillette,SP095,1,33000,33000,NV047,ZaloPay,KH188,Lào Cai
HD0500112,2025-05-17 13:11,Chổi lau nhà 360 độ,SP096,8,99000,792000,NV018,ZaloPay,KH388,Đồng Tháp
HD0500113,2025-05-09 07:49,Gạo ST25 2kg,SP045,7,68000,476000,NV041,Chuyển khoản,,Bắc Ninh
HD0500114,2025-05-10 13:04,Kẹo Alpenliebe,SP016,6,5000,30000,NV041,Thẻ,KH125,Hà Tĩnh
HD0500115,2025-05-05 00:11,Trà sữa C2,SP025,1,9000,9000,NV015,ZaloPay,KH106,Bình Thuận
HD0500116,2025-05-03 04:41,Sữa rửa mặt Hazeline nghệ,SP034,8,34000,272000,NV024,MoMo,KH131,Thái Bình
HD0500117,2025-05-20 12:39,Khay đựng hồ sơ,SP079,10,18000,180000,NV024,MoMo,KH377,Bình Định
HD0500118,2025-05-05 20:42,Nước rửa tay Lifebuoy,SP036,6,25000,150000,NV001,Thẻ,KH386,Quảng Ninh
HD0500119,2025-05-12 13:22,Khay đựng hồ sơ,SP079,6,18000,108000,NV048,Thẻ,KH628,Đồng Nai
HD0500120,2025-05-18 19:12,Bột nêm Knorr 400g,SP097,10,35000,350000,NV049,MoMo,KH461,Khánh Hòa
HD0500121,2025-05-03 01:31,Bao cao su OK hộp 3 cái,SP091,3,27000,81000,NV015,Tiền mặt,KH475,Bình Thuận
HD0500122,2025-05-15 00:57,Sữa đậu nành Fami,SP011,8,6000,48000,NV050,Chuyển khoản,KH728,Lạng Sơn
HD0500123,2025-05-06 14:31,Cáp sạc Type-C,SP077,6,30000,180000,NV031,ZaloPay,KH510,Ninh Bình
HD0500124,2025-05-23 11:27,Bắp rang bơ đóng gói,SP048,9,11000,99000,NV019,Thẻ,,Bắc Kạn
HD0500125,2025-05-03 20:59,Phở ăn liền Vifon,SP003,2,8500,17000,NV026,Chuyển khoản,KH741,Điện Biên
HD0500126,2025-05-14 06:53,Bút chì gỗ HB,SP068,6,7000,42000,NV002,Chuyển khoản,,Cà Mau
HD0500127,2025-05-11 17:39,Bánh gạo One One,SP014,3,10000,30000,NV034,Thẻ,KH480,Quảng Nam
HD0500128,2025-05-04 09:54,Khẩu trang y tế hộp 50 cái,SP090,1,37000,37000,NV020,Thẻ,KH917,Gia Lai
HD0500129,2025-05-17 04:39,Bút chì gỗ HB,SP068,5,7000,35000,NV035,Thẻ,KH293,Bắc Kạn
HD0500130,2025-05-11 15:00,Giấy note 3x3,SP070,10,3000,30000,NV028,Thẻ,KH437,Hậu Giang
HD0500131,2025-05-25 04:17,Sữa tươi Vinamilk có đường 180ml,SP007,6,6500,39000,NV008,Thẻ,,Sóc Trăng
HD0500132,2025-05-17 00:02,USB 32GB Kingston,SP076,6,110000,660000,NV019,Chuyển khoản,KH066,Hậu Giang
HD0500133,2025-05-12 07:09,Kẹo cao su Doublemint,SP015,10,6000,60000,NV049,Tiền mặt,,Hà Nam
HD0500134,2025-05-19 16:10,USB 32GB Kingston,SP076,9,110000,990000,NV012,Thẻ,KH606,Hải Dương
HD0500135,2025-05-01 11:23,Bột nêm Knorr 400g,SP097,7,35000,245000,NV004,Chuyển khoản,KH361,Sóc Trăng
HD0500136,2025-05-18 09:50,Máy tính Casio FX-580,SP087,10,720000,7200000,NV045,Chuyển khoản,KH099,Bình Thuận
HD0500137,2025-05-18 18:23,Tương ớt Cholimex,SP098,6,12000,72000,NV037,Chuyển khoản,KH968,Khánh Hòa
HD0500138,2025-05-18 17:46,Trà sữa C2,SP025,5,9000,45000,NV038,Chuyển khoản,KH467,TP Hồ Chí Minh
HD0500139,2025-05-05 10:28,Cafe lon Highlands,SP026,8,18000,144000,NV038,Thẻ,KH421,Hậu Giang
HD0500140,2025-05-04 23:47,Bình nước giữ nhiệt 500ml,SP072,6,65000,390000,NV018,Chuyển khoản,KH206,Hải Phòng
HD0500141,2025-05-20 19:36,Thùng rác nhựa 10L,SP055,6,45000,270000,NV031,ZaloPay,KH983,Hòa Bình
HD0500142,2025-05-02 19:08,Trà xanh không độ,SP019,2,10000,20000,NV014,ZaloPay,KH311,Đắk Lắk
HD0500143,2025-05-06 13:50,Sữa rửa mặt Hazeline nghệ,SP034,10,34000,340000,NV049,Thẻ,KH925,Đắk Nông
HD0500144,2025-05-09 01:50,Ổ cắm điện 5 lỗ,SP057,9,35000,315000,NV016,Chuyển khoản,KH981,Tuyên Quang
HD0500145,2025-05-22 16:46,Bút chì gỗ HB,SP068,4,7000,28000,NV022,Thẻ,KH384,Hậu Giang
HD0500146,2025-05-26 02:56,Tương cà Heinz,SP099,5,17000,85000,NV042,ZaloPay,KH186,Kon Tum
HD0500147,2025-05-15 00:24,Băng keo trong 5cm,SP062,6,10000,60000,NV019,MoMo,,Sơn La
HD0500148,2025-05-05 09:57,Xà phòng Lifebuoy bánh,SP038,9,11000,99000,NV013,Thẻ,,Lạng Sơn
HD0500149,2025-05-22 20:15,Gia vị nấu bún bò Huế,SP100,9,24000,216000,NV046,Tiền mặt,KH058,Vĩnh Phúc
HD0500150,2025-05-11 22:17,Sữa tươi Vinamilk có đường 180ml,SP007,10,6500,65000,NV047,Thẻ,KH320,Thái Nguyên
HD0500151,2025-05-17 13:22,Mì Hảo Hảo tôm chua cay,SP001,10,9000,90000,NV015,Chuyển khoản,KH578,Hà Nam
HD0500152,2025-05-11 13:10,Nước mắm Nam Ngư 500ml,SP041,7,18000,126000,NV017,ZaloPay,,Ninh Thuận
HD0500153,2025-05-06 18:05,Redbull Thái Lan 250ml,SP024,5,12000,60000,NV036,Chuyển khoản,KH445,Hậu Giang
HD0500154,2025-05-21 10:19,Khăn giấy rút Pulppy,SP029,4,22000,88000,NV001,Thẻ,KH952,Tiền Giang
HD0500155,2025-05-03 23:12,Kẹp giấy lớn,SP069,7,5000,35000,NV028,Tiền mặt,KH631,Lâm Đồng
HD0500156,2025-05-26 03:14,Giấy vệ sinh Bless You 10 cuộn,SP031,3,48000,144000,NV031,Chuyển khoản,KH458,Bắc Ninh
HD0500157,2025-05-14 10:28,Bút chì gỗ HB,SP068,2,7000,14000,NV049,Thẻ,KH428,Quảng Ngãi
HD0500158,2025-05-07 22:58,Bánh gạo One One,SP014,7,10000,70000,NV041,Chuyển khoản,,Cà Mau
HD0500159,2025-05-07 14:29,Khẩu trang y tế hộp 50 cái,SP090,2,37000,74000,NV014,MoMo,,Đồng Nai
HD0500160,2025-05-14 19:55,Bánh mì sandwich Tường An,SP047,8,23000,184000,NV026,MoMo,KH457,TP Hồ Chí Minh
HD0500161,2025-05-13 16:25,Sting dâu 330ml,SP023,1,10000,10000,NV045,Chuyển khoản,KH800,TP Hồ Chí Minh
HD0500162,2025-05-14 17:43,Nến thơm mini,SP053,6,25000,150000,NV033,MoMo,KH095,Hải Phòng
HD0500163,2025-05-03 23:16,Kẹp giấy lớn,SP069,2,5000,10000,NV004,ZaloPay,KH117,Quảng Bình
HD0500164,2025-05-18 08:04,Sữa đậu nành Fami,SP011,10,6000,60000,NV023,Thẻ,KH885,Yên Bái
HD0500165,2025-05-22 08:25,Sữa chua uống Probi,SP009,9,7000,63000,NV016,MoMo,KH494,Quảng Ngãi
HD0500166,2025-05-15 03:58,Túi zipper đựng đồ,SP080,5,10000,50000,NV024,ZaloPay,KH197,Bến Tre
HD0500167,2025-05-06 11:32,Kem đánh răng P/S 100g,SP033,8,21000,168000,NV005,ZaloPay,,Thái Nguyên
HD0500168,2025-05-07 04:04,Bình nước giữ nhiệt 500ml,SP072,5,65000,325000,NV049,ZaloPay,KH243,Hòa Bình
HD0500169,2025-05-19 21:30,Nước suối Lavie 500ml,SP018,2,7000,14000,NV035,MoMo,KH934,Đà Nẵng
HD0500170,2025-05-13 16:28,Bánh gạo One One,SP014,10,10000,100000,NV032,ZaloPay,KH387,Bà Rịa - Vũng Tàu
HD0500171,2025-05-02 05:03,Sữa chua uống Probi,SP009,1,7000,7000,NV020,MoMo,KH460,Tây Ninh
HD0500172,2025-05-04 07:39,Máy sấy tóc mini,SP089,8,95000,760000,NV043,Thẻ,,Bình Phước
HD0500173,2025-05-10 15:28,Miếng lót chuột nhỏ,SP078,8,12000,96000,NV049,Chuyển khoản,KH065,Kon Tum
HD0500174,2025-05-23 10:51,Sáp thơm phòng,SP093,10,20000,200000,NV038,ZaloPay,KH835,Hải Phòng
HD0500175,2025-05-15 01:48,Gạo ST25 2kg,SP045,5,68000,340000,NV007,Chuyển khoản,KH985,Đồng Tháp
HD0500176,2025-05-01 15:04,Bìa nhựa 2 mặt,SP067,6,8000,48000,NV048,Thẻ,,Khánh Hòa
HD0500177,2025-05-15 06:49,Snack Oishi tôm cay,SP006,1,10000,10000,NV021,Chuyển khoản,KH880,Cà Mau
HD0500178,2025-05-01 20:03,Sữa đặc Ông Thọ,SP010,2,25000,50000,NV050,ZaloPay,,Sơn La
HD0500179,2025-05-12 21:46,USB 32GB Kingston,SP076,5,110000,550000,NV026,MoMo,KH415,Sóc Trăng
HD0500180,2025-05-19 04:51,Nước rửa tay Lifebuoy,SP036,1,25000,25000,NV002,Chuyển khoản,KH815,Ninh Bình
HD0500181,2025-05-25 15:39,Cafe lon Highlands,SP026,5,18000,90000,NV002,Tiền mặt,,Quảng Bình
HD0500182,2025-05-20 05:17,Sữa tươi Vinamilk không đường 180ml,SP008,2,6500,13000,NV018,ZaloPay,KH799,Quảng Ninh
HD0500183,2025-05-07 20:26,Snack Lay’s vị khoai tây,SP005,8,12000,96000,NV038,Chuyển khoản,KH554,Hà Nội
HD0500184,2025-05-16 09:49,Nước lau sàn Gift,SP037,1,31000,31000,NV035,MoMo,,Hà Nam
HD0500185,2025-05-26 05:17,Trứng gà CP hộp 10 quả,SP046,6,33000,198000,NV035,MoMo,,Bà Rịa - Vũng Tàu
HD0500186,2025-05-12 20:19,Dụng cụ cắt móng tay,SP094,9,17000,153000,NV032,Chuyển khoản,KH483,Quảng Bình
HD0500187,2025-05-12 17:43,Kẹo cao su Doublemint,SP015,6,6000,36000,NV039,Chuyển khoản,KH105,Bắc Giang
HD0500188,2025-05-10 10:25,Sữa rửa mặt Hazeline nghệ,SP034,3,34000,102000,NV032,ZaloPay,KH915,Đồng Nai
HD0500189,2025-05-13 10:46,Giấy note 3x3,SP070,10,3000,30000,NV050,Tiền mặt,KH542,Vĩnh Phúc
HD0500190,2025-05-22 06:02,Thước kẻ 20cm,SP065,8,6000,48000,NV050,Thẻ,,Quảng Trị
HD0500191,2025-05-23 18:05,Quạt mini USB,SP073,9,32000,288000,NV005,Thẻ,KH228,Tây Ninh
HD0500192,2025-05-14 15:41,Khăn giấy ướt Bobby,SP030,5,22000,110000,NV041,ZaloPay,KH666,Bắc Giang
HD0500193,2025-05-19 04:19,Thước kẻ 20cm,SP065,8,6000,48000,NV020,Tiền mặt,KH668,Ninh Thuận
HD0500194,2025-05-07 13:28,Khẩu trang y tế hộp 50 cái,SP090,4,37000,148000,NV003,ZaloPay,KH241,Đồng Nai
HD0500195,2025-05-14 15:45,Sữa chua uống Probi,SP009,4,7000,28000,NV041,Chuyển khoản,,Hòa Bình
HD0500196,2025-05-11 16:25,Ổ cắm điện 5 lỗ,SP057,9,35000,315000,NV033,ZaloPay,KH106,Hà Tĩnh
HD0500197,2025-05-24 03:47,Trà xanh không độ,SP019,1,10000,10000,NV011,ZaloPay,KH811,Tuyên Quang
HD0500198,2025-05-12 00:45,Pin tiểu Panasonic (2 viên),SP060,5,18000,90000,NV025,Chuyển khoản,KH372,Hà Tĩnh
HD0500199,2025-05-11 04:25,Nước xả Comfort,SP040,2,52000,104000,NV019,Tiền mặt,,Cà Mau
HD0500200,2025-05-04 14:08,Sữa chua uống Probi,SP009,9,7000,63000,NV006,Tiền mặt,KH091,Đồng Tháp
HD0500201,2025-05-03 19:40,Nước lau sàn Gift,SP037,10,31000,310000,NV035,Thẻ,KH622,Thái Nguyên
HD0500202,2025-05-07 14:14,Kẹo Alpenliebe,SP016,9,5000,45000,NV018,MoMo,,Lạng Sơn
HD0500203,2025-05-03 23:04,Bút chì gỗ HB,SP068,2,7000,14000,NV035,Chuyển khoản,,Vĩnh Phúc
HD0500204,2025-05-01 13:36,Trà sữa C2,SP025,9,9000,81000,NV049,ZaloPay,KH972,Hà Giang
HD0500205,2025-05-12 17:48,Trà sữa C2,SP025,4,9000,36000,NV011,Chuyển khoản,KH085,Hậu Giang
HD0500206,2025-05-24 15:29,Tương cà Heinz,SP099,4,17000,68000,NV038,ZaloPay,KH756,Cao Bằng
HD0500207,2025-05-20 05:58,Trà sữa C2,SP025,1,9000,9000,NV001,Chuyển khoản,KH780,Yên Bái
HD0500208,2025-05-11 23:13,Bánh quy AFC,SP049,4,16000,64000,NV022,Tiền mặt,,Quảng Ngãi
HD0500209,2025-05-10 22:51,Redbull Thái Lan 250ml,SP024,1,12000,12000,NV045,ZaloPay,,Gia Lai
HD0500210,2025-05-15 14:26,Muối i-ốt 500g,SP043,1,7000,7000,NV010,MoMo,KH173,Thanh Hóa
