Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD0900026,2025-09-19 20:54,Coca-Cola lon 330ml,SP022,1,9000,9000,NV031,Chuyển khoản,KH325,Bắc Giang
HD0900027,2025-09-17 14:41,Nước lau sàn Gift,SP037,8,31000,248000,NV023,ZaloPay,KH974,Đắk Nông
HD0900028,2025-09-26 01:41,Nước ngọt Pepsi 390ml,SP021,8,9000,72000,NV017,ZaloPay,KH736,Đắk Lắk
HD0900029,2025-09-19 20:29,Miếng dán cường lực điện thoại,SP059,8,15000,120000,NV018,MoMo,KH961,Nam Định
HD0900030,2025-09-05 19:31,Bánh gạo One One,SP014,3,10000,30000,NV003,Thẻ,KH323,Lai Châu
HD0900031,2025-09-25 03:04,Khay đựng hồ sơ,SP079,8,18000,144000,NV030,MoMo,KH098,Sơn La
HD0900032,2025-09-07 22:24,Sáp thơm phòng,SP093,5,20000,100000,NV036,Tiền mặt,KH127,Lạng Sơn
HD0900033,2025-09-21 22:08,Tương ớt Cholimex,SP098,6,12000,72000,NV035,MoMo,KH960,Khánh Hòa
HD0900034,2025-09-15 03:41,Nước ngọt Pepsi 390ml,SP021,7,9000,63000,NV035,Tiền mặt,,Kiên Giang
HD0900035,2025-09-18 00:53,Miếng dán cường lực điện thoại,SP059,10,15000,150000,NV007,MoMo,KH155,Bình Phước
HD0900036,2025-09-23 15:58,Cafe lon Highlands,SP026,2,18000,36000,NV041,ZaloPay,KH655,Lạng Sơn
HD0900037,2025-09-21 07:21,Khẩu trang y tế hộp 50 cái,SP090,8,37000,296000,NV006,Chuyển khoản,KH684,Gia Lai
HD0900038,2025-09-28 22:44,Kẹp giấy lớn,SP069,6,5000,30000,NV032,Chuyển khoản,KH520,Quảng Trị
HD0900039,2025-09-17 18:59,Cafe G7 3in1,SP027,7,16000,112000,NV028,Thẻ,KH746,Cao Bằng
HD0900040,2025-09-27 11:08,Nước ép cam Twister,SP020,6,11000,66000,NV045,Thẻ,KH745,Thừa Thiên Huế
HD0900041,2025-09-17 00:34,Máy tính Casio FX-580,SP087,5,720000,3600000,NV023,ZaloPay,KH815,Bắc Giang
HD0900042,2025-09-18 13:55,Sữa chua uống Probi,SP009,6,7000,42000,NV030,Thẻ,KH877,Bà Rịa - Vũng Tàu
HD0900043,2025-09-24 00:05,Balo laptop chống sốc,SP074,9,140000,1260000,NV030,Thẻ,KH641,Bắc Giang
HD0900044,2025-09-25 12:45,Dầu gội Clear Men 170g,SP035,3,46000,138000,NV013,Thẻ,KH980,Thái Bình
HD0900045,2025-09-04 20:42,Sữa tươi Vinamilk có đường 180ml,SP007,9,6500,58500,NV048,ZaloPay,KH484,Khánh Hòa
HD0900046,2025-09-26 04:14,Trứng gà CP hộp 10 quả,SP046,1,33000,33000,NV026,Tiền mặt,KH382,Quảng Nam
HD0900047,2025-09-26 00:46,Snack Oishi tôm cay,SP006,3,10000,30000,NV013,MoMo,KH875,Đồng Tháp
HD0900048,2025-09-08 05:51,Sữa chua uống Probi,SP009,10,7000,70000,NV049,MoMo,KH836,Đắk Nông
HD0900049,2025-09-12 00:59,Ổ cắm điện 3 lỗ,SP088,6,30000,180000,NV046,MoMo,KH735,Kon Tum
HD0900050,2025-09-03 08:15,Bột nêm Knorr 400g,SP097,5,35000,175000,NV040,Chuyển khoản,,Bến Tre
HD0900051,2025-09-06 18:33,Giấy in A4 Double A,SP085,4,68000,272000,NV016,Tiền mặt,,Quảng Ninh
HD0900052,2025-09-11 06:43,Dụng cụ cắt móng tay,SP094,9,17000,153000,NV044,ZaloPay,KH322,Đắk Nông
HD0900053,2025-09-10 21:05,Dầu gội Clear Men 170g,SP035,3,46000,138000,NV034,Chuyển khoản,KH508,Đồng Nai
HD0900054,2025-09-19 19:33,Bao cao su OK hộp 3 cái,SP091,5,27000,135000,NV029,MoMo,KH703,Bà Rịa - Vũng Tàu
HD0900055,2025-09-18 14:46,Coca-Cola lon 330ml,SP022,5,9000,45000,NV006,Tiền mặt,KH426,Quảng Nam
HD0900056,2025-09-20 05:11,Gia vị nấu bún bò Huế,SP100,10,24000,240000,NV034,ZaloPay,KH800,Tiền Giang
HD0900057,2025-09-22 22:46,Bàn chải P/S,SP032,3,15000,45000,NV033,ZaloPay,KH730,Bình Định
HD0900058,2025-09-27 20:08,Sữa tươi Vinamilk có đường 180ml,SP007,8,6500,52000,NV036,Tiền mặt,KH829,Đà Nẵng
HD0900059,2025-09-04 07:03,Gạo ST25 2kg,SP045,10,68000,680000,NV024,MoMo,KH368,Bình Dương
HD0900060,2025-09-22 11:21,Sữa đậu nành Fami,SP011,2,6000,12000,NV040,ZaloPay,KH547,Đắk Lắk
HD0900061,2025-09-06 19:42,Giấy decal in A4,SP086,2,19000,38000,NV047,MoMo,KH052,Hậu Giang
HD0900062,2025-09-09 10:53,Dầu gội Clear Men 170g,SP035,7,46000,322000,NV037,MoMo,KH368,Cà Mau
HD0900063,2025-09-14 02:45,Sáp thơm phòng,SP093,7,20000,140000,NV044,ZaloPay,KH493,Gia Lai
HD0900064,2025-09-02 16:51,Quạt mini USB,SP073,5,32000,160000,NV041,Thẻ,KH606,Long An
HD0900065,2025-09-19 07:21,Chổi lau nhà 360 độ,SP096,9,99000,891000,NV015,Tiền mặt,KH553,Gia Lai
HD0900066,2025-09-14 04:05,Mì Omachi xốt spaghetti,SP002,3,11000,33000,NV019,ZaloPay,KH003,Hà Nội
HD0900067,2025-09-22 16:20,Bộ dao cạo râu Gillette,SP095,3,33000,99000,NV010,ZaloPay,KH125,Ninh Bình
HD0900068,2025-09-25 12:53,Bìa nhựa 2 mặt,SP067,6,8000,48000,NV022,Thẻ,KH180,Bình Phước
HD0900069,2025-09-27 02:18,Khẩu trang y tế hộp 50 cái,SP090,1,37000,37000,NV015,Chuyển khoản,KH924,Hải Dương
HD0900070,2025-09-01 04:13,Gia vị nấu bún bò Huế,SP100,8,24000,192000,NV020,Chuyển khoản,,Hà Tĩnh
HD0900071,2025-09-25 16:02,Gạo ST25 2kg,SP045,5,68000,340000,NV022,Chuyển khoản,KH526,Cần Thơ
HD0900072,2025-09-06 11:28,Sữa tươi Vinamilk có đường 180ml,SP007,3,6500,19500,NV020,ZaloPay,KH222,Đắk Lắk
HD0900073,2025-09-01 11:22,Mì Hảo Hảo tôm chua cay,SP001,5,9000,45000,NV008,Thẻ,KH919,Hòa Bình
HD0900074,2025-09-17 11:06,Bìa còng A4,SP081,4,22000,88000,NV038,MoMo,KH708,Cao Bằng
HD0900075,2025-09-13 01:08,Trà lipton túi lọc hộp 25 gói,SP052,10,42000,420000,NV043,Chuyển khoản,KH676,Tiền Giang
HD0900076,2025-09-23 10:08,Ổ cứng SSD 240GB,SP075,8,620000,4960000,NV012,MoMo,,Nghệ An
HD0900077,2025-09-23 04:03,Tai nghe nhét tai giá rẻ,SP058,3,35000,105000,NV027,MoMo,KH046,Lai Châu
HD0900078,2025-09-02 23:38,Máy sấy tóc mini,SP089,6,95000,570000,NV004,Thẻ,KH298,Nam Định
HD0900079,2025-09-08 14:20,Bút bi Thiên Long,SP063,6,5000,30000,NV041,Tiền mặt,KH903,Bình Phước
HD0900080,2025-09-06 11:44,Pin tiểu Panasonic (2 viên),SP060,3,18000,54000,NV026,Tiền mặt,KH644,Cần Thơ
HD0900081,2025-09-03 13:55,Chổi quét bụi mini,SP054,9,21000,189000,NV044,Tiền mặt,KH797,Trà Vinh
HD0900082,2025-09-19 03:40,Bìa nhựa 2 mặt,SP067,2,8000,16000,NV047,MoMo,KH736,Điện Biên
HD0900083,2025-09-06 19:20,Kẹp giấy lớn,SP069,8,5000,40000,NV013,MoMo,,Hà Nội
HD0900084,2025-09-19 16:20,Nước suối Lavie 500ml,SP018,1,7000,7000,NV035,MoMo,KH193,Vĩnh Phúc
HD0900085,2025-09-20 22:40,Bìa lá A4,SP083,9,12000,108000,NV029,MoMo,KH694,Hòa Bình
HD0900086,2025-09-25 15:53,Giấy decal in A4,SP086,9,19000,171000,NV011,MoMo,KH152,Quảng Ninh
HD0900087,2025-09-28 14:11,Sữa rửa mặt Hazeline nghệ,SP034,4,34000,136000,NV042,ZaloPay,KH704,Đồng Nai
HD0900088,2025-09-02 03:09,Chổi lau nhà 360 độ,SP096,5,99000,495000,NV019,Chuyển khoản,KH706,Hà Giang
HD0900089,2025-09-11 09:17,Băng keo trong 5cm,SP062,3,10000,30000,NV006,Tiền mặt,,Hà Tĩnh
HD0900090,2025-09-15 14:11,Tập vở 200 trang,SP064,4,14000,56000,NV031,Thẻ,,Hải Dương
HD0900091,2025-09-11 01:23,Chổi quét bụi mini,SP054,10,21000,210000,NV033,Thẻ,,Quảng Trị
HD0900092,2025-09-25 06:38,Máy sấy tóc mini,SP089,5,95000,475000,NV028,Chuyển khoản,KH178,Nam Định
HD0900093,2025-09-14 05:23,Miếng dán cường lực điện thoại,SP059,8,15000,120000,NV018,MoMo,KH971,Nghệ An
HD0900094,2025-09-10 11:34,Bánh quy AFC,SP049,5,16000,80000,NV036,Tiền mặt,,Thái Bình
HD0900095,2025-09-14 10:19,Tương cà Heinz,SP099,4,17000,68000,NV034,MoMo,KH928,Cần Thơ
HD0900096,2025-09-14 11:36,Sữa tươi Vinamilk có đường 180ml,SP007,7,6500,45500,NV039,ZaloPay,KH741,Đà Nẵng
HD0900097,2025-09-21 06:38,Bánh Pía Sóc Trăng mini,SP051,1,15000,15000,NV033,Thẻ,KH836,Vĩnh Phúc
HD0900098,2025-09-16 11:49,Trứng gà CP hộp 10 quả,SP046,4,33000,132000,NV023,Thẻ,KH112,Hải Dương
HD0900099,2025-09-15 16:01,Bút chì gỗ HB,SP068,5,7000,35000,NV004,Tiền mặt,KH956,Lào Cai
HD0900100,2025-09-25 15:45,Snack Lay’s vị khoai tây,SP005,3,12000,36000,NV031,MoMo,KH926,Nam Định
HD0900101,2025-09-08 01:15,Dầu gội Clear Men 170g,SP035,7,46000,322000,NV017,Tiền mặt,,Vĩnh Long
HD0900102,2025-09-18 13:24,Ổ cắm điện 5 lỗ,SP057,10,35000,350000,NV040,Thẻ,KH570,An Giang
HD0900103,2025-09-04 06:59,Trứng gà CP hộp 10 quả,SP046,7,33000,231000,NV012,Thẻ,KH337,Trà Vinh
HD0900104,2025-09-18 04:52,Miếng dán cường lực điện thoại,SP059,5,15000,75000,NV038,MoMo,KH441,Bắc Giang
HD0900105,2025-09-24 17:52,Cafe lon Highlands,SP026,10,18000,180000,NV046,MoMo,KH620,Vĩnh Phúc
HD0900106,2025-09-26 22:41,Cafe Nescafe đen đá,SP028,3,17000,51000,NV018,Tiền mặt,KH043,Quảng Trị
HD0900107,2025-09-08 11:30,Giấy vệ sinh Bless You 10 cuộn,SP031,5,48000,240000,NV043,Thẻ,KH706,Ninh Bình
HD0900108,2025-09-18 15:28,Miếng lót chuột nhỏ,SP078,9,12000,108000,NV025,Chuyển khoản,KH676,Nam Định
HD0900109,2025-09-17 22:59,Bao cao su OK hộp 3 cái,SP091,4,27000,108000,NV037,MoMo,KH307,Trà Vinh
HD0900110,2025-09-20 06:18,Băng keo trong 5cm,SP062,4,10000,40000,NV032,Chuyển khoản,KH871,Hòa Bình
HD0900111,2025-09-21 20:31,Tương cà Heinz,SP099,2,17000,34000,NV050,Tiền mặt,,Nghệ An
HD0900112,2025-09-28 21:51,Gôm Pentel,SP066,5,4000,20000,NV020,MoMo,KH461,Phú Yên
HD0900113,2025-09-10 19:13,Bột giặt Omo 400g,SP039,2,18000,36000,NV028,Thẻ,KH047,An Giang
HD0900114,2025-09-21 11:37,Nước xả Comfort,SP040,9,52000,468000,NV041,Chuyển khoản,,Thái Nguyên
HD0900115,2025-09-15 12:04,Máy sấy tóc mini,SP089,7,95000,665000,NV002,Tiền mặt,KH024,Sơn La
HD0900116,2025-09-15 12:24,Nến thơm mini,SP053,1,25000,25000,NV001,Chuyển khoản,,Bình Dương
HD0900117,2025-09-14 21:59,Cafe G7 3in1,SP027,10,16000,160000,NV003,Tiền mặt,KH334,Quảng Nam
HD0900118,2025-09-15 13:27,Redbull Thái Lan 250ml,SP024,10,12000,120000,NV050,Tiền mặt,KH671,Sóc Trăng
HD0900119,2025-09-19 11:14,Dầu ăn Tường An 1L,SP044,9,59000,531000,NV048,Thẻ,KH017,Bắc Giang
HD0900120,2025-09-17 19:22,Bao cao su OK hộp 3 cái,SP091,1,27000,27000,NV036,Tiền mặt,KH622,Lâm Đồng
HD0900121,2025-09-07 13:17,Tương cà Heinz,SP099,8,17000,136000,NV027,Tiền mặt,KH374,Điện Biên
HD0900122,2025-09-12 17:00,Bánh tráng Tân Nhiên,SP004,4,12000,48000,NV043,Thẻ,KH578,Bình Thuận
HD0900123,2025-09-08 04:49,Giấy in A4 Double A,SP085,4,68000,272000,NV010,Thẻ,KH884,Thái Nguyên
HD0900124,2025-09-16 01:22,Bút chì gỗ HB,SP068,10,7000,70000,NV034,Tiền mặt,KH505,Nghệ An
HD0900125,2025-09-15 14:15,Bìa lá A4,SP083,2,12000,24000,NV024,Tiền mặt,KH379,Quảng Ninh
HD0900126,2025-09-23 22:42,Khay đựng hồ sơ,SP079,10,18000,180000,NV045,MoMo,KH815,Vĩnh Phúc
HD0900127,2025-09-06 08:25,Sữa đặc Ông Thọ,SP010,7,25000,175000,NV019,MoMo,,Cà Mau
HD0900128,2025-09-12 09:02,Bìa còng A4,SP081,6,22000,132000,NV035,Chuyển khoản,,Long An
HD0900129,2025-09-04 01:33,Snack Lay’s vị khoai tây,SP005,7,12000,84000,NV009,Thẻ,KH284,Bắc Ninh
HD0900130,2025-09-09 11:50,USB 32GB Kingston,SP076,7,110000,770000,NV018,MoMo,KH971,Vĩnh Long
HD0900131,2025-09-13 20:28,Bìa còng A4,SP081,4,22000,88000,NV015,ZaloPay,KH998,Tuyên Quang
HD0900132,2025-09-01 14:11,Tương ớt Cholimex,SP098,7,12000,84000,NV001,MoMo,KH890,Bắc Giang
HD0900133,2025-09-12 07:57,Khẩu trang y tế hộp 50 cái,SP090,1,37000,37000,NV034,Chuyển khoản,,Long An
HD0900134,2025-09-22 21:51,Snack Oishi tôm cay,SP006,3,10000,30000,NV037,Chuyển khoản,KH312,Hưng Yên
HD0900135,2025-09-12 09:46,Ổ cắm điện 5 lỗ,SP057,8,35000,280000,NV034,Thẻ,KH792,Điện Biên
HD0900136,2025-09-12 04:12,Bánh quy AFC,SP049,1,16000,16000,NV027,MoMo,KH773,Bình Định
HD0900137,2025-09-12 03:19,Dao rọc giấy nhỏ,SP061,2,8000,16000,NV001,ZaloPay,KH642,An Giang
HD0900138,2025-09-19 21:43,Cafe Nescafe đen đá,SP028,6,17000,102000,NV025,Tiền mặt,,Bắc Kạn
HD0900139,2025-09-05 13:48,Khăn giấy ướt Bobby,SP030,9,22000,198000,NV046,MoMo,KH944,Quảng Ninh
HD0900140,2025-09-11 05:39,Dầu gội Clear Men 170g,SP035,6,46000,276000,NV023,Chuyển khoản,KH717,Quảng Nam
HD0900141,2025-09-09 02:42,Bánh quy Cosy Marie,SP013,1,15000,15000,NV016,Thẻ,KH954,Quảng Ngãi
HD0900142,2025-09-04 12:55,Nước lau sàn Gift,SP037,7,31000,217000,NV048,MoMo,KH322,Quảng Nam
HD0900143,2025-09-10 19:34,Kem đánh răng P/S 100g,SP033,10,21000,210000,NV004,Tiền mặt,KH207,Vĩnh Long
HD0900144,2025-09-28 18:20,Giấy vệ sinh Bless You 10 cuộn,SP031,1,48000,48000,NV032,Tiền mặt,,Gia Lai
HD0900145,2025-09-21 21:30,Bao cao su OK hộp 3 cái,SP091,8,27000,216000,NV046,ZaloPay,KH589,Cao Bằng
HD0900146,2025-09-17 12:51,Coca-Cola lon 330ml,SP022,4,9000,36000,NV043,Chuyển khoản,KH189,Lạng Sơn
HD0900147,2025-09-21 04:31,Phở ăn liền Vifon,SP003,3,8500,25500,NV027,MoMo,KH647,Cà Mau
HD0900148,2025-09-21 05:55,Sữa tươi Vinamilk không đường 180ml,SP008,2,6500,13000,NV004,Thẻ,KH494,Lào Cai
HD0900149,2025-09-07 01:32,Giấy note 3x3,SP070,1,3000,3000,NV006,Chuyển khoản,KH425,Hòa Bình
HD0900150,2025-09-14 19:41,Máy tính Casio FX-580,SP087,4,720000,2880000,NV029,MoMo,KH648,Quảng Ninh
HD0900151,2025-09-13 09:07,Bút chì gỗ HB,SP068,8,7000,56000,NV002,Chuyển khoản,KH614,Đồng Nai
HD0900152,2025-09-04 15:53,Tương cà Heinz,SP099,2,17000,34000,NV001,Thẻ,KH855,Tây Ninh
HD0900153,2025-09-15 10:04,Thùng rác nhựa 10L,SP055,9,45000,405000,NV018,Thẻ,,Hòa Bình
HD0900154,2025-09-21 15:15,Trà lipton túi lọc hộp 25 gói,SP052,1,42000,42000,NV026,Chuyển khoản,KH577,Nam Định
HD0900155,2025-09-04 19:54,Khay đựng hồ sơ,SP079,8,18000,144000,NV046,Tiền mặt,KH602,Lâm Đồng
HD0900156,2025-09-19 10:37,Gia vị nấu bún bò Huế,SP100,6,24000,144000,NV039,Thẻ,KH213,Đà Nẵng
HD0900157,2025-09-21 07:09,Bắp rang bơ đóng gói,SP048,5,11000,55000,NV005,ZaloPay,KH550,Quảng Bình
HD0900158,2025-09-20 16:36,Nến thơm mini,SP053,4,25000,100000,NV046,MoMo,,Lạng Sơn
HD0900159,2025-09-01 00:49,Snack Lay’s vị khoai tây,SP005,1,12000,12000,NV037,ZaloPay,KH450,Vĩnh Long
HD0900160,2025-09-02 04:28,Sữa rửa mặt Hazeline nghệ,SP034,5,34000,170000,NV045,Chuyển khoản,KH507,Đắk Lắk
HD0900161,2025-09-05 19:09,Miếng dán cường lực điện thoại,SP059,9,15000,135000,NV020,ZaloPay,KH017,Bà Rịa - Vũng Tàu
HD0900162,2025-09-17 22:36,Khăn giấy ướt Bobby,SP030,3,22000,66000,NV020,Tiền mặt,KH266,Phú Thọ
HD0900163,2025-09-28 20:19,Thước kẻ 20cm,SP065,10,6000,60000,NV028,MoMo,KH760,Quảng Bình
HD0900164,2025-09-01 15:40,Coca-Cola lon 330ml,SP022,3,9000,27000,NV016,Chuyển khoản,KH811,Cao Bằng
HD0900165,2025-09-02 02:11,Kem đánh răng P/S 100g,SP033,9,21000,189000,NV001,Thẻ,KH614,Hòa Bình
HD0900166,2025-09-09 14:40,Nước rửa tay Lifebuoy,SP036,10,25000,250000,NV023,Thẻ,,Thái Nguyên
HD0900167,2025-09-13 21:38,Miếng lót chuột nhỏ,SP078,1,12000,12000,NV045,Tiền mặt,KH495,Lào Cai
HD0900168,2025-09-10 05:22,Bánh quy Cosy Marie,SP013,2,15000,30000,NV036,ZaloPay,KH085,Lạng Sơn
HD0900169,2025-09-12 12:48,Bánh quy Cosy Marie,SP013,6,15000,90000,NV003,Thẻ,KH853,Sóc Trăng
HD0900170,2025-09-10 10:27,Sữa đặc Ông Thọ,SP010,8,25000,200000,NV026,Chuyển khoản,KH186,Thái Nguyên
HD0900171,2025-09-21 18:18,Sáp thơm phòng,SP093,5,20000,100000,NV041,MoMo,,Quảng Trị
HD0900172,2025-09-11 09:56,Kẹo cao su Doublemint,SP015,7,6000,42000,NV002,Tiền mặt,KH301,Hòa Bình
HD0900173,2025-09-01 16:41,Đường Biên Hòa 1kg,SP042,1,25000,25000,NV039,MoMo,KH484,Hà Nam
HD0900174,2025-09-26 08:46,Sáp thơm phòng,SP093,3,20000,60000,NV008,MoMo,KH940,Đắk Lắk
HD0900175,2025-09-13 14:30,Cáp sạc Type-C,SP077,4,30000,120000,NV012,ZaloPay,KH420,Cao Bằng
HD0900176,2025-09-16 07:25,Nước lau sàn Gift,SP037,9,31000,279000,NV007,MoMo,,Tây Ninh
HD0900177,2025-09-06 21:05,Cafe G7 3in1,SP027,2,16000,32000,NV002,Thẻ,KH736,Yên Bái
HD0900178,2025-09-13 07:39,Bao cao su OK hộp 3 cái,SP091,8,27000,216000,NV041,MoMo,KH726,Nghệ An
HD0900179,2025-09-22 02:52,Quạt mini USB,SP073,5,32000,160000,NV013,Tiền mặt,KH642,Gia Lai
HD0900180,2025-09-26 12:08,Sting dâu 330ml,SP023,7,10000,70000,NV015,Tiền mặt,KH696,Thanh Hóa
HD0900181,2025-09-14 00:51,Sting dâu 330ml,SP023,7,10000,70000,NV041,MoMo,,Bến Tre
HD0900182,2025-09-20 00:23,Dao rọc giấy nhỏ,SP061,3,8000,24000,NV045,Thẻ,KH015,Hòa Bình
HD0900183,2025-09-26 20:47,Nước mắm Nam Ngư 500ml,SP041,5,18000,90000,NV046,Tiền mặt,KH237,Phú Thọ
HD0900184,2025-09-28 00:26,File còng 4cm,SP082,5,26000,130000,NV026,Thẻ,KH051,Hà Tĩnh
HD0900185,2025-09-10 11:43,Tập vở 200 trang,SP064,9,14000,126000,NV045,MoMo,KH401,Đắk Nông
HD0900186,2025-09-28 06:36,Dụng cụ cắt móng tay,SP094,6,17000,102000,NV030,MoMo,KH618,Thái Bình
HD0900187,2025-09-17 01:22,Khăn giấy rút Pulppy,SP029,2,22000,44000,NV026,ZaloPay,KH750,Bắc Giang
HD0900188,2025-09-19 13:46,Pin tiểu Panasonic (2 viên),SP060,8,18000,144000,NV032,MoMo,KH560,Hà Giang
HD0900189,2025-09-21 07:22,Máy sấy tóc mini,SP089,4,95000,380000,NV015,Tiền mặt,KH766,Lào Cai
HD0900190,2025-09-11 08:47,Tai nghe nhét tai giá rẻ,SP058,2,35000,70000,NV007,Tiền mặt,KH345,Cà Mau
HD0900191,2025-09-12 00:54,Trà xanh không độ,SP019,1,10000,10000,NV012,MoMo,,TP Hồ Chí Minh
HD0900192,2025-09-26 05:13,Miếng dán cường lực điện thoại,SP059,8,15000,120000,NV049,Chuyển khoản,KH060,Thái Nguyên
HD0900193,2025-09-20 21:59,Sữa đậu nành Fami,SP011,4,6000,24000,NV016,Chuyển khoản,KH559,Hải Dương
HD0900194,2025-09-15 04:52,Kẹo Alpenliebe,SP016,8,5000,40000,NV029,Chuyển khoản,KH969,Sơn La
HD0900195,2025-09-03 10:00,Tương ớt Cholimex,SP098,2,12000,24000,NV006,Tiền mặt,KH993,Sơn La
HD0900196,2025-09-12 15:03,Cafe Nescafe đen đá,SP028,9,17000,153000,NV040,Chuyển khoản,,Lai Châu
HD0900197,2025-09-09 12:48,Chổi quét bụi mini,SP054,2,21000,42000,NV008,Chuyển khoản,KH026,Sóc Trăng
HD0900198,2025-09-15 16:40,Giấy vệ sinh Bless You 10 cuộn,SP031,8,48000,384000,NV029,Tiền mặt,KH213,Quảng Ninh
HD0900199,2025-09-10 07:49,Tai nghe nhét tai giá rẻ,SP058,9,35000,315000,NV043,ZaloPay,KH973,Bắc Kạn
HD0900200,2025-09-20 13:45,Bánh gạo One One,SP014,4,10000,40000,NV039,ZaloPay,KH734,Lai Châu
HD0900201,2025-09-17 02:11,Bánh quy Cosy Marie,SP013,9,15000,135000,NV007,MoMo,KH352,Cao Bằng
HD0900202,2025-09-23 12:09,Máy tính Casio FX-580,SP087,9,720000,6480000,NV012,MoMo,KH777,Lai Châu
HD0900203,2025-09-02 12:18,Muối i-ốt 500g,SP043,5,7000,35000,NV049,Chuyển khoản,KH432,Lạng Sơn
HD0900204,2025-09-20 08:43,Bìa lá A4,SP083,3,12000,36000,NV039,ZaloPay,KH899,Nghệ An
HD0900205,2025-09-12 04:25,Bánh gạo One One,SP014,8,10000,80000,NV029,MoMo,KH770,Điện Biên
HD0900206,2025-09-16 20:49,Kẹp bướm 32mm,SP084,3,5000,15000,NV023,Chuyển khoản,KH154,Quảng Ngãi
HD0900207,2025-09-11 18:18,Bánh mì sandwich Tường An,SP047,4,23000,92000,NV030,Thẻ,KH937,Bến Tre
HD0900208,2025-09-22 15:24,Snack Lay’s vị khoai tây,SP005,9,12000,108000,NV018,Chuyển khoản,,Thái Nguyên
HD0900209,2025-09-20 15:31,Ổ cắm điện 5 lỗ,SP057,8,35000,280000,NV030,Chuyển khoản,KH308,Bến Tre
HD0900210,2025-09-19 01:51,Nước xịt phòng hương lavender,SP092,10,42000,420000,NV031,MoMo,KH560,Bắc Giang
HD0900211,2025-09-08 01:49,Khẩu trang y tế hộp 50 cái,SP090,7,37000,259000,NV011,Tiền mặt,KH524,An Giang
