Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD1100033,2025-11-06 15:47,Nước suối Aquafina 500ml,SP017,9,7000,63000,NV046,Chuyển khoản,KH325,Hải Dương
HD1100034,2025-11-18 01:02,Tai nghe nhét tai giá rẻ,SP058,4,35000,140000,NV016,Tiền mặt,KH703,Bạc Liêu
HD1100035,2025-11-14 11:44,Trứng gà CP hộp 10 quả,SP046,1,33000,33000,NV013,Tiền mặt,KH945,Thanh Hóa
HD1100036,2025-11-05 16:35,Gạo ST25 2kg,SP045,7,68000,476000,NV044,MoMo,,Trà Vinh
HD1100037,2025-11-21 18:05,Kẹo Alpenliebe,SP016,9,5000,45000,NV047,Tiền mặt,KH116,Đồng Nai
HD1100038,2025-11-19 16:34,Sữa đậu nành Fami,SP011,7,6000,42000,NV008,MoMo,KH165,Hà Giang
HD1100039,2025-11-11 20:57,Ổ cắm điện 5 lỗ,SP057,7,35000,245000,NV045,MoMo,KH907,Tây Ninh
HD1100040,2025-11-27 18:11,Nước rửa tay Lifebuoy,SP036,5,25000,125000,NV048,Chuyển khoản,KH919,Hà Tĩnh
HD1100041,2025-11-08 00:39,Đường Biên Hòa 1kg,SP042,3,25000,75000,NV043,MoMo,,Lai Châu
HD1100042,2025-11-05 20:30,Bánh gạo One One,SP014,3,10000,30000,NV009,Thẻ,,Bình Phước
HD1100043,2025-11-05 03:16,Quạt mini USB,SP073,5,32000,160000,NV020,Thẻ,KH210,Lai Châu
HD1100044,2025-11-14 21:08,Kẹp giấy lớn,SP069,7,5000,35000,NV023,ZaloPay,,Thái Bình
HD1100045,2025-11-23 02:16,Kẹp giấy lớn,SP069,8,5000,40000,NV020,Thẻ,KH987,Tây Ninh
HD1100046,2025-11-07 14:33,Gôm Pentel,SP066,7,4000,28000,NV025,Thẻ,KH804,Cao Bằng
HD1100047,2025-11-25 15:23,Nước ép cam Twister,SP020,7,11000,77000,NV029,MoMo,KH823,Bà Rịa - Vũng Tàu
HD1100048,2025-11-09 21:18,Dao rọc giấy nhỏ,SP061,7,8000,56000,NV005,ZaloPay,KH001,Sóc Trăng
HD1100049,2025-11-24 04:59,Giấy note 3x3,SP070,10,3000,30000,NV022,Chuyển khoản,KH777,Đồng Nai
HD1100050,2025-11-20 02:11,Tương cà Heinz,SP099,4,17000,68000,NV006,Tiền mặt,KH177,Kiên Giang
HD1100051,2025-11-08 11:46,Tương ớt Cholimex,SP098,2,12000,24000,NV019,ZaloPay,KH875,Trà Vinh
HD1100052,2025-11-12 13:42,Nước ngọt Pepsi 390ml,SP021,8,9000,72000,NV035,Tiền mặt,KH089,Bến Tre
HD1100053,2025-11-10 08:17,Kẹp bướm 32mm,SP084,8,5000,40000,NV045,Tiền mặt,KH227,Bình Định
HD1100054,2025-11-28 14:11,Kẹo cao su Doublemint,SP015,10,6000,60000,NV028,Thẻ,,Bạc Liêu
HD1100055,2025-11-04 11:00,Bánh quy AFC,SP049,5,16000,80000,NV016,Chuyển khoản,KH994,Kon Tum
HD1100056,2025-11-24 17:37,Giấy decal in A4,SP086,3,19000,57000,NV005,Thẻ,KH692,Lai Châu
HD1100057,2025-11-18 16:19,Bìa lá A4,SP083,4,12000,48000,NV047,ZaloPay,KH378,Tuyên Quang
HD1100058,2025-11-16 22:37,Túi zipper đựng đồ,SP080,2,10000,20000,NV049,MoMo,KH988,Kon Tum
HD1100059,2025-11-26 01:16,Sữa tươi Vinamilk có đường 180ml,SP007,9,6500,58500,NV049,Thẻ,,Khánh Hòa
HD1100060,2025-11-28 20:30,Nước xả Comfort,SP040,9,52000,468000,NV016,Chuyển khoản,KH389,Bắc Kạn
HD1100061,2025-11-16 11:23,Chổi quét bụi mini,SP054,6,21000,126000,NV048,MoMo,KH149,Hải Dương
HD1100062,2025-11-11 08:32,Tập vở 200 trang,SP064,9,14000,126000,NV003,ZaloPay,,Hải Phòng
HD1100063,2025-11-17 03:02,Dao kéo nhà bếp,SP071,9,28000,252000,NV034,Thẻ,KH395,Cao Bằng
HD1100064,2025-11-01 04:04,Bánh Pía Sóc Trăng mini,SP051,7,15000,105000,NV047,MoMo,KH068,Bạc Liêu
HD1100065,2025-11-20 15:36,Cafe lon Highlands,SP026,2,18000,36000,NV002,Thẻ,KH935,Long An
HD1100066,2025-11-13 19:28,Bao cao su OK hộp 3 cái,SP091,2,27000,54000,NV039,Thẻ,KH300,Long An
HD1100067,2025-11-19 17:05,Bắp rang bơ đóng gói,SP048,2,11000,22000,NV030,Tiền mặt,KH217,Nam Định
HD1100068,2025-11-22 20:27,Gạo ST25 2kg,SP045,6,68000,408000,NV034,ZaloPay,KH377,Hà Nam
HD1100069,2025-11-23 13:12,Tương ớt Cholimex,SP098,8,12000,96000,NV003,Chuyển khoản,KH578,Bến Tre
HD1100070,2025-11-13 16:26,Bánh Pía Sóc Trăng mini,SP051,1,15000,15000,NV021,ZaloPay,KH458,Hải Dương
HD1100071,2025-11-24 12:55,Pin tiểu Panasonic (2 viên),SP060,6,18000,108000,NV044,Tiền mặt,KH229,Hưng Yên
HD1100072,2025-11-17 08:16,Tương ớt Cholimex,SP098,7,12000,84000,NV007,MoMo,KH442,TP Hồ Chí Minh
HD1100073,2025-11-23 12:28,Nước lau sàn Gift,SP037,4,31000,124000,NV016,ZaloPay,,Tuyên Quang
HD1100074,2025-11-09 04:48,Bút bi Thiên Long,SP063,10,5000,50000,NV028,MoMo,KH692,Gia Lai
HD1100075,2025-11-17 00:14,Snack Oishi tôm cay,SP006,8,10000,80000,NV007,MoMo,KH796,Quảng Ninh
HD1100076,2025-11-14 02:04,Thùng rác nhựa 10L,SP055,7,45000,315000,NV010,Tiền mặt,,Đắk Lắk
HD1100077,2025-11-07 11:09,Sữa đậu nành Fami,SP011,9,6000,54000,NV041,Thẻ,,Nam Định
HD1100078,2025-11-16 06:00,Máy tính Casio FX-580,SP087,1,720000,720000,NV001,Thẻ,KH280,Quảng Bình
HD1100079,2025-11-03 22:38,Tập vở 200 trang,SP064,5,14000,70000,NV025,Tiền mặt,KH410,Sóc Trăng
HD1100080,2025-11-04 17:55,Giấy decal in A4,SP086,6,19000,114000,NV007,MoMo,,Hải Dương
HD1100081,2025-11-07 00:36,Quạt mini USB,SP073,5,32000,160000,NV035,Chuyển khoản,,Điện Biên
HD1100082,2025-11-05 02:16,Gạo ST25 2kg,SP045,3,68000,204000,NV020,Tiền mặt,KH422,Bạc Liêu
HD1100083,2025-11-05 01:22,Kẹo cao su Doublemint,SP015,8,6000,48000,NV002,Thẻ,KH998,Thái Nguyên
HD1100084,2025-11-26 19:56,Khẩu trang y tế hộp 50 cái,SP090,2,37000,74000,NV032,Thẻ,KH354,Tuyên Quang
HD1100085,2025-11-01 13:12,Bột nêm Knorr 400g,SP097,1,35000,35000,NV043,ZaloPay,KH610,Hà Giang
HD1100086,2025-11-20 09:20,Bao cao su OK hộp 3 cái,SP091,9,27000,243000,NV050,ZaloPay,KH419,Bắc Kạn
HD1100087,2025-11-13 12:58,Nước suối Lavie 500ml,SP018,1,7000,7000,NV048,Chuyển khoản,KH259,Bình Định
HD1100088,2025-11-16 06:42,Cafe lon Highlands,SP026,8,18000,144000,NV040,ZaloPay,KH443,Sóc Trăng
HD1100089,2025-11-25 05:06,Bánh tráng cuốn mè,SP050,2,17000,34000,NV008,Tiền mặt,,Tiền Giang
HD1100090,2025-11-02 23:57,Nước suối Aquafina 500ml,SP017,5,7000,35000,NV005,MoMo,KH649,Bà Rịa - Vũng Tàu
HD1100091,2025-11-20 01:19,Sữa tươi Vinamilk không đường 180ml,SP008,7,6500,45500,NV042,Chuyển khoản,KH737,Trà Vinh
HD1100092,2025-11-23 03:40,Nước lau sàn Gift,SP037,5,31000,155000,NV009,MoMo,KH118,Quảng Ngãi
HD1100093,2025-11-09 07:34,Mì Omachi xốt spaghetti,SP002,10,11000,110000,NV009,Chuyển khoản,KH364,Ninh Bình
HD1100094,2025-11-13 05:20,Khẩu trang y tế hộp 50 cái,SP090,4,37000,148000,NV040,Tiền mặt,,Lào Cai
HD1100095,2025-11-22 22:24,Xà phòng Lifebuoy bánh,SP038,6,11000,66000,NV035,Chuyển khoản,KH003,Lai Châu
HD1100096,2025-11-07 07:51,Chổi lau nhà 360 độ,SP096,5,99000,495000,NV026,MoMo,KH681,Quảng Nam
HD1100097,2025-11-21 04:52,Sữa tươi Vinamilk có đường 180ml,SP007,3,6500,19500,NV042,Thẻ,KH205,Long An
HD1100098,2025-11-27 01:51,Tai nghe nhét tai giá rẻ,SP058,5,35000,175000,NV037,Thẻ,KH047,Điện Biên
HD1100099,2025-11-18 12:30,Khẩu trang y tế hộp 50 cái,SP090,9,37000,333000,NV012,Thẻ,KH118,Bình Định
HD1100100,2025-11-05 12:41,Snack Lay’s vị khoai tây,SP005,10,12000,120000,NV009,Chuyển khoản,KH676,Hải Dương
HD1100101,2025-11-14 09:23,Chổi quét bụi mini,SP054,1,21000,21000,NV039,Chuyển khoản,,Bắc Ninh
HD1100102,2025-11-04 03:50,Bìa nhựa 2 mặt,SP067,6,8000,48000,NV028,Thẻ,KH016,TP Hồ Chí Minh
HD1100103,2025-11-03 01:05,Túi zipper đựng đồ,SP080,9,10000,90000,NV041,Tiền mặt,,Thanh Hóa
HD1100104,2025-11-07 21:01,Coca-Cola lon 330ml,SP022,9,9000,81000,NV030,Thẻ,KH935,Quảng Ngãi
HD1100105,2025-11-23 02:28,Thước kẻ 20cm,SP065,1,6000,6000,NV043,Tiền mặt,KH474,Thái Bình
HD1100106,2025-11-19 11:17,Xà phòng Lifebuoy bánh,SP038,5,11000,55000,NV001,Thẻ,KH900,Tiền Giang
HD1100107,2025-11-18 07:49,Bút chì gỗ HB,SP068,6,7000,42000,NV041,MoMo,KH809,Hải Dương
HD1100108,2025-11-11 07:49,Kẹp bướm 32mm,SP084,3,5000,15000,NV025,Thẻ,KH257,Thanh Hóa
HD1100109,2025-11-20 18:12,Nước suối Aquafina 500ml,SP017,6,7000,42000,NV034,Chuyển khoản,KH402,Hà Giang
HD1100110,2025-11-20 10:50,Redbull Thái Lan 250ml,SP024,5,12000,60000,NV024,MoMo,KH996,Tuyên Quang
HD1100111,2025-11-22 06:06,Gôm Pentel,SP066,1,4000,4000,NV006,ZaloPay,KH030,Cao Bằng
HD1100112,2025-11-27 01:00,Trà lipton túi lọc hộp 25 gói,SP052,2,42000,84000,NV001,MoMo,,Vĩnh Long
HD1100113,2025-11-13 04:19,Bật lửa gas mini,SP056,3,6000,18000,NV042,MoMo,KH867,Hà Nam
HD1100114,2025-11-11 22:01,Kẹo cao su Doublemint,SP015,5,6000,30000,NV017,Thẻ,KH144,Bắc Giang
HD1100115,2025-11-18 16:12,Trứng gà CP hộp 10 quả,SP046,7,33000,231000,NV006,ZaloPay,KH326,Hà Tĩnh
HD1100116,2025-11-08 17:46,Thùng rác nhựa 10L,SP055,10,45000,450000,NV037,Thẻ,KH111,Kiên Giang
HD1100117,2025-11-09 17:01,Cafe Nescafe đen đá,SP028,8,17000,136000,NV032,Tiền mặt,KH788,Bạc Liêu
HD1100118,2025-11-06 12:29,Xà phòng Lifebuoy bánh,SP038,3,11000,33000,NV009,MoMo,,Bình Thuận
HD1100119,2025-11-15 21:26,Bánh Chocopie Orion,SP012,4,38000,152000,NV028,Thẻ,,Quảng Bình
HD1100120,2025-11-23 16:50,Giấy note 3x3,SP070,9,3000,27000,NV011,ZaloPay,KH219,Bà Rịa - Vũng Tàu
HD1100121,2025-11-19 22:01,Ổ cắm điện 5 lỗ,SP057,8,35000,280000,NV039,Thẻ,,Đà Nẵng
HD1100122,2025-11-24 18:56,Chổi lau nhà 360 độ,SP096,8,99000,792000,NV038,MoMo,KH740,Phú Yên
HD1100123,2025-11-02 14:18,Balo laptop chống sốc,SP074,4,140000,560000,NV004,MoMo,KH924,Ninh Bình
HD1100124,2025-11-22 17:05,Bánh mì sandwich Tường An,SP047,10,23000,230000,NV047,MoMo,KH087,Lào Cai
HD1100125,2025-11-17 13:41,Kẹo Alpenliebe,SP016,5,5000,25000,NV008,Tiền mặt,KH902,Khánh Hòa
HD1100126,2025-11-24 20:25,Bột giặt Omo 400g,SP039,6,18000,108000,NV045,MoMo,KH010,An Giang
HD1100127,2025-11-05 07:39,Thùng rác nhựa 10L,SP055,1,45000,45000,NV038,ZaloPay,,Tây Ninh
HD1100128,2025-11-16 16:05,Bút chì gỗ HB,SP068,8,7000,56000,NV027,MoMo,,Bạc Liêu
HD1100129,2025-11-15 05:11,Miếng dán cường lực điện thoại,SP059,7,15000,105000,NV007,Tiền mặt,KH347,Sơn La
HD1100130,2025-11-01 11:19,Tai nghe nhét tai giá rẻ,SP058,9,35000,315000,NV006,Thẻ,KH665,Hà Giang
HD1100131,2025-11-23 02:04,Nước mắm Nam Ngư 500ml,SP041,8,18000,144000,NV026,MoMo,KH808,Đồng Tháp
HD1100132,2025-11-22 08:08,Bánh tráng Tân Nhiên,SP004,5,12000,60000,NV008,Thẻ,KH439,Thái Nguyên
HD1100133,2025-11-25 16:52,Nước ép cam Twister,SP020,1,11000,11000,NV016,Tiền mặt,KH056,Lào Cai
HD1100134,2025-11-11 18:21,Bàn chải P/S,SP032,6,15000,90000,NV011,ZaloPay,KH522,Bình Dương
HD1100135,2025-11-11 04:38,Bánh quy Cosy Marie,SP013,5,15000,75000,NV038,MoMo,KH940,An Giang
HD1100136,2025-11-04 03:54,Khay đựng hồ sơ,SP079,1,18000,18000,NV045,Thẻ,KH997,Phú Yên
HD1100137,2025-11-07 01:03,Nước suối Aquafina 500ml,SP017,4,7000,28000,NV026,MoMo,,Hưng Yên
HD1100138,2025-11-11 16:03,Bình nước giữ nhiệt 500ml,SP072,7,65000,455000,NV007,MoMo,KH104,Bình Định
HD1100139,2025-11-18 23:19,Nến thơm mini,SP053,10,25000,250000,NV010,Thẻ,,Tây Ninh
HD1100140,2025-11-15 11:15,Dao kéo nhà bếp,SP071,3,28000,84000,NV024,ZaloPay,KH596,Tây Ninh
HD1100141,2025-11-09 22:16,Coca-Cola lon 330ml,SP022,7,9000,63000,NV034,ZaloPay,,Quảng Trị
HD1100142,2025-11-01 14:49,Nước ép cam Twister,SP020,1,11000,11000,NV050,Thẻ,KH178,Sơn La
HD1100143,2025-11-17 12:29,Sữa chua uống Probi,SP009,4,7000,28000,NV035,MoMo,KH993,Vĩnh Phúc
HD1100144,2025-11-22 21:48,Cafe lon Highlands,SP026,9,18000,162000,NV010,Thẻ,KH750,Thái Bình
HD1100145,2025-11-21 06:22,Sữa chua uống Probi,SP009,9,7000,63000,NV019,MoMo,KH945,Nam Định
HD1100146,2025-11-01 21:00,Bột giặt Omo 400g,SP039,7,18000,126000,NV027,Chuyển khoản,KH897,Thái Bình
HD1100147,2025-11-22 12:49,Bánh Chocopie Orion,SP012,7,38000,266000,NV023,ZaloPay,KH441,Khánh Hòa
HD1100148,2025-11-26 02:35,Cafe lon Highlands,SP026,4,18000,72000,NV033,MoMo,KH958,Cà Mau
HD1100149,2025-11-02 07:57,Khẩu trang y tế hộp 50 cái,SP090,8,37000,296000,NV038,Thẻ,KH982,TP Hồ Chí Minh
HD1100150,2025-11-27 03:15,Tập vở 200 trang,SP064,3,14000,42000,NV041,ZaloPay,KH395,Lào Cai
HD1100151,2025-11-07 04:49,Bút bi Thiên Long,SP063,7,5000,35000,NV009,ZaloPay,KH100,Hậu Giang
HD1100152,2025-11-17 11:37,Dao kéo nhà bếp,SP071,2,28000,56000,NV013,MoMo,KH688,Kon Tum
HD1100153,2025-11-01 08:26,Cafe G7 3in1,SP027,2,16000,32000,NV031,Chuyển khoản,KH455,Nghệ An
HD1100154,2025-11-08 04:26,Bánh quy AFC,SP049,7,16000,112000,NV017,MoMo,KH803,Hưng Yên
HD1100155,2025-11-01 03:39,Nước mắm Nam Ngư 500ml,SP041,10,18000,180000,NV009,MoMo,KH311,Cao Bằng
HD1100156,2025-11-21 19:00,Nước xịt phòng hương lavender,SP092,8,42000,336000,NV030,Tiền mặt,KH714,Kiên Giang
HD1100157,2025-11-26 06:34,Gia vị nấu bún bò Huế,SP100,7,24000,168000,NV040,Thẻ,KH720,Ninh Thuận
HD1100158,2025-11-13 12:58,Mì Hảo Hảo tôm chua cay,SP001,8,9000,72000,NV018,Chuyển khoản,KH257,Bình Định
HD1100159,2025-11-18 01:14,Bánh quy Cosy Marie,SP013,3,15000,45000,NV044,Tiền mặt,KH358,Hậu Giang
HD1100160,2025-11-10 01:12,Ổ cứng SSD 240GB,SP075,5,620000,3100000,NV008,Tiền mặt,KH518,Bắc Kạn
HD1100161,2025-11-25 11:02,Sáp thơm phòng,SP093,1,20000,20000,NV002,Chuyển khoản,KH795,Yên Bái
HD1100162,2025-11-08 21:48,Cafe Nescafe đen đá,SP028,9,17000,153000,NV013,ZaloPay,KH878,Phú Yên
HD1100163,2025-11-02 14:35,Cafe Nescafe đen đá,SP028,10,17000,170000,NV013,Tiền mặt,KH818,Tuyên Quang
HD1100164,2025-11-26 05:29,Tập vở 200 trang,SP064,4,14000,56000,NV005,ZaloPay,,Phú Thọ
HD1100165,2025-11-09 14:32,Bao cao su OK hộp 3 cái,SP091,3,27000,81000,NV037,Thẻ,KH939,Phú Yên
HD1100166,2025-11-05 17:44,Tai nghe nhét tai giá rẻ,SP058,9,35000,315000,NV002,Tiền mặt,KH513,Lạng Sơn
HD1100167,2025-11-15 19:27,Kẹp bướm 32mm,SP084,8,5000,40000,NV030,Chuyển khoản,KH549,Phú Thọ
HD1100168,2025-11-23 04:04,Gia vị nấu bún bò Huế,SP100,10,24000,240000,NV038,Chuyển khoản,KH927,Hà Tĩnh
HD1100169,2025-11-13 13:32,Miếng lót chuột nhỏ,SP078,9,12000,108000,NV023,Chuyển khoản,KH952,Lai Châu
HD1100170,2025-11-28 22:24,Tương cà Heinz,SP099,10,17000,170000,NV041,Chuyển khoản,KH854,Hậu Giang
HD1100171,2025-11-16 02:59,Tai nghe nhét tai giá rẻ,SP058,2,35000,70000,NV025,Thẻ,,Hà Nam
HD1100172,2025-11-15 08:49,Đường Biên Hòa 1kg,SP042,10,25000,250000,NV009,MoMo,,Cao Bằng
HD1100173,2025-11-04 08:47,Thước kẻ 20cm,SP065,5,6000,30000,NV025,Thẻ,KH418,Tuyên Quang
HD1100174,2025-11-10 01:43,Bút bi Thiên Long,SP063,1,5000,5000,NV047,ZaloPay,KH392,Bắc Kạn
HD1100175,2025-11-06 07:04,Snack Oishi tôm cay,SP006,4,10000,40000,NV022,Thẻ,,Hòa Bình
HD1100176,2025-11-11 03:39,Pin tiểu Panasonic (2 viên),SP060,6,18000,108000,NV035,MoMo,KH431,TP Hồ Chí Minh
HD1100177,2025-11-04 14:49,Trà lipton túi lọc hộp 25 gói,SP052,10,42000,420000,NV023,MoMo,KH527,Sóc Trăng
HD1100178,2025-11-20 14:08,Sữa đặc Ông Thọ,SP010,2,25000,50000,NV036,MoMo,KH336,Thừa Thiên Huế
HD1100179,2025-11-19 06:00,Giấy vệ sinh Bless You 10 cuộn,SP031,7,48000,336000,NV008,Tiền mặt,KH624,Sóc Trăng
HD1100180,2025-11-19 20:12,Pin tiểu Panasonic (2 viên),SP060,1,18000,18000,NV023,MoMo,KH582,Bắc Kạn
HD1100181,2025-11-28 16:58,Kẹo cao su Doublemint,SP015,4,6000,24000,NV030,Thẻ,KH415,Bình Thuận
HD1100182,2025-11-03 05:29,Thước kẻ 20cm,SP065,10,6000,60000,NV039,Thẻ,KH673,Tiền Giang
HD1100183,2025-11-17 03:41,Snack Oishi tôm cay,SP006,1,10000,10000,NV017,Thẻ,KH405,Bình Định
HD1100184,2025-11-17 07:26,Snack Oishi tôm cay,SP006,4,10000,40000,NV049,Tiền mặt,KH537,Kiên Giang
HD1100185,2025-11-23 20:17,Thước kẻ 20cm,SP065,5,6000,30000,NV004,Thẻ,KH836,Quảng Trị
HD1100186,2025-11-16 11:39,Nước mắm Nam Ngư 500ml,SP041,10,18000,180000,NV040,ZaloPay,KH431,Hà Nam
HD1100187,2025-11-01 05:40,Bút chì gỗ HB,SP068,9,7000,63000,NV007,MoMo,KH331,Lào Cai
HD1100188,2025-11-27 14:46,Ổ cắm điện 5 lỗ,SP057,1,35000,35000,NV041,MoMo,KH289,Hòa Bình
HD1100189,2025-11-11 11:29,Pin tiểu Panasonic (2 viên),SP060,6,18000,108000,NV028,Chuyển khoản,KH796,Tây Ninh
HD1100190,2025-11-08 14:32,Trà lipton túi lọc hộp 25 gói,SP052,4,42000,168000,NV041,Chuyển khoản,KH887,Sóc Trăng
HD1100191,2025-11-14 23:57,Giấy note 3x3,SP070,1,3000,3000,NV005,Thẻ,KH370,Phú Yên
HD1100192,2025-11-25 00:03,Tương ớt Cholimex,SP098,5,12000,60000,NV027,Thẻ,KH635,Hà Nội
HD1100193,2025-11-25 15:43,Cáp sạc Type-C,SP077,4,30000,120000,NV011,ZaloPay,KH917,An Giang
HD1100194,2025-11-22 11:08,Miếng lót chuột nhỏ,SP078,1,12000,12000,NV029,Thẻ,KH431,Hà Tĩnh
HD1100195,2025-11-07 20:47,Bật lửa gas mini,SP056,9,6000,54000,NV030,Thẻ,KH120,Vĩnh Long
HD1100196,2025-11-03 21:46,Bánh tráng cuốn mè,SP050,1,17000,17000,NV009,Tiền mặt,KH044,Hải Dương
HD1100197,2025-11-28 01:13,Gia vị nấu bún bò Huế,SP100,9,24000,216000,NV024,ZaloPay,KH345,Đà Nẵng
HD1100198,2025-11-16 18:45,Gạo ST25 2kg,SP045,2,68000,136000,NV046,Thẻ,KH565,Long An
HD1100199,2025-11-06 02:00,Bột giặt Omo 400g,SP039,7,18000,126000,NV032,Thẻ,KH367,Cao Bằng
HD1100200,2025-11-22 06:24,Giấy note 3x3,SP070,3,3000,9000,NV033,ZaloPay,KH033,Đà Nẵng
HD1100201,2025-11-05 23:56,Sữa tươi Vinamilk không đường 180ml,SP008,9,6500,58500,NV003,ZaloPay,KH467,Kiên Giang
HD1100202,2025-11-05 17:14,Nước lau sàn Gift,SP037,3,31000,93000,NV020,Thẻ,KH729,Vĩnh Long
HD1100203,2025-11-22 00:08,Snack Lay’s vị khoai tây,SP005,1,12000,12000,NV017,ZaloPay,KH722,Hưng Yên
HD1100204,2025-11-26 07:05,Bánh Chocopie Orion,SP012,7,38000,266000,NV016,ZaloPay,KH920,Điện Biên
HD1100205,2025-11-18 09:56,Bánh tráng cuốn mè,SP050,8,17000,136000,NV017,Tiền mặt,KH109,Bình Thuận
HD1100206,2025-11-16 16:12,Cafe G7 3in1,SP027,3,16000,48000,NV010,MoMo,KH025,Thanh Hóa
HD1100207,2025-11-16 06:41,Bao cao su OK hộp 3 cái,SP091,7,27000,189000,NV049,Thẻ,KH229,Đồng Nai
HD1100208,2025-11-10 18:02,Bánh quy Cosy Marie,SP013,5,15000,75000,NV019,Tiền mặt,KH484,Hà Nam
HD1100209,2025-11-07 21:23,Bìa còng A4,SP081,2,22000,44000,NV008,Tiền mặt,KH339,Thanh Hóa
HD1100210,2025-11-17 03:31,Trà sữa C2,SP025,4,9000,36000,NV003,MoMo,KH668,Lai Châu
HD1100211,2025-11-23 07:11,Kẹo cao su Doublemint,SP015,2,6000,12000,NV032,Thẻ,KH261,Ninh Bình
