Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD0100049,2025-01-09 01:45,Bánh gạo One One,SP014,5,10000,50000,NV023,Thẻ,KH038,Bà Rịa - Vũng Tàu
HD0100050,2025-01-08 15:48,USB 32GB Kingston,SP076,3,110000,330000,NV017,Thẻ,KH967,Thái Bình
HD0100051,2025-01-28 10:37,Gạo ST25 2kg,SP045,2,68000,136000,NV007,ZaloPay,KH028,Lạng Sơn
HD0100052,2025-01-05 18:27,Phở ăn liền Vifon,SP003,3,8500,25500,NV018,Tiền mặt,KH125,Bến Tre
HD0100053,2025-01-26 11:44,Trà xanh không độ,SP019,3,10000,30000,NV015,Tiền mặt,,Đà Nẵng
HD0100054,2025-01-14 05:50,Sting dâu 330ml,SP023,4,10000,40000,NV020,MoMo,KH548,Kon Tum
HD0100055,2025-01-15 06:30,Sữa tươi Vinamilk không đường 180ml,SP008,3,6500,19500,NV025,ZaloPay,,Vĩnh Long
HD0100056,2025-01-12 09:32,Bình nước giữ nhiệt 500ml,SP072,1,65000,65000,NV001,MoMo,KH795,Sóc Trăng
HD0100057,2025-01-02 14:25,Bánh tráng Tân Nhiên,SP004,10,12000,120000,NV009,Chuyển khoản,,Ninh Thuận
HD0100058,2025-01-17 11:25,Mì Hảo Hảo tôm chua cay,SP001,9,9000,81000,NV027,ZaloPay,KH188,Bắc Ninh
HD0100059,2025-01-28 06:23,Sữa chua uống Probi,SP009,7,7000,49000,NV009,MoMo,KH668,Hà Tĩnh
HD0100060,2025-01-11 20:38,Giấy note 3x3,SP070,10,3000,30000,NV049,Tiền mặt,KH863,Lạng Sơn
HD0100061,2025-01-26 05:53,Dầu gội Clear Men 170g,SP035,2,46000,92000,NV023,Thẻ,KH361,Bà Rịa - Vũng Tàu
HD0100062,2025-01-10 01:35,Coca-Cola lon 330ml,SP022,8,9000,72000,NV042,Chuyển khoản,KH892,Long An
HD0100063,2025-01-24 14:09,Bánh quy Cosy Marie,SP013,1,15000,15000,NV048,Chuyển khoản,KH575,Đà Nẵng
HD0100064,2025-01-03 13:49,Bắp rang bơ đóng gói,SP048,5,11000,55000,NV021,Chuyển khoản,KH024,Phú Thọ
HD0100065,2025-01-02 14:28,Kem đánh răng P/S 100g,SP033,6,21000,126000,NV032,ZaloPay,,Hà Nội
HD0100066,2025-01-07 10:37,Tập vở 200 trang,SP064,8,14000,112000,NV014,Tiền mặt,KH366,Hòa Bình
HD0100067,2025-01-12 13:32,Bàn chải P/S,SP032,9,15000,135000,NV001,Chuyển khoản,KH406,Ninh Thuận
HD0100068,2025-01-08 11:25,Ổ cắm điện 5 lỗ,SP057,1,35000,35000,NV014,ZaloPay,,Bắc Ninh
HD0100069,2025-01-15 08:16,Trứng gà CP hộp 10 quả,SP046,1,33000,33000,NV023,Thẻ,,Quảng Bình
HD0100070,2025-01-06 18:04,Dao rọc giấy nhỏ,SP061,10,8000,80000,NV039,Chuyển khoản,,TP Hồ Chí Minh
HD0100071,2025-01-06 17:12,Trà lipton túi lọc hộp 25 gói,SP052,3,42000,126000,NV012,ZaloPay,KH336,Bắc Ninh
HD0100072,2025-01-26 03:13,File còng 4cm,SP082,10,26000,260000,NV050,ZaloPay,KH487,Kon Tum
HD0100073,2025-01-15 04:23,Túi zipper đựng đồ,SP080,1,10000,10000,NV014,Thẻ,KH427,Sơn La
HD0100074,2025-01-05 10:22,Khay đựng hồ sơ,SP079,2,18000,36000,NV010,Tiền mặt,KH350,Hà Nội
HD0100075,2025-01-21 19:02,Bánh quy Cosy Marie,SP013,9,15000,135000,NV007,Thẻ,KH908,Ninh Bình
HD0100076,2025-01-11 07:13,Bìa còng A4,SP081,7,22000,154000,NV017,Thẻ,KH995,Hưng Yên
HD0100077,2025-01-22 19:08,Khay đựng hồ sơ,SP079,1,18000,18000,NV048,MoMo,KH368,Lâm Đồng
HD0100078,2025-01-15 16:08,Sáp thơm phòng,SP093,6,20000,120000,NV038,MoMo,KH698,Bình Thuận
HD0100079,2025-01-08 20:47,Bật lửa gas mini,SP056,10,6000,60000,NV027,ZaloPay,KH185,Bắc Kạn
HD0100080,2025-01-17 20:05,Nước ngọt Pepsi 390ml,SP021,1,9000,9000,NV006,ZaloPay,,Đồng Tháp
HD0100081,2025-01-17 18:51,Giấy decal in A4,SP086,9,19000,171000,NV023,ZaloPay,KH506,Đồng Nai
HD0100082,2025-01-05 02:54,Muối i-ốt 500g,SP043,9,7000,63000,NV018,Thẻ,KH109,Bình Phước
HD0100083,2025-01-18 06:48,Khay đựng hồ sơ,SP079,2,18000,36000,NV004,Chuyển khoản,KH361,Hà Giang
HD0100084,2025-01-11 06:24,Khay đựng hồ sơ,SP079,10,18000,180000,NV034,Chuyển khoản,KH885,Phú Thọ
HD0100085,2025-01-10 14:29,Bánh Pía Sóc Trăng mini,SP051,9,15000,135000,NV030,ZaloPay,KH029,Ninh Thuận
HD0100086,2025-01-19 20:17,Bộ dao cạo râu Gillette,SP095,9,33000,297000,NV009,Chuyển khoản,KH220,Bình Dương
HD0100087,2025-01-27 16:57,Coca-Cola lon 330ml,SP022,9,9000,81000,NV031,Tiền mặt,KH157,Yên Bái
HD0100088,2025-01-14 13:47,Sữa tươi Vinamilk có đường 180ml,SP007,9,6500,58500,NV027,Thẻ,,Hưng Yên
HD0100089,2025-01-25 17:01,Bánh quy AFC,SP049,5,16000,80000,NV007,Chuyển khoản,KH627,Sơn La
HD0100090,2025-01-08 00:10,Kẹo Alpenliebe,SP016,4,5000,20000,NV018,Thẻ,,Bình Định
HD0100091,2025-01-01 17:00,Nước xả Comfort,SP040,9,52000,468000,NV049,Thẻ,KH793,Vĩnh Phúc
HD0100092,2025-01-25 21:09,Giấy vệ sinh Bless You 10 cuộn,SP031,3,48000,144000,NV045,Tiền mặt,KH414,Quảng Trị
HD0100093,2025-01-10 12:22,Bánh tráng cuốn mè,SP050,7,17000,119000,NV034,Chuyển khoản,,Hà Tĩnh
HD0100094,2025-01-12 21:22,Miếng dán cường lực điện thoại,SP059,9,15000,135000,NV032,Chuyển khoản,KH056,Phú Yên
HD0100095,2025-01-03 19:50,Chổi lau nhà 360 độ,SP096,9,99000,891000,NV034,Thẻ,KH605,Hậu Giang
HD0100096,2025-01-23 22:21,Giấy decal in A4,SP086,1,19000,19000,NV001,Thẻ,KH341,Bạc Liêu
HD0100097,2025-01-17 20:04,Pin tiểu Panasonic (2 viên),SP060,2,18000,36000,NV046,Tiền mặt,KH893,Thừa Thiên Huế
HD0100098,2025-01-03 11:32,Nước ép cam Twister,SP020,10,11000,110000,NV044,Chuyển khoản,KH358,Tiền Giang
HD0100099,2025-01-08 14:14,Cáp sạc Type-C,SP077,2,30000,60000,NV041,Tiền mặt,KH954,Vĩnh Phúc
HD0100100,2025-01-15 09:40,Túi zipper đựng đồ,SP080,5,10000,50000,NV041,Tiền mặt,,Hà Nam
HD0100101,2025-01-13 15:11,Giấy note 3x3,SP070,7,3000,21000,NV039,MoMo,KH588,Thanh Hóa
HD0100102,2025-01-24 01:53,Bao cao su OK hộp 3 cái,SP091,6,27000,162000,NV039,MoMo,KH147,Lâm Đồng
HD0100103,2025-01-08 10:00,Túi zipper đựng đồ,SP080,10,10000,100000,NV041,ZaloPay,KH942,Nghệ An
HD0100104,2025-01-15 07:05,Giấy decal in A4,SP086,6,19000,114000,NV004,Chuyển khoản,KH381,Ninh Thuận
HD0100105,2025-01-13 08:11,Gia vị nấu bún bò Huế,SP100,4,24000,96000,NV048,Thẻ,KH747,Đắk Lắk
HD0100106,2025-01-14 19:05,Kẹp giấy lớn,SP069,4,5000,20000,NV036,ZaloPay,KH327,Quảng Nam
HD0100107,2025-01-08 10:51,Gia vị nấu bún bò Huế,SP100,5,24000,120000,NV021,Thẻ,KH676,Hải Dương
HD0100108,2025-01-10 08:28,Máy sấy tóc mini,SP089,2,95000,190000,NV026,Thẻ,,Tây Ninh
HD0100109,2025-01-22 10:13,Chổi lau nhà 360 độ,SP096,1,99000,99000,NV014,Chuyển khoản,,Tây Ninh
HD0100110,2025-01-20 17:32,Miếng dán cường lực điện thoại,SP059,4,15000,60000,NV014,Chuyển khoản,,Thái Bình
HD0100111,2025-01-08 13:00,Sáp thơm phòng,SP093,8,20000,160000,NV027,Thẻ,KH068,Bạc Liêu
HD0100112,2025-01-21 07:14,Thước kẻ 20cm,SP065,9,6000,54000,NV017,Thẻ,KH858,Lai Châu
HD0100113,2025-01-02 13:36,Trà lipton túi lọc hộp 25 gói,SP052,4,42000,168000,NV049,ZaloPay,KH800,Hòa Bình
HD0100114,2025-01-11 12:11,Cafe lon Highlands,SP026,10,18000,180000,NV038,MoMo,KH942,Bắc Ninh
HD0100115,2025-01-26 09:54,Giấy in A4 Double A,SP085,4,68000,272000,NV030,Chuyển khoản,KH310,Sơn La
HD0100116,2025-01-14 06:22,Sữa tươi Vinamilk không đường 180ml,SP008,1,6500,6500,NV045,ZaloPay,KH921,Đắk Lắk
HD0100117,2025-01-01 15:32,Bột nêm Knorr 400g,SP097,10,35000,350000,NV011,Thẻ,,Bến Tre
HD0100118,2025-01-16 22:25,Khăn giấy rút Pulppy,SP029,2,22000,44000,NV037,MoMo,KH277,Hậu Giang
HD0100119,2025-01-16 21:08,Bàn chải P/S,SP032,9,15000,135000,NV026,Chuyển khoản,KH769,Bắc Ninh
HD0100120,2025-01-12 06:21,Cafe Nescafe đen đá,SP028,3,17000,51000,NV027,Chuyển khoản,KH960,Bình Phước
HD0100121,2025-01-17 02:10,Ổ cắm điện 3 lỗ,SP088,10,30000,300000,NV048,Thẻ,KH243,Đồng Nai
HD0100122,2025-01-16 10:41,Máy sấy tóc mini,SP089,5,95000,475000,NV049,Thẻ,KH520,Hà Tĩnh
HD0100123,2025-01-20 11:19,USB 32GB Kingston,SP076,9,110000,990000,NV016,MoMo,,Bắc Ninh
HD0100124,2025-01-18 03:34,Bắp rang bơ đóng gói,SP048,1,11000,11000,NV027,Chuyển khoản,KH368,Hưng Yên
HD0100125,2025-01-19 17:47,File còng 4cm,SP082,6,26000,156000,NV037,Chuyển khoản,KH804,Hải Dương
HD0100126,2025-01-18 12:11,Mì Hảo Hảo tôm chua cay,SP001,8,9000,72000,NV030,ZaloPay,KH523,Ninh Thuận
HD0100127,2025-01-01 06:03,Khăn giấy rút Pulppy,SP029,10,22000,220000,NV022,ZaloPay,,Đồng Nai
HD0100128,2025-01-18 23:29,Phở ăn liền Vifon,SP003,10,8500,85000,NV043,ZaloPay,KH216,Bình Thuận
HD0100129,2025-01-24 16:21,Dao rọc giấy nhỏ,SP061,9,8000,72000,NV039,Tiền mặt,,Hòa Bình
HD0100130,2025-01-23 09:26,Sữa đặc Ông Thọ,SP010,8,25000,200000,NV047,Chuyển khoản,KH684,Hà Nội
HD0100131,2025-01-23 08:26,Dao rọc giấy nhỏ,SP061,1,8000,8000,NV015,Tiền mặt,,TP Hồ Chí Minh
HD0100132,2025-01-22 15:33,Dầu gội Clear Men 170g,SP035,5,46000,230000,NV037,ZaloPay,KH984,Lạng Sơn
HD0100133,2025-01-17 20:01,Dầu ăn Tường An 1L,SP044,2,59000,118000,NV016,Chuyển khoản,KH815,Gia Lai
HD0100134,2025-01-25 03:58,Bàn chải P/S,SP032,9,15000,135000,NV031,ZaloPay,KH208,Hậu Giang
HD0100135,2025-01-25 00:07,Nước ngọt Pepsi 390ml,SP021,5,9000,45000,NV007,ZaloPay,KH752,Long An
HD0100136,2025-01-13 19:45,Sáp thơm phòng,SP093,8,20000,160000,NV050,Tiền mặt,KH127,Phú Yên
HD0100137,2025-01-09 15:39,Bìa lá A4,SP083,1,12000,12000,NV003,ZaloPay,KH875,Bến Tre
HD0100138,2025-01-25 10:33,Ổ cứng SSD 240GB,SP075,1,620000,620000,NV009,Chuyển khoản,KH614,Nghệ An
HD0100139,2025-01-27 06:26,Túi zipper đựng đồ,SP080,2,10000,20000,NV012,Thẻ,KH394,Trà Vinh
HD0100140,2025-01-10 15:16,Chổi quét bụi mini,SP054,5,21000,105000,NV026,ZaloPay,KH309,Sóc Trăng
HD0100141,2025-01-14 20:36,Chổi lau nhà 360 độ,SP096,5,99000,495000,NV024,Thẻ,KH829,Quảng Nam
HD0100142,2025-01-05 23:57,Tương ớt Cholimex,SP098,10,12000,120000,NV013,Tiền mặt,,Hà Tĩnh
HD0100143,2025-01-02 12:26,Sáp thơm phòng,SP093,4,20000,80000,NV048,Tiền mặt,KH921,Phú Yên
HD0100144,2025-01-02 13:06,Tương cà Heinz,SP099,4,17000,68000,NV025,ZaloPay,KH385,Long An
HD0100145,2025-01-01 20:18,Bánh quy Cosy Marie,SP013,2,15000,30000,NV038,Tiền mặt,KH067,Quảng Ngãi
HD0100146,2025-01-08 11:57,Thùng rác nhựa 10L,SP055,2,45000,90000,NV018,MoMo,KH414,Đồng Nai
HD0100147,2025-01-23 23:23,Gôm Pentel,SP066,9,4000,36000,NV006,Chuyển khoản,,Lạng Sơn
HD0100148,2025-01-05 11:56,Tập vở 200 trang,SP064,2,14000,28000,NV020,ZaloPay,,Bình Thuận
HD0100149,2025-01-08 21:14,Bánh tráng Tân Nhiên,SP004,9,12000,108000,NV022,Chuyển khoản,KH089,An Giang
HD0100150,2025-01-24 21:11,Kẹp bướm 32mm,SP084,5,5000,25000,NV026,MoMo,,Đắk Nông
HD0100151,2025-01-22 05:25,Sữa chua uống Probi,SP009,2,7000,14000,NV046,Thẻ,KH768,Hà Tĩnh
HD0100152,2025-01-10 18:15,Nước rửa tay Lifebuoy,SP036,4,25000,100000,NV017,Chuyển khoản,KH753,Cần Thơ
HD0100153,2025-01-08 17:44,Muối i-ốt 500g,SP043,3,7000,21000,NV028,MoMo,KH722,Thái Nguyên
HD0100154,2025-01-12 23:20,Cafe G7 3in1,SP027,9,16000,144000,NV046,MoMo,,TP Hồ Chí Minh
HD0100155,2025-01-03 19:13,Khẩu trang y tế hộp 50 cái,SP090,7,37000,259000,NV002,Thẻ,KH274,Phú Thọ
HD0100156,2025-01-06 02:16,Bánh Pía Sóc Trăng mini,SP051,3,15000,45000,NV020,ZaloPay,KH093,Đắk Lắk
HD0100157,2025-01-23 15:31,Bột giặt Omo 400g,SP039,4,18000,72000,NV017,Chuyển khoản,KH128,Sóc Trăng
HD0100158,2025-01-05 06:00,Quạt mini USB,SP073,10,32000,320000,NV040,ZaloPay,KH233,Hà Giang
HD0100159,2025-01-16 10:10,Băng keo trong 5cm,SP062,4,10000,40000,NV040,MoMo,,Bình Phước
HD0100160,2025-01-26 03:40,Giấy decal in A4,SP086,5,19000,95000,NV018,ZaloPay,KH854,Thanh Hóa
HD0100161,2025-01-01 05:41,Bình nước giữ nhiệt 500ml,SP072,9,65000,585000,NV047,Thẻ,KH584,Tiền Giang
HD0100162,2025-01-24 14:38,Trà lipton túi lọc hộp 25 gói,SP052,7,42000,294000,NV026,ZaloPay,KH102,Tây Ninh
HD0100163,2025-01-14 18:58,Sữa đặc Ông Thọ,SP010,3,25000,75000,NV043,Tiền mặt,KH706,Điện Biên
HD0100164,2025-01-19 02:07,Dụng cụ cắt móng tay,SP094,2,17000,34000,NV037,Chuyển khoản,KH318,Yên Bái
HD0100165,2025-01-20 08:26,Trà xanh không độ,SP019,10,10000,100000,NV050,Thẻ,KH071,Hậu Giang
HD0100166,2025-01-26 17:22,Giấy note 3x3,SP070,8,3000,24000,NV043,Chuyển khoản,KH615,Quảng Ngãi
HD0100167,2025-01-18 17:48,Nến thơm mini,SP053,7,25000,175000,NV028,MoMo,KH619,Bình Dương
HD0100168,2025-01-19 03:24,Coca-Cola lon 330ml,SP022,5,9000,45000,NV033,Chuyển khoản,KH664,An Giang
HD0100169,2025-01-09 08:18,Nước lau sàn Gift,SP037,6,31000,186000,NV047,Thẻ,KH923,Vĩnh Long
HD0100170,2025-01-21 22:29,Coca-Cola lon 330ml,SP022,10,9000,90000,NV015,ZaloPay,KH476,Hải Dương
HD0100171,2025-01-24 04:37,Giấy in A4 Double A,SP085,4,68000,272000,NV022,Thẻ,KH193,Tây Ninh
HD0100172,2025-01-09 00:51,Miếng dán cường lực điện thoại,SP059,6,15000,90000,NV003,Tiền mặt,KH523,Hà Nam
HD0100173,2025-01-22 12:53,Đường Biên Hòa 1kg,SP042,10,25000,250000,NV029,Thẻ,KH079,Bắc Kạn
HD0100174,2025-01-01 19:16,Bìa nhựa 2 mặt,SP067,4,8000,32000,NV041,ZaloPay,KH426,Kiên Giang
HD0100175,2025-01-03 21:01,Nước ngọt Pepsi 390ml,SP021,10,9000,90000,NV022,Tiền mặt,,Hải Phòng
HD0100176,2025-01-08 02:47,Kẹp giấy lớn,SP069,5,5000,25000,NV040,MoMo,KH674,Quảng Bình
HD0100177,2025-01-19 01:05,Pin tiểu Panasonic (2 viên),SP060,9,18000,162000,NV032,Tiền mặt,KH465,Đồng Tháp
HD0100178,2025-01-15 23:29,Dao rọc giấy nhỏ,SP061,10,8000,80000,NV005,Chuyển khoản,,Ninh Bình
HD0100179,2025-01-03 21:58,Dao kéo nhà bếp,SP071,8,28000,224000,NV044,Chuyển khoản,,Lâm Đồng
HD0100180,2025-01-28 13:43,Sữa tươi Vinamilk không đường 180ml,SP008,3,6500,19500,NV026,Thẻ,KH638,Hưng Yên
HD0100181,2025-01-17 01:38,Sữa rửa mặt Hazeline nghệ,SP034,7,34000,238000,NV029,Thẻ,KH830,Hà Giang
HD0100182,2025-01-12 14:24,Tương cà Heinz,SP099,10,17000,170000,NV021,MoMo,KH529,Đắk Nông
HD0100183,2025-01-17 01:26,Dầu gội Clear Men 170g,SP035,10,46000,460000,NV046,ZaloPay,KH089,Hải Dương
HD0100184,2025-01-22 19:43,Bột nêm Knorr 400g,SP097,6,35000,210000,NV030,Thẻ,KH851,Sóc Trăng
HD0100185,2025-01-15 08:15,Redbull Thái Lan 250ml,SP024,6,12000,72000,NV032,Chuyển khoản,KH340,Hưng Yên
HD0100186,2025-01-17 20:19,Khẩu trang y tế hộp 50 cái,SP090,3,37000,111000,NV023,Thẻ,KH643,Bắc Kạn
HD0100187,2025-01-16 16:31,Cafe G7 3in1,SP027,10,16000,160000,NV008,MoMo,KH838,Hải Phòng
HD0100188,2025-01-17 06:14,Cafe Nescafe đen đá,SP028,2,17000,34000,NV048,MoMo,,Bạc Liêu
HD0100189,2025-01-24 21:03,Tương ớt Cholimex,SP098,6,12000,72000,NV012,ZaloPay,KH668,Hòa Bình
HD0100190,2025-01-21 18:36,Sữa tươi Vinamilk có đường 180ml,SP007,10,6500,65000,NV022,ZaloPay,KH146,Thanh Hóa
HD0100191,2025-01-22 19:00,Bánh quy Cosy Marie,SP013,8,15000,120000,NV006,Chuyển khoản,,Bắc Kạn
HD0100192,2025-01-08 00:07,Gôm Pentel,SP066,4,4000,16000,NV018,ZaloPay,KH008,Cà Mau
HD0100193,2025-01-26 11:59,Tương ớt Cholimex,SP098,6,12000,72000,NV035,ZaloPay,KH582,Long An
HD0100194,2025-01-04 00:41,Máy tính Casio FX-580,SP087,6,720000,4320000,NV025,Chuyển khoản,KH474,Đồng Nai
HD0100195,2025-01-07 04:20,Sữa tươi Vinamilk có đường 180ml,SP007,5,6500,32500,NV029,MoMo,,Quảng Trị
HD0100196,2025-01-10 08:09,Miếng dán cường lực điện thoại,SP059,10,15000,150000,NV047,Tiền mặt,KH015,Lào Cai
HD0100197,2025-01-03 01:00,Cafe lon Highlands,SP026,2,18000,36000,NV026,MoMo,KH215,Hà Nam
HD0100198,2025-01-07 04:39,Mì Hảo Hảo tôm chua cay,SP001,10,9000,90000,NV038,Tiền mặt,,Yên Bái
HD0100199,2025-01-18 18:57,Bìa nhựa 2 mặt,SP067,8,8000,64000,NV048,MoMo,KH275,Đồng Tháp
HD0100200,2025-01-08 18:52,Nước ngọt Pepsi 390ml,SP021,4,9000,36000,NV031,MoMo,KH478,Trà Vinh
HD0100201,2025-01-16 08:54,Trà xanh không độ,SP019,10,10000,100000,NV003,Thẻ,KH609,Phú Yên
HD0100202,2025-01-20 11:52,Giấy vệ sinh Bless You 10 cuộn,SP031,4,48000,192000,NV048,Tiền mặt,KH003,Bình Phước
HD0100203,2025-01-16 03:24,Cafe Nescafe đen đá,SP028,2,17000,34000,NV006,Tiền mặt,KH476,Quảng Bình
HD0100204,2025-01-08 18:16,Khăn giấy ướt Bobby,SP030,2,22000,44000,NV027,MoMo,KH506,Đà Nẵng
HD0100205,2025-01-25 00:49,Bật lửa gas mini,SP056,9,6000,54000,NV024,Chuyển khoản,,Sơn La
HD0100206,2025-01-09 11:35,Dầu gội Clear Men 170g,SP035,5,46000,230000,NV002,Tiền mặt,KH609,Thanh Hóa
HD0100207,2025-01-09 18:43,Miếng dán cường lực điện thoại,SP059,7,15000,105000,NV025,ZaloPay,KH341,Thái Nguyên
HD0100208,2025-01-17 03:59,Dao rọc giấy nhỏ,SP061,5,8000,40000,NV013,MoMo,KH078,Bạc Liêu
HD0100209,2025-01-28 04:48,Phở ăn liền Vifon,SP003,9,8500,76500,NV009,MoMo,KH528,Thanh Hóa
HD0100210,2025-01-20 03:16,Sữa rửa mặt Hazeline nghệ,SP034,8,34000,272000,NV044,ZaloPay,KH316,Hà Giang
HD0100211,2025-01-06 22:39,Bật lửa gas mini,SP056,7,6000,42000,NV033,Chuyển khoản,KH243,Sóc Trăng
