Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD0600139,2025-06-17 09:05,Mì Omachi xốt spaghetti,SP002,9,11000,99000,NV002,ZaloPay,,Phú Yên
HD0600140,2025-06-13 04:58,Cafe G7 3in1,SP027,1,16000,16000,NV004,ZaloPay,KH653,Bình Phước
HD0600141,2025-06-14 05:55,Dầu ăn Tường An 1L,SP044,9,59000,531000,NV033,Thẻ,KH766,Bắc Giang
HD0600142,2025-06-27 21:29,Ổ cứng SSD 240GB,SP075,8,620000,4960000,NV008,Chuyển khoản,KH719,Thanh Hóa
HD0600143,2025-06-01 04:58,Băng keo trong 5cm,SP062,3,10000,30000,NV013,Tiền mặt,KH777,TP Hồ Chí Minh
HD0600144,2025-06-02 15:43,Nước suối Aquafina 500ml,SP017,1,7000,7000,NV023,Tiền mặt,KH656,Ninh Thuận
HD0600145,2025-06-18 04:09,Nước xịt phòng hương lavender,SP092,5,42000,210000,NV009,Thẻ,KH280,Cà Mau
HD0600146,2025-06-17 17:11,Chổi quét bụi mini,SP054,5,21000,105000,NV011,Chuyển khoản,KH774,Thái Bình
HD0600147,2025-06-07 04:29,Bột giặt Omo 400g,SP039,2,18000,36000,NV021,Chuyển khoản,KH576,Bình Thuận
HD0600148,2025-06-26 21:48,Bột nêm Knorr 400g,SP097,7,35000,245000,NV038,MoMo,,Nam Định
HD0600149,2025-06-13 14:30,Tập vở 200 trang,SP064,1,14000,14000,NV021,MoMo,,Nghệ An
HD0600150,2025-06-24 09:17,Bìa nhựa 2 mặt,SP067,7,8000,56000,NV001,Chuyển khoản,,Quảng Nam
HD0600151,2025-06-09 07:08,Bao cao su OK hộp 3 cái,SP091,4,27000,108000,NV038,Chuyển khoản,KH203,Quảng Nam
HD0600152,2025-06-14 06:24,Trà sữa C2,SP025,7,9000,63000,NV013,Tiền mặt,,Thừa Thiên Huế
HD0600153,2025-06-16 21:14,USB 32GB Kingston,SP076,2,110000,220000,NV048,Chuyển khoản,KH942,Quảng Trị
HD0600154,2025-06-25 12:54,Mì Omachi xốt spaghetti,SP002,1,11000,11000,NV004,ZaloPay,,Phú Yên
HD0600155,2025-06-10 06:52,Bút bi Thiên Long,SP063,1,5000,5000,NV027,MoMo,KH897,Bắc Ninh
HD0600156,2025-06-21 23:56,Giấy note 3x3,SP070,5,3000,15000,NV015,MoMo,KH282,Tiền Giang
HD0600157,2025-06-23 18:19,Gia vị nấu bún bò Huế,SP100,1,24000,24000,NV005,Tiền mặt,,Quảng Trị
HD0600158,2025-06-27 23:04,Redbull Thái Lan 250ml,SP024,10,12000,120000,NV027,Thẻ,KH066,Thái Nguyên
HD0600159,2025-06-04 02:54,Sting dâu 330ml,SP023,9,10000,90000,NV035,ZaloPay,KH992,Bạc Liêu
HD0600160,2025-06-11 19:57,Bánh gạo One One,SP014,10,10000,100000,NV028,ZaloPay,KH245,Quảng Nam
HD0600161,2025-06-12 12:23,Chổi lau nhà 360 độ,SP096,7,99000,693000,NV031,Thẻ,KH270,Lai Châu
HD0600162,2025-06-16 13:22,Snack Lay’s vị khoai tây,SP005,1,12000,12000,NV032,Chuyển khoản,,Quảng Bình
HD0600163,2025-06-03 05:58,Ổ cắm điện 3 lỗ,SP088,3,30000,90000,NV020,Tiền mặt,,An Giang
HD0600164,2025-06-08 17:25,Nước xả Comfort,SP040,5,52000,260000,NV021,MoMo,KH370,Bình Thuận
HD0600165,2025-06-19 00:54,Tai nghe nhét tai giá rẻ,SP058,8,35000,280000,NV024,Thẻ,KH332,Điện Biên
HD0600166,2025-06-03 18:06,Trà sữa C2,SP025,2,9000,18000,NV014,ZaloPay,KH361,Quảng Ninh
HD0600167,2025-06-23 19:31,Bật lửa gas mini,SP056,2,6000,12000,NV014,ZaloPay,KH287,Bà Rịa - Vũng Tàu
HD0600168,2025-06-12 11:23,Nước rửa tay Lifebuoy,SP036,3,25000,75000,NV001,Tiền mặt,KH454,Đà Nẵng
HD0600169,2025-06-14 02:52,Bìa còng A4,SP081,9,22000,198000,NV010,ZaloPay,KH962,Quảng Trị
HD0600170,2025-06-11 19:22,File còng 4cm,SP082,8,26000,208000,NV024,Thẻ,,Hậu Giang
HD0600171,2025-06-15 06:30,Nước mắm Nam Ngư 500ml,SP041,4,18000,72000,NV017,Thẻ,KH949,Lào Cai
HD0600172,2025-06-15 07:12,Dầu gội Clear Men 170g,SP035,9,46000,414000,NV019,MoMo,,Đắk Lắk
HD0600173,2025-06-14 00:24,Kẹp bướm 32mm,SP084,1,5000,5000,NV048,Thẻ,KH921,Long An
HD0600174,2025-06-08 04:55,Nến thơm mini,SP053,5,25000,125000,NV006,Tiền mặt,KH805,Kon Tum
HD0600175,2025-06-11 06:46,Dao rọc giấy nhỏ,SP061,9,8000,72000,NV036,MoMo,KH400,Hưng Yên
HD0600176,2025-06-03 08:13,Kẹo Alpenliebe,SP016,7,5000,35000,NV025,ZaloPay,,Gia Lai
HD0600177,2025-06-20 15:45,Trứng gà CP hộp 10 quả,SP046,4,33000,132000,NV024,ZaloPay,KH529,Bình Định
HD0600178,2025-06-08 07:25,Băng keo trong 5cm,SP062,1,10000,10000,NV030,MoMo,KH145,Nghệ An
HD0600179,2025-06-06 18:40,Sữa đậu nành Fami,SP011,10,6000,60000,NV008,ZaloPay,KH188,Thái Nguyên
HD0600180,2025-06-22 08:19,Phở ăn liền Vifon,SP003,4,8500,34000,NV017,ZaloPay,KH651,Ninh Thuận
HD0600181,2025-06-23 05:56,Bánh gạo One One,SP014,6,10000,60000,NV008,Chuyển khoản,KH185,Khánh Hòa
HD0600182,2025-06-27 01:26,Bắp rang bơ đóng gói,SP048,3,11000,33000,NV042,Tiền mặt,KH048,An Giang
HD0600183,2025-06-22 00:16,Bao cao su OK hộp 3 cái,SP091,4,27000,108000,NV008,Thẻ,,Bến Tre
HD0600184,2025-06-25 10:55,Quạt mini USB,SP073,2,32000,64000,NV018,Chuyển khoản,KH803,Sơn La
HD0600185,2025-06-16 03:15,Ổ cắm điện 5 lỗ,SP057,9,35000,315000,NV049,Thẻ,KH724,Quảng Trị
HD0600186,2025-06-05 07:29,Dầu gội Clear Men 170g,SP035,1,46000,46000,NV043,Chuyển khoản,KH209,Thanh Hóa
HD0600187,2025-06-21 07:49,Thước kẻ 20cm,SP065,1,6000,6000,NV019,MoMo,KH647,Trà Vinh
HD0600188,2025-06-20 03:11,Gia vị nấu bún bò Huế,SP100,4,24000,96000,NV022,Thẻ,KH985,Vĩnh Long
HD0600189,2025-06-01 22:53,Mì Omachi xốt spaghetti,SP002,8,11000,88000,NV010,Tiền mặt,KH731,Tiền Giang
HD0600190,2025-06-28 19:04,Ổ cắm điện 3 lỗ,SP088,2,30000,60000,NV006,Thẻ,,Bến Tre
HD0600191,2025-06-04 02:43,Thùng rác nhựa 10L,SP055,3,45000,135000,NV050,Tiền mặt,KH599,Hòa Bình
HD0600192,2025-06-16 20:15,Bánh quy Cosy Marie,SP013,6,15000,90000,NV026,Thẻ,KH514,Cao Bằng
HD0600193,2025-06-06 00:16,Khăn giấy ướt Bobby,SP030,9,22000,198000,NV032,Thẻ,KH189,Kon Tum
HD0600194,2025-06-03 21:29,Bật lửa gas mini,SP056,2,6000,12000,NV040,MoMo,KH809,Bắc Giang
HD0600195,2025-06-28 12:04,Bìa còng A4,SP081,1,22000,22000,NV037,MoMo,KH980,Lào Cai
HD0600196,2025-06-04 04:24,Mì Omachi xốt spaghetti,SP002,9,11000,99000,NV023,MoMo,KH351,Vĩnh Phúc
HD0600197,2025-06-02 11:32,Tương ớt Cholimex,SP098,6,12000,72000,NV045,Tiền mặt,KH222,Tiền Giang
HD0600198,2025-06-05 00:20,Phở ăn liền Vifon,SP003,8,8500,68000,NV046,ZaloPay,KH185,Hà Tĩnh
HD0600199,2025-06-11 09:08,Bìa lá A4,SP083,5,12000,60000,NV023,MoMo,KH444,Thái Nguyên
HD0600200,2025-06-09 12:20,Nước ép cam Twister,SP020,3,11000,33000,NV021,Chuyển khoản,KH455,Tây Ninh
HD0600201,2025-06-20 16:38,Sáp thơm phòng,SP093,1,20000,20000,NV039,Chuyển khoản,KH416,Hải Phòng
HD0600202,2025-06-10 18:32,Sữa chua uống Probi,SP009,8,7000,56000,NV040,Tiền mặt,KH496,Vĩnh Phúc
HD0600203,2025-06-15 22:21,Miếng lót chuột nhỏ,SP078,9,12000,108000,NV046,MoMo,KH305,Hà Tĩnh
HD0600204,2025-06-19 12:06,Miếng dán cường lực điện thoại,SP059,3,15000,45000,NV046,Tiền mặt,KH702,Ninh Bình
HD0600205,2025-06-15 06:48,Bắp rang bơ đóng gói,SP048,1,11000,11000,NV033,ZaloPay,KH389,Khánh Hòa
HD0600206,2025-06-15 19:36,Kẹo cao su Doublemint,SP015,3,6000,18000,NV010,Thẻ,KH871,Nghệ An
HD0600207,2025-06-17 09:00,Kẹp bướm 32mm,SP084,10,5000,50000,NV050,Chuyển khoản,KH869,Bình Dương
HD0600208,2025-06-04 13:29,Bật lửa gas mini,SP056,9,6000,54000,NV014,Chuyển khoản,KH573,Cà Mau
HD0600209,2025-06-01 02:50,Bột giặt Omo 400g,SP039,3,18000,54000,NV013,Chuyển khoản,KH138,Cần Thơ
HD0600210,2025-06-17 20:49,Nước ép cam Twister,SP020,8,11000,88000,NV047,Chuyển khoản,KH523,Nghệ An
HD0600211,2025-06-11 18:36,Mì Omachi xốt spaghetti,SP002,2,11000,22000,NV012,Chuyển khoản,KH313,Kiên Giang
HD0600212,2025-06-08 23:45,Nước suối Lavie 500ml,SP018,6,7000,42000,NV048,Tiền mặt,,Ninh Bình
