Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD1000047,2025-10-22 10:41,Thùng rác nhựa 10L,SP055,6,45000,270000,NV037,Tiền mặt,,Thái Nguyên
HD1000048,2025-10-14 20:41,Nước lau sàn Gift,SP037,4,31000,124000,NV026,Chuyển khoản,KH266,Vĩnh Phúc
HD1000049,2025-10-04 15:41,Cafe G7 3in1,SP027,8,16000,128000,NV038,MoMo,KH380,Hải Phòng
HD1000050,2025-10-10 11:10,Bìa còng A4,SP081,10,22000,220000,NV015,MoMo,,Trà Vinh
HD1000051,2025-10-26 14:59,Giấy in A4 Double A,SP085,6,68000,408000,NV016,Thẻ,,Long An
HD1000052,2025-10-25 20:53,Gia vị nấu bún bò Huế,SP100,3,24000,72000,NV012,MoMo,KH349,Đồng Tháp
HD1000053,2025-10-16 08:25,Bánh quy AFC,SP049,7,16000,112000,NV011,MoMo,,Vĩnh Phúc
HD1000054,2025-10-01 13:23,Nến thơm mini,SP053,8,25000,200000,NV044,ZaloPay,KH769,Tiền Giang
HD1000055,2025-10-11 19:42,Dầu gội Clear Men 170g,SP035,6,46000,276000,NV011,MoMo,KH745,Khánh Hòa
HD1000056,2025-10-02 01:46,Tai nghe nhét tai giá rẻ,SP058,6,35000,210000,NV047,MoMo,KH686,Đắk Lắk
HD1000057,2025-10-25 22:03,Tập vở 200 trang,SP064,6,14000,84000,NV050,MoMo,KH056,Kiên Giang
HD1000058,2025-10-12 15:11,Bánh quy AFC,SP049,9,16000,144000,NV033,Thẻ,KH266,Tuyên Quang
HD1000059,2025-10-12 00:50,Kẹo Alpenliebe,SP016,8,5000,40000,NV025,Thẻ,KH135,Bắc Ninh
HD1000060,2025-10-20 23:45,Băng keo trong 5cm,SP062,8,10000,80000,NV046,Thẻ,KH607,Hải Dương
HD1000061,2025-10-24 03:17,Trứng gà CP hộp 10 quả,SP046,6,33000,198000,NV019,Tiền mặt,KH240,Thái Bình
HD1000062,2025-10-02 17:11,Kẹo Alpenliebe,SP016,10,5000,50000,NV020,ZaloPay,KH548,Cà Mau
HD1000063,2025-10-04 09:35,Pin tiểu Panasonic (2 viên),SP060,4,18000,72000,NV009,Thẻ,KH405,Ninh Thuận
HD1000064,2025-10-14 09:43,Bánh gạo One One,SP014,2,10000,20000,NV034,Thẻ,,Kiên Giang
HD1000065,2025-10-28 02:13,Sữa tươi Vinamilk không đường 180ml,SP008,4,6500,26000,NV013,MoMo,KH857,Đắk Lắk
HD1000066,2025-10-10 14:55,File còng 4cm,SP082,6,26000,156000,NV036,Chuyển khoản,KH583,Quảng Trị
HD1000067,2025-10-04 09:21,Bột giặt Omo 400g,SP039,4,18000,72000,NV008,MoMo,KH927,Lạng Sơn
HD1000068,2025-10-23 05:15,Ổ cứng SSD 240GB,SP075,5,620000,3100000,NV012,Tiền mặt,KH366,Bến Tre
HD1000069,2025-10-01 05:19,Kẹp giấy lớn,SP069,7,5000,35000,NV049,Thẻ,KH964,Tiền Giang
HD1000070,2025-10-18 18:03,Sáp thơm phòng,SP093,7,20000,140000,NV048,Tiền mặt,KH335,Lạng Sơn
HD1000071,2025-10-06 15:50,Trà sữa C2,SP025,1,9000,9000,NV047,Thẻ,KH654,Hậu Giang
HD1000072,2025-10-23 10:18,Nước suối Aquafina 500ml,SP017,1,7000,7000,NV016,MoMo,KH021,Quảng Ngãi
HD1000073,2025-10-02 02:37,Sữa đặc Ông Thọ,SP010,7,25000,175000,NV012,MoMo,KH956,Hà Giang
HD1000074,2025-10-14 08:59,Snack Oishi tôm cay,SP006,6,10000,60000,NV001,ZaloPay,KH441,Lai Châu
HD1000075,2025-10-06 23:40,Bột nêm Knorr 400g,SP097,5,35000,175000,NV017,MoMo,KH776,Bạc Liêu
HD1000076,2025-10-08 06:42,Chổi quét bụi mini,SP054,2,21000,42000,NV010,Tiền mặt,,Bắc Ninh
HD1000077,2025-10-18 12:27,Nến thơm mini,SP053,6,25000,150000,NV018,Tiền mặt,,Lâm Đồng
HD1000078,2025-10-02 19:37,Sữa chua uống Probi,SP009,1,7000,7000,NV035,MoMo,KH610,Bình Dương
HD1000079,2025-10-06 02:43,Bánh quy Cosy Marie,SP013,4,15000,60000,NV022,Thẻ,KH421,Phú Yên
HD1000080,2025-10-02 22:17,Snack Oishi tôm cay,SP006,10,10000,100000,NV017,Chuyển khoản,KH167,An Giang
HD1000081,2025-10-16 21:49,Kẹo cao su Doublemint,SP015,5,6000,30000,NV031,Thẻ,,Ninh Bình
HD1000082,2025-10-10 20:40,Redbull Thái Lan 250ml,SP024,8,12000,96000,NV043,Tiền mặt,KH394,Ninh Bình
HD1000083,2025-10-16 05:18,Trà sữa C2,SP025,1,9000,9000,NV037,Tiền mặt,KH143,Bình Định
HD1000084,2025-10-17 17:20,Balo laptop chống sốc,SP074,8,140000,1120000,NV050,ZaloPay,KH562,Quảng Trị
HD1000085,2025-10-12 04:41,Túi zipper đựng đồ,SP080,5,10000,50000,NV009,Tiền mặt,KH866,Hưng Yên
HD1000086,2025-10-16 18:15,Snack Lay’s vị khoai tây,SP005,8,12000,96000,NV036,Thẻ,KH460,Hậu Giang
HD1000087,2025-10-24 18:39,Ổ cắm điện 5 lỗ,SP057,3,35000,105000,NV028,Tiền mặt,KH066,Gia Lai
HD1000088,2025-10-26 17:06,Sữa tươi Vinamilk không đường 180ml,SP008,5,6500,32500,NV012,Chuyển khoản,KH109,Hải Phòng
HD1000089,2025-10-01 07:02,Xà phòng Lifebuoy bánh,SP038,10,11000,110000,NV018,Tiền mặt,,Hòa Bình
HD1000090,2025-10-05 03:08,Kem đánh răng P/S 100g,SP033,2,21000,42000,NV046,Tiền mặt,KH105,Hà Giang
HD1000091,2025-10-13 20:07,Cafe Nescafe đen đá,SP028,3,17000,51000,NV047,ZaloPay,KH875,Hưng Yên
HD1000092,2025-10-02 19:15,Gia vị nấu bún bò Huế,SP100,10,24000,240000,NV034,Thẻ,KH745,Phú Yên
HD1000093,2025-10-04 06:28,Kẹo cao su Doublemint,SP015,10,6000,60000,NV048,Chuyển khoản,KH465,Sóc Trăng
HD1000094,2025-10-17 12:36,Bộ dao cạo râu Gillette,SP095,7,33000,231000,NV016,Tiền mặt,KH261,Quảng Ngãi
HD1000095,2025-10-21 19:59,Bắp rang bơ đóng gói,SP048,9,11000,99000,NV007,MoMo,KH860,Bắc Ninh
HD1000096,2025-10-08 15:37,Trà xanh không độ,SP019,4,10000,40000,NV029,Thẻ,,Vĩnh Long
HD1000097,2025-10-09 11:45,Nước xịt phòng hương lavender,SP092,10,42000,420000,NV044,ZaloPay,KH317,Đồng Tháp
HD1000098,2025-10-22 00:24,Phở ăn liền Vifon,SP003,9,8500,76500,NV047,Chuyển khoản,KH196,Bến Tre
HD1000099,2025-10-13 23:50,Bút chì gỗ HB,SP068,9,7000,63000,NV041,Thẻ,KH727,Bình Định
HD1000100,2025-10-04 07:38,USB 32GB Kingston,SP076,3,110000,330000,NV032,Chuyển khoản,KH377,Tây Ninh
HD1000101,2025-10-08 20:08,Mì Hảo Hảo tôm chua cay,SP001,3,9000,27000,NV010,ZaloPay,KH461,An Giang
HD1000102,2025-10-05 08:39,Sting dâu 330ml,SP023,5,10000,50000,NV020,ZaloPay,KH755,Bến Tre
HD1000103,2025-10-19 19:19,Ổ cắm điện 3 lỗ,SP088,4,30000,120000,NV048,Thẻ,KH368,Bến Tre
HD1000104,2025-10-16 16:01,Kẹp bướm 32mm,SP084,9,5000,45000,NV047,Thẻ,,Nghệ An
HD1000105,2025-10-03 16:11,Tương ớt Cholimex,SP098,1,12000,12000,NV040,Chuyển khoản,KH270,Bắc Ninh
HD1000106,2025-10-19 11:51,Gôm Pentel,SP066,3,4000,12000,NV016,Tiền mặt,KH607,Lâm Đồng
HD1000107,2025-10-02 10:50,Bìa còng A4,SP081,8,22000,176000,NV035,ZaloPay,KH935,Tiền Giang
HD1000108,2025-10-27 22:45,Giấy decal in A4,SP086,1,19000,19000,NV027,MoMo,KH808,Đồng Tháp
HD1000109,2025-10-07 03:46,Redbull Thái Lan 250ml,SP024,6,12000,72000,NV013,Thẻ,KH575,Lai Châu
HD1000110,2025-10-07 00:20,Sữa đậu nành Fami,SP011,2,6000,12000,NV036,ZaloPay,KH196,Long An
HD1000111,2025-10-07 06:30,Kem đánh răng P/S 100g,SP033,7,21000,147000,NV048,Thẻ,KH513,Thừa Thiên Huế
HD1000112,2025-10-15 23:55,Phở ăn liền Vifon,SP003,10,8500,85000,NV004,MoMo,KH914,Quảng Ngãi
HD1000113,2025-10-15 11:19,Sữa tươi Vinamilk có đường 180ml,SP007,9,6500,58500,NV046,ZaloPay,KH323,Đắk Lắk
HD1000114,2025-10-03 18:01,Bộ dao cạo râu Gillette,SP095,1,33000,33000,NV017,ZaloPay,KH452,Tây Ninh
HD1000115,2025-10-09 21:57,Nước lau sàn Gift,SP037,7,31000,217000,NV045,Chuyển khoản,,Cao Bằng
HD1000116,2025-10-22 18:07,Nước mắm Nam Ngư 500ml,SP041,7,18000,126000,NV006,ZaloPay,KH783,Hòa Bình
HD1000117,2025-10-19 03:12,Cafe G7 3in1,SP027,7,16000,112000,NV020,Thẻ,,Bến Tre
HD1000118,2025-10-15 07:53,Trà sữa C2,SP025,2,9000,18000,NV004,Chuyển khoản,KH640,Cao Bằng
HD1000119,2025-10-28 06:21,Nước ép cam Twister,SP020,4,11000,44000,NV021,Chuyển khoản,KH995,TP Hồ Chí Minh
HD1000120,2025-10-10 17:14,Nước ngọt Pepsi 390ml,SP021,10,9000,90000,NV047,Thẻ,KH018,Bình Dương
HD1000121,2025-10-16 08:51,Kẹp bướm 32mm,SP084,6,5000,30000,NV001,ZaloPay,KH009,Kon Tum
HD1000122,2025-10-05 14:08,Redbull Thái Lan 250ml,SP024,1,12000,12000,NV029,Chuyển khoản,KH368,Bà Rịa - Vũng Tàu
HD1000123,2025-10-15 15:02,Bánh Chocopie Orion,SP012,4,38000,152000,NV010,ZaloPay,KH874,Phú Yên
HD1000124,2025-10-07 22:00,Mì Hảo Hảo tôm chua cay,SP001,1,9000,9000,NV050,Tiền mặt,KH616,Hải Phòng
HD1000125,2025-10-25 10:09,Chổi quét bụi mini,SP054,5,21000,105000,NV006,Thẻ,,Quảng Trị
HD1000126,2025-10-09 22:57,Gạo ST25 2kg,SP045,4,68000,272000,NV041,ZaloPay,KH528,Lạng Sơn
HD1000127,2025-10-21 04:54,Nước suối Aquafina 500ml,SP017,1,7000,7000,NV030,Chuyển khoản,KH482,Hưng Yên
HD1000128,2025-10-25 02:00,Bút chì gỗ HB,SP068,1,7000,7000,NV030,MoMo,KH955,Kiên Giang
HD1000129,2025-10-17 20:59,Khay đựng hồ sơ,SP079,9,18000,162000,NV050,ZaloPay,KH610,Kiên Giang
HD1000130,2025-10-19 16:18,Phở ăn liền Vifon,SP003,6,8500,51000,NV032,Chuyển khoản,KH714,Bắc Kạn
HD1000131,2025-10-24 12:27,Khẩu trang y tế hộp 50 cái,SP090,8,37000,296000,NV020,Thẻ,KH258,Bình Dương
HD1000132,2025-10-12 10:58,Sữa tươi Vinamilk không đường 180ml,SP008,10,6500,65000,NV019,ZaloPay,KH165,Thừa Thiên Huế
HD1000133,2025-10-08 08:03,Tai nghe nhét tai giá rẻ,SP058,10,35000,350000,NV006,Chuyển khoản,KH617,Cao Bằng
HD1000134,2025-10-20 16:31,Miếng dán cường lực điện thoại,SP059,10,15000,150000,NV029,Chuyển khoản,KH248,Gia Lai
HD1000135,2025-10-11 13:06,Bánh quy Cosy Marie,SP013,6,15000,90000,NV050,Chuyển khoản,,Lâm Đồng
HD1000136,2025-10-07 05:12,Bánh Pía Sóc Trăng mini,SP051,10,15000,150000,NV047,Chuyển khoản,KH029,Hậu Giang
HD1000137,2025-10-01 07:13,Bánh gạo One One,SP014,1,10000,10000,NV047,Thẻ,KH028,TP Hồ Chí Minh
HD1000138,2025-10-02 18:04,Khẩu trang y tế hộp 50 cái,SP090,4,37000,148000,NV048,Chuyển khoản,KH422,Sóc Trăng
HD1000139,2025-10-12 00:36,Xà phòng Lifebuoy bánh,SP038,5,11000,55000,NV047,Tiền mặt,KH988,Kon Tum
HD1000140,2025-10-22 13:54,Sữa tươi Vinamilk có đường 180ml,SP007,5,6500,32500,NV041,ZaloPay,KH438,Quảng Nam
HD1000141,2025-10-09 12:06,Bàn chải P/S,SP032,7,15000,105000,NV028,ZaloPay,KH692,Quảng Nam
HD1000142,2025-10-17 18:27,Bàn chải P/S,SP032,7,15000,105000,NV032,Thẻ,KH987,Đồng Tháp
HD1000143,2025-10-15 14:32,Giấy note 3x3,SP070,3,3000,9000,NV040,Tiền mặt,KH573,Vĩnh Long
HD1000144,2025-10-18 18:27,Thước kẻ 20cm,SP065,4,6000,24000,NV039,MoMo,KH661,Đà Nẵng
HD1000145,2025-10-09 10:17,Bìa lá A4,SP083,5,12000,60000,NV003,ZaloPay,KH195,Lai Châu
HD1000146,2025-10-04 12:37,Giấy vệ sinh Bless You 10 cuộn,SP031,8,48000,384000,NV019,Chuyển khoản,KH584,Tuyên Quang
HD1000147,2025-10-14 06:08,Nước ngọt Pepsi 390ml,SP021,7,9000,63000,NV014,Tiền mặt,KH545,Tuyên Quang
HD1000148,2025-10-23 04:42,Chổi lau nhà 360 độ,SP096,5,99000,495000,NV037,ZaloPay,KH810,Hòa Bình
HD1000149,2025-10-14 17:00,Gia vị nấu bún bò Huế,SP100,2,24000,48000,NV021,Tiền mặt,KH183,Phú Thọ
HD1000150,2025-10-15 17:43,Quạt mini USB,SP073,3,32000,96000,NV022,ZaloPay,,Quảng Ngãi
HD1000151,2025-10-18 01:34,Trà xanh không độ,SP019,5,10000,50000,NV033,ZaloPay,KH664,Cao Bằng
HD1000152,2025-10-17 13:46,Bộ dao cạo râu Gillette,SP095,7,33000,231000,NV024,ZaloPay,KH232,Bình Phước
HD1000153,2025-10-18 16:12,Cafe Nescafe đen đá,SP028,6,17000,102000,NV001,ZaloPay,,Vĩnh Phúc
HD1000154,2025-10-01 16:14,Kẹo cao su Doublemint,SP015,9,6000,54000,NV017,Thẻ,KH098,Bắc Giang
HD1000155,2025-10-14 14:47,Mì Hảo Hảo tôm chua cay,SP001,8,9000,72000,NV034,Thẻ,KH793,Cà Mau
HD1000156,2025-10-13 18:04,Bộ dao cạo râu Gillette,SP095,7,33000,231000,NV008,MoMo,KH995,Quảng Bình
HD1000157,2025-10-13 04:33,Túi zipper đựng đồ,SP080,9,10000,90000,NV001,Tiền mặt,KH395,Hậu Giang
HD1000158,2025-10-21 17:06,Bút chì gỗ HB,SP068,2,7000,14000,NV029,Chuyển khoản,KH618,Khánh Hòa
HD1000159,2025-10-08 23:45,Bìa lá A4,SP083,5,12000,60000,NV031,Thẻ,,Vĩnh Long
HD1000160,2025-10-25 00:39,Sting dâu 330ml,SP023,10,10000,100000,NV025,Tiền mặt,KH873,Quảng Nam
HD1000161,2025-10-04 00:59,Giấy vệ sinh Bless You 10 cuộn,SP031,6,48000,288000,NV023,Tiền mặt,KH310,Thanh Hóa
HD1000162,2025-10-14 12:28,Chổi quét bụi mini,SP054,4,21000,84000,NV035,Chuyển khoản,KH964,Đắk Lắk
HD1000163,2025-10-26 23:52,Túi zipper đựng đồ,SP080,10,10000,100000,NV041,MoMo,KH231,Bến Tre
HD1000164,2025-10-18 00:33,Dao rọc giấy nhỏ,SP061,4,8000,32000,NV011,MoMo,KH163,Tuyên Quang
HD1000165,2025-10-23 10:43,Nước xả Comfort,SP040,9,52000,468000,NV022,Chuyển khoản,KH221,Bắc Kạn
HD1000166,2025-10-25 02:13,Ổ cắm điện 3 lỗ,SP088,8,30000,240000,NV004,Thẻ,KH487,Đắk Nông
HD1000167,2025-10-01 12:56,Máy sấy tóc mini,SP089,8,95000,760000,NV011,MoMo,KH299,Thanh Hóa
HD1000168,2025-10-26 05:20,Chổi quét bụi mini,SP054,4,21000,84000,NV027,Tiền mặt,KH299,Cần Thơ
HD1000169,2025-10-05 20:11,Bắp rang bơ đóng gói,SP048,5,11000,55000,NV011,Chuyển khoản,,Bắc Kạn
HD1000170,2025-10-20 06:30,Chổi quét bụi mini,SP054,5,21000,105000,NV026,Tiền mặt,KH722,An Giang
HD1000171,2025-10-05 15:43,Sữa đặc Ông Thọ,SP010,1,25000,25000,NV028,ZaloPay,KH366,Nam Định
HD1000172,2025-10-14 13:55,Phở ăn liền Vifon,SP003,2,8500,17000,NV009,Tiền mặt,KH795,Kiên Giang
HD1000173,2025-10-24 00:52,Bánh gạo One One,SP014,9,10000,90000,NV002,MoMo,KH821,Bắc Giang
HD1000174,2025-10-09 14:36,Cafe lon Highlands,SP026,7,18000,126000,NV027,MoMo,KH353,Đắk Nông
HD1000175,2025-10-11 08:03,Cafe lon Highlands,SP026,7,18000,126000,NV036,Tiền mặt,KH887,Bắc Giang
HD1000176,2025-10-01 18:35,Máy sấy tóc mini,SP089,10,95000,950000,NV010,Tiền mặt,KH809,Bình Định
HD1000177,2025-10-27 08:06,Phở ăn liền Vifon,SP003,2,8500,17000,NV041,ZaloPay,KH026,Hà Nam
HD1000178,2025-10-20 14:44,Ổ cắm điện 3 lỗ,SP088,6,30000,180000,NV026,ZaloPay,KH777,Đắk Lắk
HD1000179,2025-10-04 20:44,File còng 4cm,SP082,1,26000,26000,NV004,Tiền mặt,KH868,Đắk Lắk
HD1000180,2025-10-09 08:40,Bánh quy Cosy Marie,SP013,4,15000,60000,NV007,Chuyển khoản,,Đắk Lắk
HD1000181,2025-10-19 03:55,Xà phòng Lifebuoy bánh,SP038,3,11000,33000,NV010,MoMo,KH294,Trà Vinh
HD1000182,2025-10-10 04:40,Bao cao su OK hộp 3 cái,SP091,1,27000,27000,NV047,ZaloPay,KH322,Hải Phòng
HD1000183,2025-10-11 13:35,Khay đựng hồ sơ,SP079,7,18000,126000,NV008,Thẻ,KH462,Bắc Kạn
HD1000184,2025-10-08 02:34,Băng keo trong 5cm,SP062,10,10000,100000,NV027,Thẻ,KH009,Vĩnh Long
HD1000185,2025-10-11 16:45,Bìa lá A4,SP083,8,12000,96000,NV030,Thẻ,,Thừa Thiên Huế
HD1000186,2025-10-03 10:41,Kẹo Alpenliebe,SP016,5,5000,25000,NV040,Tiền mặt,,Lạng Sơn
HD1000187,2025-10-17 13:49,Snack Lay’s vị khoai tây,SP005,5,12000,60000,NV026,MoMo,KH463,Bắc Giang
HD1000188,2025-10-15 12:38,Snack Oishi tôm cay,SP006,1,10000,10000,NV018,Tiền mặt,KH257,Lào Cai
HD1000189,2025-10-10 23:55,Đường Biên Hòa 1kg,SP042,4,25000,100000,NV037,ZaloPay,KH917,Trà Vinh
HD1000190,2025-10-10 18:59,Ổ cắm điện 5 lỗ,SP057,9,35000,315000,NV005,MoMo,,Sóc Trăng
HD1000191,2025-10-04 05:23,Miếng dán cường lực điện thoại,SP059,6,15000,90000,NV048,Chuyển khoản,,Ninh Thuận
HD1000192,2025-10-22 19:29,Nước xịt phòng hương lavender,SP092,1,42000,42000,NV030,ZaloPay,KH826,Đồng Tháp
HD1000193,2025-10-09 08:26,Nước ép cam Twister,SP020,1,11000,11000,NV015,ZaloPay,,Bắc Giang
HD1000194,2025-10-15 07:39,Bìa nhựa 2 mặt,SP067,5,8000,40000,NV010,ZaloPay,KH587,Hà Giang
HD1000195,2025-10-25 21:45,Đường Biên Hòa 1kg,SP042,7,25000,175000,NV038,Tiền mặt,KH202,Lào Cai
HD1000196,2025-10-08 14:00,Chổi quét bụi mini,SP054,4,21000,84000,NV023,ZaloPay,KH731,Cao Bằng
HD1000197,2025-10-15 21:52,Khẩu trang y tế hộp 50 cái,SP090,8,37000,296000,NV025,MoMo,KH748,Quảng Trị
HD1000198,2025-10-03 21:58,Bánh Chocopie Orion,SP012,9,38000,342000,NV032,MoMo,KH659,Sóc Trăng
HD1000199,2025-10-16 20:38,Bánh tráng Tân Nhiên,SP004,1,12000,12000,NV027,Chuyển khoản,KH467,Đà Nẵng
HD1000200,2025-10-25 04:42,Dao rọc giấy nhỏ,SP061,1,8000,8000,NV021,ZaloPay,KH320,Khánh Hòa
HD1000201,2025-10-04 21:43,Sữa đậu nành Fami,SP011,7,6000,42000,NV048,MoMo,KH518,Cần Thơ
HD1000202,2025-10-10 15:08,Bình nước giữ nhiệt 500ml,SP072,2,65000,130000,NV030,MoMo,KH250,Bạc Liêu
HD1000203,2025-10-14 11:20,Kẹo cao su Doublemint,SP015,10,6000,60000,NV039,Chuyển khoản,KH537,Khánh Hòa
HD1000204,2025-10-16 00:00,Đường Biên Hòa 1kg,SP042,5,25000,125000,NV022,Thẻ,KH406,Hà Giang
HD1000205,2025-10-05 19:14,Pin tiểu Panasonic (2 viên),SP060,4,18000,72000,NV040,MoMo,KH577,Vĩnh Phúc
HD1000206,2025-10-02 02:17,Bột giặt Omo 400g,SP039,5,18000,90000,NV026,ZaloPay,KH198,Thái Bình
HD1000207,2025-10-27 19:32,Kẹo cao su Doublemint,SP015,9,6000,54000,NV010,ZaloPay,,Bình Định
HD1000208,2025-10-02 03:29,Bao cao su OK hộp 3 cái,SP091,9,27000,243000,NV046,MoMo,KH992,Hà Tĩnh
HD1000209,2025-10-06 20:12,Giấy in A4 Double A,SP085,2,68000,136000,NV029,ZaloPay,KH357,Đà Nẵng
HD1000210,2025-10-07 00:31,Mì Omachi xốt spaghetti,SP002,7,11000,77000,NV049,Chuyển khoản,KH356,Quảng Nam
