Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD0800030,2025-08-03 17:14,Nước xả Comfort,SP040,4,52000,208000,NV023,Tiền mặt,KH828,Sơn La
HD0800031,2025-08-11 13:17,Kẹo cao su Doublemint,SP015,10,6000,60000,NV049,Chuyển khoản,KH937,Vĩnh Phúc
HD0800032,2025-08-16 13:39,Sữa rửa mặt Hazeline nghệ,SP034,9,34000,306000,NV033,Thẻ,KH296,Cà Mau
HD0800033,2025-08-13 01:49,Bàn chải P/S,SP032,5,15000,75000,NV048,Tiền mặt,,Cần Thơ
HD0800034,2025-08-04 05:04,Sữa đặc Ông Thọ,SP010,10,25000,250000,NV014,Thẻ,KH286,Tuyên Quang
HD0800035,2025-08-26 18:29,Quạt mini USB,SP073,7,32000,224000,NV014,Thẻ,KH967,Hà Nam
HD0800036,2025-08-14 20:02,Bút bi Thiên Long,SP063,2,5000,10000,NV043,MoMo,KH817,Phú Yên
HD0800037,2025-08-13 10:20,Quạt mini USB,SP073,1,32000,32000,NV027,MoMo,KH487,Hà Nội
HD0800038,2025-08-16 01:56,Nước suối Lavie 500ml,SP018,6,7000,42000,NV033,ZaloPay,KH638,Bắc Ninh
HD0800039,2025-08-03 15:38,Trà lipton túi lọc hộp 25 gói,SP052,6,42000,252000,NV037,ZaloPay,,Bà Rịa - Vũng Tàu
HD0800040,2025-08-02 15:57,Sữa đặc Ông Thọ,SP010,8,25000,200000,NV005,Thẻ,KH080,Kiên Giang
HD0800041,2025-08-27 14:33,Cafe Nescafe đen đá,SP028,8,17000,136000,NV047,Chuyển khoản,KH969,Lâm Đồng
HD0800042,2025-08-26 01:59,Trứng gà CP hộp 10 quả,SP046,9,33000,297000,NV036,ZaloPay,,Hải Dương
HD0800043,2025-08-15 11:32,Chổi lau nhà 360 độ,SP096,9,99000,891000,NV049,Chuyển khoản,,Hòa Bình
HD0800044,2025-08-26 20:44,Băng keo trong 5cm,SP062,6,10000,60000,NV031,Tiền mặt,KH678,Vĩnh Phúc
HD0800045,2025-08-07 21:08,Bánh Pía Sóc Trăng mini,SP051,1,15000,15000,NV001,Chuyển khoản,KH649,Đồng Tháp
HD0800046,2025-08-15 23:48,Sữa đậu nành Fami,SP011,4,6000,24000,NV047,MoMo,KH751,Long An
HD0800047,2025-08-09 06:41,Sữa chua uống Probi,SP009,6,7000,42000,NV029,ZaloPay,KH825,Khánh Hòa
HD0800048,2025-08-10 06:05,Bánh quy AFC,SP049,3,16000,48000,NV038,Tiền mặt,KH362,Cần Thơ
HD0800049,2025-08-07 04:01,Bình nước giữ nhiệt 500ml,SP072,9,65000,585000,NV002,Tiền mặt,KH043,Tuyên Quang
HD0800050,2025-08-19 10:07,Giấy in A4 Double A,SP085,5,68000,340000,NV021,Tiền mặt,KH929,Quảng Ngãi
HD0800051,2025-08-03 09:43,Nước ngọt Pepsi 390ml,SP021,6,9000,54000,NV043,ZaloPay,KH013,Long An
HD0800052,2025-08-18 02:23,Gạo ST25 2kg,SP045,7,68000,476000,NV044,Tiền mặt,KH353,Đắk Nông
HD0800053,2025-08-13 18:33,Kẹo Alpenliebe,SP016,10,5000,50000,NV011,Chuyển khoản,,Điện Biên
HD0800054,2025-08-24 03:54,Trà xanh không độ,SP019,6,10000,60000,NV013,Chuyển khoản,KH800,An Giang
HD0800055,2025-08-14 16:31,Bật lửa gas mini,SP056,7,6000,42000,NV014,ZaloPay,,Yên Bái
HD0800056,2025-08-12 23:20,Coca-Cola lon 330ml,SP022,10,9000,90000,NV036,MoMo,,Bình Phước
HD0800057,2025-08-03 19:38,Dầu ăn Tường An 1L,SP044,10,59000,590000,NV013,Tiền mặt,KH409,Tuyên Quang
HD0800058,2025-08-01 05:45,Ổ cắm điện 5 lỗ,SP057,5,35000,175000,NV010,Chuyển khoản,KH983,Gia Lai
HD0800059,2025-08-18 12:52,Khay đựng hồ sơ,SP079,10,18000,180000,NV048,Thẻ,KH306,Quảng Nam
HD0800060,2025-08-13 17:12,Bánh mì sandwich Tường An,SP047,6,23000,138000,NV027,MoMo,KH969,Bạc Liêu
HD0800061,2025-08-11 19:00,Sữa chua uống Probi,SP009,5,7000,35000,NV043,ZaloPay,KH621,Bắc Giang
HD0800062,2025-08-07 15:53,Máy tính Casio FX-580,SP087,10,720000,7200000,NV034,Chuyển khoản,KH214,Thừa Thiên Huế
HD0800063,2025-08-27 04:33,Nước xịt phòng hương lavender,SP092,1,42000,42000,NV028,Chuyển khoản,KH736,Trà Vinh
HD0800064,2025-08-12 20:02,Bút chì gỗ HB,SP068,5,7000,35000,NV002,MoMo,KH037,Đắk Lắk
HD0800065,2025-08-18 07:05,Pin tiểu Panasonic (2 viên),SP060,4,18000,72000,NV040,Thẻ,KH243,Đà Nẵng
HD0800066,2025-08-15 13:39,USB 32GB Kingston,SP076,2,110000,220000,NV020,ZaloPay,KH527,Quảng Ninh
HD0800067,2025-08-14 16:14,Dầu gội Clear Men 170g,SP035,4,46000,184000,NV030,Chuyển khoản,KH009,Bắc Kạn
HD0800068,2025-08-09 12:56,Sáp thơm phòng,SP093,10,20000,200000,NV017,Tiền mặt,,Ninh Thuận
HD0800069,2025-08-25 06:08,Trà sữa C2,SP025,8,9000,72000,NV030,ZaloPay,KH925,Hà Giang
HD0800070,2025-08-18 09:00,Kẹp giấy lớn,SP069,10,5000,50000,NV049,Tiền mặt,KH763,Cà Mau
HD0800071,2025-08-26 20:22,Bìa còng A4,SP081,8,22000,176000,NV049,Chuyển khoản,,Lai Châu
HD0800072,2025-08-13 05:05,Khẩu trang y tế hộp 50 cái,SP090,4,37000,148000,NV026,Thẻ,,Yên Bái
HD0800073,2025-08-08 08:09,Kẹp bướm 32mm,SP084,4,5000,20000,NV004,Tiền mặt,KH319,Tây Ninh
HD0800074,2025-08-02 03:40,Sting dâu 330ml,SP023,2,10000,20000,NV046,Thẻ,KH280,Hà Giang
HD0800075,2025-08-08 01:22,Kem đánh răng P/S 100g,SP033,9,21000,189000,NV023,Thẻ,KH282,Bình Dương
HD0800076,2025-08-20 12:02,Bột nêm Knorr 400g,SP097,5,35000,175000,NV039,Tiền mặt,KH115,Quảng Trị
HD0800077,2025-08-19 12:12,Sữa đậu nành Fami,SP011,2,6000,12000,NV030,Chuyển khoản,KH226,Cao Bằng
HD0800078,2025-08-02 14:58,Bao cao su OK hộp 3 cái,SP091,6,27000,162000,NV021,Tiền mặt,,Hà Tĩnh
HD0800079,2025-08-12 05:18,Kẹp giấy lớn,SP069,3,5000,15000,NV023,MoMo,,Trà Vinh
HD0800080,2025-08-28 20:10,Mì Hảo Hảo tôm chua cay,SP001,4,9000,36000,NV020,Tiền mặt,KH653,Yên Bái
HD0800081,2025-08-05 23:34,Bánh gạo One One,SP014,5,10000,50000,NV036,Tiền mặt,,Ninh Bình
HD0800082,2025-08-16 01:01,Bột nêm Knorr 400g,SP097,10,35000,350000,NV031,ZaloPay,KH370,Gia Lai
HD0800083,2025-08-16 13:19,Tương cà Heinz,SP099,6,17000,102000,NV048,Thẻ,KH144,Cần Thơ
HD0800084,2025-08-13 07:20,Trà lipton túi lọc hộp 25 gói,SP052,5,42000,210000,NV042,ZaloPay,,Hà Nội
HD0800085,2025-08-18 14:29,Bắp rang bơ đóng gói,SP048,9,11000,99000,NV045,Tiền mặt,,Nam Định
HD0800086,2025-08-10 22:29,Bình nước giữ nhiệt 500ml,SP072,3,65000,195000,NV030,Tiền mặt,,Lào Cai
HD0800087,2025-08-24 02:05,Cafe G7 3in1,SP027,5,16000,80000,NV009,Tiền mặt,KH1000,Bắc Giang
HD0800088,2025-08-25 16:41,Băng keo trong 5cm,SP062,10,10000,100000,NV022,Thẻ,,Đắk Lắk
HD0800089,2025-08-20 08:18,Bút bi Thiên Long,SP063,10,5000,50000,NV003,Chuyển khoản,,Bình Dương
HD0800090,2025-08-23 04:56,Dầu ăn Tường An 1L,SP044,4,59000,236000,NV033,Chuyển khoản,KH619,TP Hồ Chí Minh
HD0800091,2025-08-26 23:54,Túi zipper đựng đồ,SP080,5,10000,50000,NV017,ZaloPay,KH157,Thái Bình
HD0800092,2025-08-17 22:52,Giấy vệ sinh Bless You 10 cuộn,SP031,2,48000,96000,NV046,Tiền mặt,KH161,Tuyên Quang
HD0800093,2025-08-11 18:53,Ổ cắm điện 5 lỗ,SP057,6,35000,210000,NV022,ZaloPay,KH936,Tiền Giang
HD0800094,2025-08-22 17:40,Nước suối Lavie 500ml,SP018,4,7000,28000,NV028,Thẻ,KH286,Đồng Tháp
HD0800095,2025-08-03 19:15,Nước suối Aquafina 500ml,SP017,6,7000,42000,NV009,Thẻ,KH984,Tiền Giang
HD0800096,2025-08-03 23:09,Coca-Cola lon 330ml,SP022,5,9000,45000,NV040,Tiền mặt,KH160,Hưng Yên
HD0800097,2025-08-28 00:04,Nến thơm mini,SP053,4,25000,100000,NV033,MoMo,KH178,Yên Bái
HD0800098,2025-08-20 08:37,USB 32GB Kingston,SP076,4,110000,440000,NV013,Thẻ,KH274,Bình Phước
HD0800099,2025-08-28 21:53,Bút chì gỗ HB,SP068,2,7000,14000,NV032,Thẻ,KH825,Bà Rịa - Vũng Tàu
HD0800100,2025-08-17 23:15,Phở ăn liền Vifon,SP003,4,8500,34000,NV017,Tiền mặt,KH270,Hà Nam
HD0800101,2025-08-08 08:59,Snack Lay’s vị khoai tây,SP005,10,12000,120000,NV034,Thẻ,,Thái Nguyên
HD0800102,2025-08-23 09:10,Bột nêm Knorr 400g,SP097,3,35000,105000,NV045,ZaloPay,,Quảng Nam
HD0800103,2025-08-12 22:39,Dao kéo nhà bếp,SP071,5,28000,140000,NV045,Tiền mặt,,Cao Bằng
HD0800104,2025-08-05 05:05,Bánh Chocopie Orion,SP012,1,38000,38000,NV001,ZaloPay,KH534,Hậu Giang
HD0800105,2025-08-04 17:56,Sting dâu 330ml,SP023,10,10000,100000,NV035,ZaloPay,KH272,Quảng Trị
HD0800106,2025-08-02 22:42,Nước mắm Nam Ngư 500ml,SP041,9,18000,162000,NV010,Chuyển khoản,KH181,Bình Định
HD0800107,2025-08-26 11:22,Kẹp bướm 32mm,SP084,7,5000,35000,NV010,ZaloPay,KH803,Bến Tre
HD0800108,2025-08-15 07:22,Máy tính Casio FX-580,SP087,10,720000,7200000,NV038,MoMo,,An Giang
HD0800109,2025-08-11 17:43,Khay đựng hồ sơ,SP079,2,18000,36000,NV010,Tiền mặt,KH785,Bạc Liêu
HD0800110,2025-08-14 15:49,Nước xịt phòng hương lavender,SP092,9,42000,378000,NV006,MoMo,,Trà Vinh
HD0800111,2025-08-12 10:47,Tương ớt Cholimex,SP098,1,12000,12000,NV001,MoMo,,Tây Ninh
HD0800112,2025-08-06 01:21,Cafe lon Highlands,SP026,5,18000,90000,NV046,Chuyển khoản,KH300,Bắc Ninh
HD0800113,2025-08-24 18:31,Cáp sạc Type-C,SP077,1,30000,30000,NV009,MoMo,KH392,Vĩnh Phúc
HD0800114,2025-08-25 16:46,Kẹp giấy lớn,SP069,2,5000,10000,NV028,Thẻ,,Hải Phòng
HD0800115,2025-08-15 17:30,Băng keo trong 5cm,SP062,1,10000,10000,NV005,Tiền mặt,KH409,Lạng Sơn
HD0800116,2025-08-01 09:10,Trứng gà CP hộp 10 quả,SP046,4,33000,132000,NV046,ZaloPay,KH275,Hà Nội
HD0800117,2025-08-24 18:22,Giấy decal in A4,SP086,4,19000,76000,NV029,Tiền mặt,,Đắk Lắk
HD0800118,2025-08-18 15:05,Miếng lót chuột nhỏ,SP078,8,12000,96000,NV044,Tiền mặt,,Bình Dương
HD0800119,2025-08-22 13:26,Đường Biên Hòa 1kg,SP042,5,25000,125000,NV034,MoMo,KH858,Bến Tre
HD0800120,2025-08-13 05:31,Bánh Chocopie Orion,SP012,10,38000,380000,NV015,MoMo,,Quảng Trị
HD0800121,2025-08-20 08:24,Bánh quy AFC,SP049,8,16000,128000,NV034,Thẻ,KH817,Bắc Giang
HD0800122,2025-08-04 11:41,Bao cao su OK hộp 3 cái,SP091,7,27000,189000,NV023,Tiền mặt,KH001,Lai Châu
HD0800123,2025-08-23 17:48,Nước lau sàn Gift,SP037,5,31000,155000,NV007,Tiền mặt,KH164,Sóc Trăng
HD0800124,2025-08-03 04:14,Nước ngọt Pepsi 390ml,SP021,2,9000,18000,NV050,Tiền mặt,KH572,Lạng Sơn
HD0800125,2025-08-04 21:35,Bình nước giữ nhiệt 500ml,SP072,5,65000,325000,NV020,ZaloPay,,Bạc Liêu
HD0800126,2025-08-23 18:08,Giấy decal in A4,SP086,3,19000,57000,NV007,Thẻ,,Hải Dương
HD0800127,2025-08-05 17:28,Gạo ST25 2kg,SP045,2,68000,136000,NV037,Thẻ,KH281,Sóc Trăng
HD0800128,2025-08-07 19:54,Kẹp bướm 32mm,SP084,10,5000,50000,NV007,Thẻ,,Đà Nẵng
HD0800129,2025-08-03 03:53,Khăn giấy rút Pulppy,SP029,8,22000,176000,NV044,Chuyển khoản,KH174,Hải Phòng
HD0800130,2025-08-19 01:31,Ổ cắm điện 5 lỗ,SP057,9,35000,315000,NV026,Thẻ,KH010,Sơn La
HD0800131,2025-08-17 00:58,Kem đánh răng P/S 100g,SP033,4,21000,84000,NV036,Tiền mặt,KH808,Quảng Bình
HD0800132,2025-08-08 19:51,Snack Lay’s vị khoai tây,SP005,4,12000,48000,NV019,Chuyển khoản,KH720,Nghệ An
HD0800133,2025-08-12 10:41,Bìa lá A4,SP083,1,12000,12000,NV033,Chuyển khoản,,Thái Bình
HD0800134,2025-08-07 03:32,Bánh tráng cuốn mè,SP050,1,17000,17000,NV045,Tiền mặt,KH807,Đà Nẵng
HD0800135,2025-08-05 01:31,Bánh mì sandwich Tường An,SP047,10,23000,230000,NV037,MoMo,KH198,Hưng Yên
HD0800136,2025-08-17 00:52,Giấy in A4 Double A,SP085,7,68000,476000,NV037,Thẻ,KH391,Hải Phòng
HD0800137,2025-08-16 13:12,Trà lipton túi lọc hộp 25 gói,SP052,8,42000,336000,NV017,ZaloPay,,Sơn La
HD0800138,2025-08-28 21:20,Khay đựng hồ sơ,SP079,9,18000,162000,NV003,Thẻ,KH366,Hòa Bình
HD0800139,2025-08-08 04:13,Bánh tráng Tân Nhiên,SP004,3,12000,36000,NV015,Thẻ,KH416,Thái Nguyên
HD0800140,2025-08-21 14:02,Dầu ăn Tường An 1L,SP044,4,59000,236000,NV040,ZaloPay,KH930,Tiền Giang
HD0800141,2025-08-27 01:30,Kẹp bướm 32mm,SP084,1,5000,5000,NV006,Thẻ,,Bình Dương
HD0800142,2025-08-23 20:00,Giấy in A4 Double A,SP085,10,68000,680000,NV048,Thẻ,KH033,Lai Châu
HD0800143,2025-08-09 21:54,Giấy decal in A4,SP086,7,19000,133000,NV009,Tiền mặt,KH992,Phú Yên
HD0800144,2025-08-24 15:37,Phở ăn liền Vifon,SP003,3,8500,25500,NV015,Thẻ,KH616,Hà Tĩnh
HD0800145,2025-08-19 02:32,Túi zipper đựng đồ,SP080,3,10000,30000,NV014,MoMo,KH739,Yên Bái
HD0800146,2025-08-26 02:29,Trà lipton túi lọc hộp 25 gói,SP052,9,42000,378000,NV049,ZaloPay,KH565,Đắk Lắk
HD0800147,2025-08-07 07:06,Miếng lót chuột nhỏ,SP078,4,12000,48000,NV013,Thẻ,KH553,Khánh Hòa
HD0800148,2025-08-04 20:00,Sữa chua uống Probi,SP009,10,7000,70000,NV020,Chuyển khoản,KH566,Quảng Ninh
HD0800149,2025-08-02 06:11,Bút bi Thiên Long,SP063,7,5000,35000,NV041,Thẻ,KH249,Hưng Yên
HD0800150,2025-08-18 19:50,Băng keo trong 5cm,SP062,7,10000,70000,NV031,ZaloPay,,Hà Tĩnh
HD0800151,2025-08-18 04:31,Kẹo cao su Doublemint,SP015,6,6000,36000,NV010,Chuyển khoản,,Bình Dương
HD0800152,2025-08-19 06:06,Kẹo cao su Doublemint,SP015,7,6000,42000,NV048,Thẻ,KH858,Quảng Ninh
HD0800153,2025-08-20 03:49,Dao kéo nhà bếp,SP071,6,28000,168000,NV021,Tiền mặt,KH589,Sóc Trăng
HD0800154,2025-08-12 16:35,Khăn giấy rút Pulppy,SP029,8,22000,176000,NV003,Tiền mặt,,Quảng Ngãi
HD0800155,2025-08-20 00:09,Cáp sạc Type-C,SP077,8,30000,240000,NV013,ZaloPay,KH457,Hà Tĩnh
HD0800156,2025-08-13 06:36,Bánh quy AFC,SP049,4,16000,64000,NV009,Chuyển khoản,KH127,Phú Thọ
HD0800157,2025-08-06 12:31,Nước mắm Nam Ngư 500ml,SP041,9,18000,162000,NV010,Chuyển khoản,KH412,Yên Bái
HD0800158,2025-08-10 22:18,Chổi quét bụi mini,SP054,5,21000,105000,NV032,Thẻ,KH623,Phú Yên
HD0800159,2025-08-22 07:17,File còng 4cm,SP082,3,26000,78000,NV029,MoMo,KH080,Lạng Sơn
HD0800160,2025-08-12 14:57,Sữa rửa mặt Hazeline nghệ,SP034,7,34000,238000,NV033,Tiền mặt,KH624,Hà Giang
HD0800161,2025-08-08 16:53,Khay đựng hồ sơ,SP079,6,18000,108000,NV003,Chuyển khoản,KH245,Tuyên Quang
HD0800162,2025-08-19 02:49,Trà lipton túi lọc hộp 25 gói,SP052,10,42000,420000,NV033,Thẻ,KH992,An Giang
HD0800163,2025-08-16 23:37,Xà phòng Lifebuoy bánh,SP038,5,11000,55000,NV024,MoMo,KH279,Thái Bình
HD0800164,2025-08-05 08:16,Khăn giấy ướt Bobby,SP030,5,22000,110000,NV048,Chuyển khoản,,Tiền Giang
HD0800165,2025-08-14 08:36,Nước ép cam Twister,SP020,1,11000,11000,NV047,ZaloPay,KH565,Nam Định
HD0800166,2025-08-10 22:57,Tương cà Heinz,SP099,2,17000,34000,NV017,Thẻ,KH556,Bến Tre
HD0800167,2025-08-06 19:17,Sữa tươi Vinamilk có đường 180ml,SP007,3,6500,19500,NV007,Tiền mặt,,Kon Tum
HD0800168,2025-08-08 17:48,Dao rọc giấy nhỏ,SP061,5,8000,40000,NV012,MoMo,KH265,Quảng Bình
HD0800169,2025-08-17 00:15,Bìa lá A4,SP083,10,12000,120000,NV039,Tiền mặt,KH938,Thừa Thiên Huế
HD0800170,2025-08-23 14:14,Túi zipper đựng đồ,SP080,10,10000,100000,NV034,MoMo,KH903,Đồng Tháp
HD0800171,2025-08-06 19:59,Trứng gà CP hộp 10 quả,SP046,8,33000,264000,NV028,Tiền mặt,KH862,Thanh Hóa
HD0800172,2025-08-08 00:23,Bánh quy Cosy Marie,SP013,1,15000,15000,NV023,Thẻ,KH551,Đồng Nai
HD0800173,2025-08-16 01:15,Sữa đậu nành Fami,SP011,7,6000,42000,NV018,Chuyển khoản,,Quảng Ninh
HD0800174,2025-08-21 10:58,Nước suối Lavie 500ml,SP018,2,7000,14000,NV005,Chuyển khoản,KH369,Bình Phước
HD0800175,2025-08-27 20:02,Coca-Cola lon 330ml,SP022,2,9000,18000,NV023,Thẻ,KH113,Kiên Giang
HD0800176,2025-08-13 23:00,Sting dâu 330ml,SP023,5,10000,50000,NV004,Tiền mặt,,Cao Bằng
HD0800177,2025-08-10 19:02,Khăn giấy ướt Bobby,SP030,1,22000,22000,NV028,Tiền mặt,KH302,Quảng Bình
HD0800178,2025-08-12 08:09,Mì Omachi xốt spaghetti,SP002,3,11000,33000,NV003,ZaloPay,KH199,Bình Thuận
HD0800179,2025-08-15 08:56,Kẹo cao su Doublemint,SP015,2,6000,12000,NV004,Thẻ,,Long An
HD0800180,2025-08-09 10:13,Ổ cắm điện 3 lỗ,SP088,6,30000,180000,NV023,ZaloPay,KH454,Thanh Hóa
HD0800181,2025-08-25 21:04,Bìa nhựa 2 mặt,SP067,8,8000,64000,NV043,Chuyển khoản,KH753,Cần Thơ
HD0800182,2025-08-06 01:21,Khẩu trang y tế hộp 50 cái,SP090,9,37000,333000,NV044,Chuyển khoản,KH546,Phú Thọ
HD0800183,2025-08-28 09:06,Bao cao su OK hộp 3 cái,SP091,4,27000,108000,NV046,Chuyển khoản,KH784,Thừa Thiên Huế
HD0800184,2025-08-20 07:27,USB 32GB Kingston,SP076,7,110000,770000,NV030,ZaloPay,,Long An
HD0800185,2025-08-21 11:09,Khăn giấy rút Pulppy,SP029,7,22000,154000,NV041,MoMo,KH769,Bình Phước
HD0800186,2025-08-03 13:46,Thùng rác nhựa 10L,SP055,1,45000,45000,NV005,MoMo,KH602,Bình Dương
HD0800187,2025-08-24 06:48,Bàn chải P/S,SP032,8,15000,120000,NV014,MoMo,KH299,Tuyên Quang
HD0800188,2025-08-19 17:36,Nước ngọt Pepsi 390ml,SP021,10,9000,90000,NV046,ZaloPay,KH752,Quảng Bình
HD0800189,2025-08-21 06:18,Nước lau sàn Gift,SP037,10,31000,310000,NV015,MoMo,,Đắk Nông
HD0800190,2025-08-11 11:00,Sữa tươi Vinamilk có đường 180ml,SP007,8,6500,52000,NV025,ZaloPay,KH653,Bắc Kạn
HD0800191,2025-08-09 13:32,Đường Biên Hòa 1kg,SP042,1,25000,25000,NV033,ZaloPay,KH360,Bà Rịa - Vũng Tàu
HD0800192,2025-08-07 23:15,Phở ăn liền Vifon,SP003,10,8500,85000,NV025,Chuyển khoản,KH957,Bình Phước
HD0800193,2025-08-04 05:33,Ổ cắm điện 5 lỗ,SP057,1,35000,35000,NV022,Tiền mặt,,Điện Biên
HD0800194,2025-08-28 09:07,Bìa lá A4,SP083,4,12000,48000,NV039,Tiền mặt,KH342,Cần Thơ
HD0800195,2025-08-14 14:19,Bật lửa gas mini,SP056,2,6000,12000,NV039,ZaloPay,,Nam Định
HD0800196,2025-08-02 10:05,Bánh tráng Tân Nhiên,SP004,3,12000,36000,NV030,MoMo,KH516,Sơn La
HD0800197,2025-08-23 04:50,Snack Oishi tôm cay,SP006,5,10000,50000,NV027,ZaloPay,KH215,Quảng Bình
HD0800198,2025-08-14 22:46,Tương ớt Cholimex,SP098,8,12000,96000,NV034,Chuyển khoản,KH606,Thừa Thiên Huế
HD0800199,2025-08-19 17:44,Dao kéo nhà bếp,SP071,1,28000,28000,NV049,ZaloPay,,Bình Phước
HD0800200,2025-08-20 02:15,Coca-Cola lon 330ml,SP022,9,9000,81000,NV034,Chuyển khoản,KH563,Quảng Bình
HD0800201,2025-08-08 14:09,Bột nêm Knorr 400g,SP097,8,35000,280000,NV024,Thẻ,KH324,Tiền Giang
HD0800202,2025-08-16 22:24,Bánh gạo One One,SP014,10,10000,100000,NV009,Thẻ,KH256,Lâm Đồng
HD0800203,2025-08-22 18:54,Trứng gà CP hộp 10 quả,SP046,10,33000,330000,NV005,ZaloPay,KH204,Bến Tre
HD0800204,2025-08-04 15:24,Dụng cụ cắt móng tay,SP094,2,17000,34000,NV021,MoMo,KH549,Lai Châu
HD0800205,2025-08-05 17:12,Sting dâu 330ml,SP023,8,10000,80000,NV046,Thẻ,,Cần Thơ
HD0800206,2025-08-20 04:52,Tương ớt Cholimex,SP098,1,12000,12000,NV012,MoMo,KH691,Hải Dương
HD0800207,2025-08-08 05:06,Khăn giấy ướt Bobby,SP030,10,22000,220000,NV040,ZaloPay,KH482,Hải Phòng
HD0800208,2025-08-05 23:56,Dao rọc giấy nhỏ,SP061,4,8000,32000,NV004,ZaloPay,KH988,Vĩnh Long
HD0800209,2025-08-15 07:36,Bàn chải P/S,SP032,9,15000,135000,NV038,ZaloPay,KH469,Tiền Giang
HD0800210,2025-08-04 03:14,Nước rửa tay Lifebuoy,SP036,5,25000,125000,NV025,Tiền mặt,KH652,Bình Thuận
HD0800211,2025-08-11 02:36,Nước mắm Nam Ngư 500ml,SP041,7,18000,126000,NV046,Thẻ,KH023,Quảng Nam
