Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD0200026,2025-02-16 06:39,Gia vị nấu bún bò Huế,SP100,3,24000,72000,NV006,MoMo,,Nam Định
HD0200027,2025-02-14 20:07,Bột nêm Knorr 400g,SP097,10,35000,350000,NV035,Tiền mặt,KH028,Tuyên Quang
HD0200028,2025-02-16 04:46,Nước rửa tay Lifebuoy,SP036,5,25000,125000,NV035,MoMo,KH653,Hòa Bình
HD0200029,2025-02-23 00:14,Nước rửa tay Lifebuoy,SP036,1,25000,25000,NV027,Chuyển khoản,,Quảng Nam
HD0200030,2025-02-04 19:21,Coca-Cola lon 330ml,SP022,1,9000,9000,NV049,MoMo,KH730,Ninh Bình
HD0200031,2025-02-23 15:05,Bìa còng A4,SP081,2,22000,44000,NV042,MoMo,KH201,Lâm Đồng
HD0200032,2025-02-12 16:13,Khăn giấy rút Pulppy,SP029,2,22000,44000,NV035,Chuyển khoản,KH135,Quảng Nam
HD0200033,2025-02-09 21:31,Nước ép cam Twister,SP020,3,11000,33000,NV027,Chuyển khoản,,Thanh Hóa
HD0200034,2025-02-06 13:01,Quạt mini USB,SP073,1,32000,32000,NV014,MoMo,KH174,Gia Lai
HD0200035,2025-02-10 08:01,USB 32GB Kingston,SP076,8,110000,880000,NV021,Thẻ,KH341,Kiên Giang
HD0200036,2025-02-21 00:04,Miếng dán cường lực điện thoại,SP059,7,15000,105000,NV025,Thẻ,KH329,Sơn La
HD0200037,2025-02-17 22:34,Bánh quy AFC,SP049,9,16000,144000,NV040,Chuyển khoản,KH782,Bình Dương
HD0200038,2025-02-28 03:14,Bột nêm Knorr 400g,SP097,9,35000,315000,NV050,ZaloPay,KH190,Thái Nguyên
HD0200039,2025-02-15 20:40,Dầu ăn Tường An 1L,SP044,5,59000,295000,NV038,ZaloPay,KH362,Điện Biên
HD0200040,2025-02-16 23:02,Bột nêm Knorr 400g,SP097,5,35000,175000,NV030,Tiền mặt,KH988,Bạc Liêu
HD0200041,2025-02-12 03:39,Xà phòng Lifebuoy bánh,SP038,2,11000,22000,NV001,ZaloPay,KH865,Cà Mau
HD0200042,2025-02-21 01:14,Mì Hảo Hảo tôm chua cay,SP001,6,9000,54000,NV027,Thẻ,KH107,Khánh Hòa
HD0200043,2025-02-15 23:13,Bánh tráng cuốn mè,SP050,2,17000,34000,NV026,Tiền mặt,KH122,Bến Tre
HD0200044,2025-02-01 16:11,Gôm Pentel,SP066,5,4000,20000,NV015,Chuyển khoản,KH592,Đắk Nông
HD0200045,2025-02-25 18:04,Thước kẻ 20cm,SP065,10,6000,60000,NV032,ZaloPay,KH069,Bình Định
HD0200046,2025-02-21 04:00,Dầu ăn Tường An 1L,SP044,2,59000,118000,NV001,MoMo,KH533,Bình Dương
HD0200047,2025-02-23 01:03,Bánh quy AFC,SP049,5,16000,80000,NV005,Thẻ,KH602,Long An
HD0200048,2025-02-07 07:27,Thước kẻ 20cm,SP065,6,6000,36000,NV044,Tiền mặt,KH292,Tiền Giang
HD0200049,2025-02-26 05:43,Bao cao su OK hộp 3 cái,SP091,10,27000,270000,NV032,MoMo,,Cà Mau
HD0200050,2025-02-26 13:01,Kẹo Alpenliebe,SP016,9,5000,45000,NV034,ZaloPay,KH707,Hà Nam
HD0200051,2025-02-23 14:47,Bánh tráng Tân Nhiên,SP004,10,12000,120000,NV017,Chuyển khoản,KH714,Hà Nam
HD0200052,2025-02-19 04:24,Bột nêm Knorr 400g,SP097,5,35000,175000,NV007,Tiền mặt,KH807,Lạng Sơn
HD0200053,2025-02-26 15:16,Kẹo Alpenliebe,SP016,9,5000,45000,NV023,ZaloPay,,Vĩnh Long
HD0200054,2025-02-13 16:19,Muối i-ốt 500g,SP043,10,7000,70000,NV049,ZaloPay,KH913,Nghệ An
HD0200055,2025-02-13 10:30,Quạt mini USB,SP073,1,32000,32000,NV010,Tiền mặt,,Cần Thơ
HD0200056,2025-02-12 22:50,Redbull Thái Lan 250ml,SP024,9,12000,108000,NV050,Tiền mặt,KH652,Đồng Tháp
HD0200057,2025-02-15 08:28,Bình nước giữ nhiệt 500ml,SP072,5,65000,325000,NV034,Chuyển khoản,KH317,Lào Cai
HD0200058,2025-02-02 19:25,Nước mắm Nam Ngư 500ml,SP041,1,18000,18000,NV042,Tiền mặt,KH253,Sơn La
HD0200059,2025-02-03 16:27,Kẹp bướm 32mm,SP084,1,5000,5000,NV010,Chuyển khoản,KH825,Hà Nội
HD0200060,2025-02-18 01:45,Khay đựng hồ sơ,SP079,10,18000,180000,NV029,MoMo,,Hải Phòng
HD0200061,2025-02-16 21:27,Dụng cụ cắt móng tay,SP094,3,17000,51000,NV013,Thẻ,KH602,Tây Ninh
HD0200062,2025-02-10 19:03,Ổ cắm điện 3 lỗ,SP088,1,30000,30000,NV039,Tiền mặt,KH185,Hà Nội
HD0200063,2025-02-16 19:19,Sữa đặc Ông Thọ,SP010,5,25000,125000,NV013,Thẻ,KH657,Yên Bái
HD0200064,2025-02-13 00:59,Nước xịt phòng hương lavender,SP092,5,42000,210000,NV034,Tiền mặt,KH680,Đồng Tháp
HD0200065,2025-02-12 22:02,Bao cao su OK hộp 3 cái,SP091,4,27000,108000,NV006,ZaloPay,KH431,Sóc Trăng
HD0200066,2025-02-11 08:34,Bàn chải P/S,SP032,8,15000,120000,NV023,ZaloPay,,Kon Tum
HD0200067,2025-02-13 06:08,Nước xả Comfort,SP040,6,52000,312000,NV016,Thẻ,KH512,Hà Tĩnh
HD0200068,2025-02-12 15:37,Dao kéo nhà bếp,SP071,1,28000,28000,NV034,Chuyển khoản,KH479,Hải Phòng
HD0200069,2025-02-25 04:40,Sữa đặc Ông Thọ,SP010,9,25000,225000,NV050,ZaloPay,KH331,Thái Nguyên
HD0200070,2025-02-15 14:05,Nước lau sàn Gift,SP037,3,31000,93000,NV047,Thẻ,KH859,Trà Vinh
HD0200071,2025-02-18 17:25,Bìa lá A4,SP083,3,12000,36000,NV039,Thẻ,KH054,Quảng Nam
HD0200072,2025-02-11 23:06,Nước xả Comfort,SP040,2,52000,104000,NV025,Thẻ,,Nam Định
HD0200073,2025-02-20 04:51,Giấy in A4 Double A,SP085,2,68000,136000,NV006,MoMo,,Nam Định
HD0200074,2025-02-24 03:38,Máy tính Casio FX-580,SP087,5,720000,3600000,NV010,ZaloPay,KH423,Quảng Bình
HD0200075,2025-02-13 22:50,Khay đựng hồ sơ,SP079,7,18000,126000,NV029,Chuyển khoản,KH217,Bắc Ninh
HD0200076,2025-02-11 12:17,Miếng lót chuột nhỏ,SP078,6,12000,72000,NV022,ZaloPay,KH925,Cần Thơ
HD0200077,2025-02-24 18:47,Thước kẻ 20cm,SP065,9,6000,54000,NV039,MoMo,KH612,Đồng Nai
HD0200078,2025-02-09 06:04,Tai nghe nhét tai giá rẻ,SP058,7,35000,245000,NV026,Chuyển khoản,KH786,Lào Cai
HD0200079,2025-02-23 11:33,Quạt mini USB,SP073,3,32000,96000,NV003,Chuyển khoản,KH609,Đồng Nai
HD0200080,2025-02-06 03:37,Bàn chải P/S,SP032,9,15000,135000,NV050,Chuyển khoản,,Bình Thuận
HD0200081,2025-02-15 02:35,Khăn giấy ướt Bobby,SP030,8,22000,176000,NV033,ZaloPay,KH301,Đồng Nai
HD0200082,2025-02-16 16:57,Pin tiểu Panasonic (2 viên),SP060,9,18000,162000,NV004,MoMo,KH786,Đắk Lắk
HD0200083,2025-02-12 16:41,Nước suối Aquafina 500ml,SP017,4,7000,28000,NV043,Thẻ,KH884,Tiền Giang
HD0200084,2025-02-04 03:32,Phở ăn liền Vifon,SP003,8,8500,68000,NV050,Tiền mặt,KH394,Ninh Thuận
HD0200085,2025-02-24 18:51,Dầu gội Clear Men 170g,SP035,4,46000,184000,NV034,Chuyển khoản,KH856,Lâm Đồng
HD0200086,2025-02-20 00:00,Bánh quy AFC,SP049,7,16000,112000,NV019,Tiền mặt,KH562,Hà Nam
HD0200087,2025-02-04 22:21,Tập vở 200 trang,SP064,3,14000,42000,NV047,Tiền mặt,,Điện Biên
HD0200088,2025-02-08 17:41,Bánh gạo One One,SP014,5,10000,50000,NV001,Tiền mặt,KH107,Cần Thơ
HD0200089,2025-02-19 15:54,Kẹp bướm 32mm,SP084,5,5000,25000,NV030,MoMo,KH079,Yên Bái
HD0200090,2025-02-24 02:16,Ổ cứng SSD 240GB,SP075,4,620000,2480000,NV011,Chuyển khoản,KH578,Vĩnh Long
HD0200091,2025-02-26 23:49,Ổ cắm điện 5 lỗ,SP057,4,35000,140000,NV020,Chuyển khoản,KH167,Đồng Nai
HD0200092,2025-02-14 00:43,Chổi quét bụi mini,SP054,3,21000,63000,NV040,Tiền mặt,KH853,Bắc Giang
HD0200093,2025-02-10 09:22,Kẹp giấy lớn,SP069,1,5000,5000,NV046,Tiền mặt,KH643,Hải Phòng
HD0200094,2025-02-18 01:01,Kẹo Alpenliebe,SP016,2,5000,10000,NV016,Chuyển khoản,,Vĩnh Long
HD0200095,2025-02-22 10:18,Gôm Pentel,SP066,6,4000,24000,NV006,MoMo,KH491,Sơn La
HD0200096,2025-02-03 09:35,Tai nghe nhét tai giá rẻ,SP058,9,35000,315000,NV016,MoMo,KH805,Hòa Bình
HD0200097,2025-02-07 00:48,Cafe G7 3in1,SP027,6,16000,96000,NV012,Chuyển khoản,KH369,Long An
HD0200098,2025-02-10 05:50,Nước suối Aquafina 500ml,SP017,2,7000,14000,NV010,Tiền mặt,,Đắk Nông
HD0200099,2025-02-02 16:17,Nước xịt phòng hương lavender,SP092,8,42000,336000,NV040,Thẻ,KH476,Đồng Nai
HD0200100,2025-02-05 01:24,Cafe lon Highlands,SP026,8,18000,144000,NV008,ZaloPay,KH090,Phú Thọ
HD0200101,2025-02-03 17:57,Sting dâu 330ml,SP023,2,10000,20000,NV037,ZaloPay,KH801,Hưng Yên
HD0200102,2025-02-25 03:31,Sting dâu 330ml,SP023,5,10000,50000,NV010,Thẻ,,Bình Định
HD0200103,2025-02-28 03:37,Bút chì gỗ HB,SP068,6,7000,42000,NV004,MoMo,KH200,Lai Châu
HD0200104,2025-02-12 13:50,Ổ cứng SSD 240GB,SP075,2,620000,1240000,NV037,Chuyển khoản,,Hà Nam
HD0200105,2025-02-14 07:01,Giấy vệ sinh Bless You 10 cuộn,SP031,2,48000,96000,NV028,ZaloPay,KH522,Bình Định
HD0200106,2025-02-27 10:30,Giấy in A4 Double A,SP085,9,68000,612000,NV001,ZaloPay,KH557,Quảng Nam
HD0200107,2025-02-07 12:35,Balo laptop chống sốc,SP074,4,140000,560000,NV026,MoMo,KH304,Lạng Sơn
HD0200108,2025-02-12 13:39,Kẹo cao su Doublemint,SP015,9,6000,54000,NV040,Tiền mặt,KH405,Lai Châu
HD0200109,2025-02-10 06:01,Bánh Chocopie Orion,SP012,10,38000,380000,NV003,MoMo,,Hà Nội
HD0200110,2025-02-25 08:37,USB 32GB Kingston,SP076,8,110000,880000,NV014,Chuyển khoản,KH300,Ninh Thuận
HD0200111,2025-02-17 17:10,Bộ dao cạo râu Gillette,SP095,7,33000,231000,NV043,Tiền mặt,KH776,Bến Tre
HD0200112,2025-02-12 21:26,Mì Hảo Hảo tôm chua cay,SP001,6,9000,54000,NV037,MoMo,KH151,Nam Định
HD0200113,2025-02-02 04:31,Dầu ăn Tường An 1L,SP044,1,59000,59000,NV037,MoMo,KH795,Đà Nẵng
HD0200114,2025-02-08 05:06,Ổ cắm điện 5 lỗ,SP057,1,35000,35000,NV013,Thẻ,,Tây Ninh
HD0200115,2025-02-12 22:11,Túi zipper đựng đồ,SP080,10,10000,100000,NV001,MoMo,KH583,Tây Ninh
HD0200116,2025-02-02 20:47,Kem đánh răng P/S 100g,SP033,3,21000,63000,NV018,Thẻ,,Phú Thọ
HD0200117,2025-02-23 14:22,Kem đánh răng P/S 100g,SP033,5,21000,105000,NV016,ZaloPay,KH860,Tây Ninh
HD0200118,2025-02-02 09:50,Sữa rửa mặt Hazeline nghệ,SP034,6,34000,204000,NV034,Chuyển khoản,KH051,Yên Bái
HD0200119,2025-02-27 13:44,Bánh quy Cosy Marie,SP013,3,15000,45000,NV020,Thẻ,KH673,Thái Bình
HD0200120,2025-02-19 20:13,Bìa còng A4,SP081,9,22000,198000,NV036,Tiền mặt,KH507,Quảng Ninh
HD0200121,2025-02-15 06:49,Bộ dao cạo râu Gillette,SP095,6,33000,198000,NV038,ZaloPay,KH740,Nghệ An
HD0200122,2025-02-13 08:41,Thước kẻ 20cm,SP065,1,6000,6000,NV008,MoMo,KH210,An Giang
HD0200123,2025-02-17 21:06,Dao kéo nhà bếp,SP071,6,28000,168000,NV040,ZaloPay,KH229,Cà Mau
HD0200124,2025-02-16 15:20,Kẹo Alpenliebe,SP016,2,5000,10000,NV022,Tiền mặt,,Hà Tĩnh
HD0200125,2025-02-05 05:47,Bắp rang bơ đóng gói,SP048,10,11000,110000,NV005,Tiền mặt,,Nam Định
HD0200126,2025-02-20 19:28,Khay đựng hồ sơ,SP079,2,18000,36000,NV037,MoMo,KH968,Gia Lai
HD0200127,2025-02-10 12:16,Quạt mini USB,SP073,2,32000,64000,NV008,Thẻ,KH854,Hưng Yên
HD0200128,2025-02-08 15:21,Thước kẻ 20cm,SP065,8,6000,48000,NV028,ZaloPay,KH498,Tây Ninh
HD0200129,2025-02-22 03:46,Pin tiểu Panasonic (2 viên),SP060,4,18000,72000,NV007,Chuyển khoản,KH974,Thanh Hóa
HD0200130,2025-02-01 05:19,Dụng cụ cắt móng tay,SP094,4,17000,68000,NV050,ZaloPay,KH670,Quảng Bình
HD0200131,2025-02-01 22:48,Pin tiểu Panasonic (2 viên),SP060,3,18000,54000,NV041,Thẻ,,Đồng Nai
HD0200132,2025-02-18 01:22,Cafe lon Highlands,SP026,6,18000,108000,NV011,Chuyển khoản,KH211,Đồng Nai
HD0200133,2025-02-11 08:51,Gôm Pentel,SP066,9,4000,36000,NV023,MoMo,KH103,Tuyên Quang
HD0200134,2025-02-05 07:07,Quạt mini USB,SP073,6,32000,192000,NV011,Chuyển khoản,KH256,Vĩnh Long
HD0200135,2025-02-27 13:27,Kẹo Alpenliebe,SP016,5,5000,25000,NV044,ZaloPay,,Bắc Giang
HD0200136,2025-02-25 21:19,Muối i-ốt 500g,SP043,5,7000,35000,NV019,Thẻ,KH796,Bạc Liêu
HD0200137,2025-02-20 09:26,Băng keo trong 5cm,SP062,6,10000,60000,NV041,Chuyển khoản,KH404,Quảng Bình
HD0200138,2025-02-20 03:03,Nước mắm Nam Ngư 500ml,SP041,9,18000,162000,NV007,Chuyển khoản,,Trà Vinh
HD0200139,2025-02-20 20:53,Miếng dán cường lực điện thoại,SP059,1,15000,15000,NV042,ZaloPay,KH488,Thái Bình
HD0200140,2025-02-26 01:15,Sáp thơm phòng,SP093,9,20000,180000,NV044,Tiền mặt,KH652,Ninh Bình
HD0200141,2025-02-22 09:54,Tương ớt Cholimex,SP098,1,12000,12000,NV041,Thẻ,,Đắk Lắk
HD0200142,2025-02-18 02:25,Dụng cụ cắt móng tay,SP094,1,17000,17000,NV048,Tiền mặt,,Đà Nẵng
HD0200143,2025-02-09 11:00,Nước ngọt Pepsi 390ml,SP021,2,9000,18000,NV014,Thẻ,KH020,Bình Phước
HD0200144,2025-02-03 18:53,Ổ cắm điện 5 lỗ,SP057,6,35000,210000,NV004,Chuyển khoản,KH056,Thanh Hóa
HD0200145,2025-02-05 21:26,Nước ngọt Pepsi 390ml,SP021,3,9000,27000,NV006,Tiền mặt,KH727,Bình Phước
HD0200146,2025-02-24 10:48,Gôm Pentel,SP066,4,4000,16000,NV019,Thẻ,,Hà Giang
HD0200147,2025-02-01 00:29,Cáp sạc Type-C,SP077,2,30000,60000,NV022,Tiền mặt,KH050,TP Hồ Chí Minh
HD0200148,2025-02-26 07:40,Ổ cắm điện 3 lỗ,SP088,7,30000,210000,NV031,MoMo,KH440,Bắc Ninh
HD0200149,2025-02-14 21:39,Bút chì gỗ HB,SP068,1,7000,7000,NV043,ZaloPay,,Nghệ An
HD0200150,2025-02-20 14:57,Nước mắm Nam Ngư 500ml,SP041,3,18000,54000,NV017,MoMo,KH103,Tuyên Quang
HD0200151,2025-02-03 23:46,Bắp rang bơ đóng gói,SP048,5,11000,55000,NV038,Thẻ,,Bắc Kạn
HD0200152,2025-02-17 08:11,Dầu gội Clear Men 170g,SP035,5,46000,230000,NV047,ZaloPay,KH092,Cà Mau
HD0200153,2025-02-23 12:06,Ổ cứng SSD 240GB,SP075,7,620000,4340000,NV025,Tiền mặt,KH137,Ninh Thuận
HD0200154,2025-02-27 18:51,Ổ cắm điện 5 lỗ,SP057,5,35000,175000,NV020,Thẻ,KH233,Trà Vinh
HD0200155,2025-02-12 21:01,Giấy vệ sinh Bless You 10 cuộn,SP031,10,48000,480000,NV025,Chuyển khoản,,Yên Bái
HD0200156,2025-02-23 13:18,Băng keo trong 5cm,SP062,2,10000,20000,NV035,MoMo,KH571,Tây Ninh
HD0200157,2025-02-04 02:16,Sữa chua uống Probi,SP009,3,7000,21000,NV050,ZaloPay,KH449,Đồng Nai
HD0200158,2025-02-22 19:46,Bao cao su OK hộp 3 cái,SP091,2,27000,54000,NV049,Chuyển khoản,KH548,Đắk Lắk
HD0200159,2025-02-22 12:39,Gia vị nấu bún bò Huế,SP100,2,24000,48000,NV010,Thẻ,KH721,Ninh Thuận
HD0200160,2025-02-14 15:22,Mì Omachi xốt spaghetti,SP002,8,11000,88000,NV037,ZaloPay,KH089,Phú Thọ
HD0200161,2025-02-23 05:35,Cafe G7 3in1,SP027,2,16000,32000,NV048,Thẻ,,Sơn La
HD0200162,2025-02-06 22:03,Nước xịt phòng hương lavender,SP092,9,42000,378000,NV024,ZaloPay,KH119,Quảng Nam
HD0200163,2025-02-26 03:05,Bột giặt Omo 400g,SP039,8,18000,144000,NV042,Chuyển khoản,,Hà Tĩnh
HD0200164,2025-02-27 19:30,Mì Hảo Hảo tôm chua cay,SP001,3,9000,27000,NV005,Thẻ,KH910,Tuyên Quang
HD0200165,2025-02-04 12:59,Gạo ST25 2kg,SP045,3,68000,204000,NV047,Chuyển khoản,KH102,Đắk Lắk
HD0200166,2025-02-25 07:47,Dầu gội Clear Men 170g,SP035,4,46000,184000,NV029,Chuyển khoản,,Khánh Hòa
HD0200167,2025-02-23 14:53,Bìa lá A4,SP083,3,12000,36000,NV010,MoMo,,Bà Rịa - Vũng Tàu
HD0200168,2025-02-10 17:35,Thước kẻ 20cm,SP065,8,6000,48000,NV023,Chuyển khoản,KH634,Bến Tre
HD0200169,2025-02-10 18:09,Redbull Thái Lan 250ml,SP024,9,12000,108000,NV010,Chuyển khoản,KH537,Bạc Liêu
HD0200170,2025-02-14 02:30,Dầu ăn Tường An 1L,SP044,4,59000,236000,NV031,Chuyển khoản,,Nghệ An
HD0200171,2025-02-25 11:05,Balo laptop chống sốc,SP074,2,140000,280000,NV017,Tiền mặt,KH676,An Giang
HD0200172,2025-02-26 01:16,Cafe Nescafe đen đá,SP028,2,17000,34000,NV043,Thẻ,KH404,Quảng Bình
HD0200173,2025-02-27 01:17,Cafe Nescafe đen đá,SP028,4,17000,68000,NV050,ZaloPay,,Lào Cai
HD0200174,2025-02-12 04:27,Nến thơm mini,SP053,3,25000,75000,NV032,MoMo,KH602,Tây Ninh
HD0200175,2025-02-09 11:17,Khăn giấy ướt Bobby,SP030,10,22000,220000,NV038,Tiền mặt,KH401,Nam Định
HD0200176,2025-02-20 20:57,Mì Hảo Hảo tôm chua cay,SP001,2,9000,18000,NV047,ZaloPay,KH437,Bến Tre
HD0200177,2025-02-17 05:18,Cafe G7 3in1,SP027,1,16000,16000,NV006,Chuyển khoản,KH563,Yên Bái
HD0200178,2025-02-22 23:36,Tương cà Heinz,SP099,6,17000,102000,NV027,Tiền mặt,KH110,Bắc Ninh
HD0200179,2025-02-07 08:16,Sữa rửa mặt Hazeline nghệ,SP034,4,34000,136000,NV035,Chuyển khoản,KH500,Trà Vinh
HD0200180,2025-02-12 15:16,Nước xả Comfort,SP040,5,52000,260000,NV021,Tiền mặt,KH450,Cao Bằng
HD0200181,2025-02-20 00:53,Nước lau sàn Gift,SP037,3,31000,93000,NV049,Thẻ,,TP Hồ Chí Minh
HD0200182,2025-02-09 12:18,Ổ cắm điện 5 lỗ,SP057,7,35000,245000,NV013,Tiền mặt,KH959,Hà Giang
HD0200183,2025-02-17 15:39,Bìa còng A4,SP081,8,22000,176000,NV025,Tiền mặt,KH650,Cao Bằng
HD0200184,2025-02-19 02:13,Bánh tráng Tân Nhiên,SP004,6,12000,72000,NV043,Tiền mặt,KH039,Thừa Thiên Huế
HD0200185,2025-02-14 18:57,Bột giặt Omo 400g,SP039,7,18000,126000,NV008,MoMo,KH070,Nghệ An
HD0200186,2025-02-24 10:41,Mì Hảo Hảo tôm chua cay,SP001,3,9000,27000,NV027,Chuyển khoản,KH267,Ninh Thuận
HD0200187,2025-02-19 13:07,Túi zipper đựng đồ,SP080,10,10000,100000,NV048,MoMo,,Kon Tum
HD0200188,2025-02-15 22:04,Khăn giấy rút Pulppy,SP029,4,22000,88000,NV030,Thẻ,KH798,TP Hồ Chí Minh
HD0200189,2025-02-27 19:53,Bìa lá A4,SP083,2,12000,24000,NV047,Thẻ,KH946,Phú Yên
HD0200190,2025-02-10 07:59,Bánh mì sandwich Tường An,SP047,2,23000,46000,NV035,Chuyển khoản,KH577,Bạc Liêu
HD0200191,2025-02-11 21:48,Mì Hảo Hảo tôm chua cay,SP001,2,9000,18000,NV039,MoMo,KH723,Lai Châu
HD0200192,2025-02-27 08:46,Dụng cụ cắt móng tay,SP094,2,17000,34000,NV005,Thẻ,,Vĩnh Phúc
HD0200193,2025-02-19 22:59,Bút chì gỗ HB,SP068,1,7000,7000,NV024,Chuyển khoản,KH972,Hà Nội
HD0200194,2025-02-22 23:55,Bánh quy Cosy Marie,SP013,2,15000,30000,NV020,Chuyển khoản,KH025,Kon Tum
HD0200195,2025-02-18 22:49,Sữa tươi Vinamilk có đường 180ml,SP007,3,6500,19500,NV001,ZaloPay,,Tiền Giang
HD0200196,2025-02-21 03:40,Cáp sạc Type-C,SP077,6,30000,180000,NV025,Chuyển khoản,KH569,Quảng Ngãi
HD0200197,2025-02-09 14:21,Bánh Chocopie Orion,SP012,1,38000,38000,NV043,ZaloPay,KH541,Bắc Kạn
HD0200198,2025-02-13 15:56,Khẩu trang y tế hộp 50 cái,SP090,5,37000,185000,NV024,ZaloPay,KH515,Bình Dương
HD0200199,2025-02-20 10:40,Bìa lá A4,SP083,8,12000,96000,NV016,MoMo,,Bắc Giang
HD0200200,2025-02-17 09:11,Pin tiểu Panasonic (2 viên),SP060,10,18000,180000,NV035,Thẻ,KH950,Cà Mau
HD0200201,2025-02-16 18:37,Bìa còng A4,SP081,6,22000,132000,NV049,Thẻ,KH184,Vĩnh Long
HD0200202,2025-02-15 10:55,Khẩu trang y tế hộp 50 cái,SP090,4,37000,148000,NV020,Chuyển khoản,KH644,Lâm Đồng
HD0200203,2025-02-03 09:08,Bột nêm Knorr 400g,SP097,1,35000,35000,NV007,Thẻ,KH967,Hưng Yên
HD0200204,2025-02-28 15:56,Bánh quy AFC,SP049,5,16000,80000,NV023,MoMo,KH077,Hà Giang
HD0200205,2025-02-24 15:13,Nến thơm mini,SP053,10,25000,250000,NV025,MoMo,KH999,Đắk Nông
HD0200206,2025-02-26 09:10,Khay đựng hồ sơ,SP079,9,18000,162000,NV041,ZaloPay,KH674,Nam Định
HD0200207,2025-02-23 17:38,Bao cao su OK hộp 3 cái,SP091,4,27000,108000,NV009,Chuyển khoản,KH587,Ninh Thuận
HD0200208,2025-02-19 04:10,Bút bi Thiên Long,SP063,4,5000,20000,NV036,Thẻ,KH248,Khánh Hòa
HD0200209,2025-02-06 04:03,Pin tiểu Panasonic (2 viên),SP060,2,18000,36000,NV004,Chuyển khoản,KH356,TP Hồ Chí Minh
HD0200210,2025-02-19 13:29,Bút chì gỗ HB,SP068,10,7000,70000,NV013,Chuyển khoản,KH087,Thái Bình
HD0200211,2025-02-23 20:01,Túi zipper đựng đồ,SP080,2,10000,20000,NV005,Thẻ,KH975,TP Hồ Chí Minh
