Mã giao dịch,Ngày bán,Tên mặt hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền,Mã nhân viên,Phương thức thanh toán,Mã khách hàng,Thành phố
HD0700058,2025-07-26 12:51,Thùng rác nhựa 10L,SP055,10,45000,450000,NV038,Chuyển khoản,KH617,Bình Dương
HD0700059,2025-07-10 02:18,Gôm Pentel,SP066,1,4000,4000,NV033,ZaloPay,,Cao Bằng
HD0700060,2025-07-18 20:00,Gôm Pentel,SP066,9,4000,36000,NV044,MoMo,,Hải Phòng
HD0700061,2025-07-26 05:04,Giấy note 3x3,SP070,5,3000,15000,NV028,Chuyển khoản,KH436,Điện Biên
HD0700062,2025-07-26 06:48,Bình nước giữ nhiệt 500ml,SP072,4,65000,260000,NV025,MoMo,KH442,Đồng Tháp
HD0700063,2025-07-17 00:23,Nước xịt phòng hương lavender,SP092,1,42000,42000,NV042,Thẻ,KH254,Bình Định
HD0700064,2025-07-22 09:15,Ổ cắm điện 3 lỗ,SP088,7,30000,210000,NV039,Tiền mặt,KH662,Long An
HD0700065,2025-07-06 18:38,Khay đựng hồ sơ,SP079,6,18000,108000,NV024,Tiền mặt,KH476,Lào Cai
HD0700066,2025-07-03 12:15,Tập vở 200 trang,SP064,7,14000,98000,NV048,ZaloPay,KH701,Hà Giang
HD0700067,2025-07-20 12:09,Nước xả Comfort,SP040,7,52000,364000,NV048,ZaloPay,,Kiên Giang
HD0700068,2025-07-12 15:46,Sữa đặc Ông Thọ,SP010,9,25000,225000,NV050,Chuyển khoản,,Quảng Ngãi
HD0700069,2025-07-12 08:37,Sáp thơm phòng,SP093,9,20000,180000,NV029,MoMo,KH628,Bà Rịa - Vũng Tàu
HD0700070,2025-07-27 01:04,Bánh tráng cuốn mè,SP050,2,17000,34000,NV024,MoMo,KH620,Tiền Giang
HD0700071,2025-07-05 02:35,Coca-Cola lon 330ml,SP022,6,9000,54000,NV011,ZaloPay,KH362,Sơn La
HD0700072,2025-07-03 19:21,Trà sữa C2,SP025,2,9000,18000,NV035,MoMo,KH152,Cần Thơ
HD0700073,2025-07-12 20:28,Pin tiểu Panasonic (2 viên),SP060,4,18000,72000,NV041,Tiền mặt,,Hà Giang
HD0700074,2025-07-06 04:21,Bìa nhựa 2 mặt,SP067,3,8000,24000,NV035,Tiền mặt,KH989,Kiên Giang
HD0700075,2025-07-05 14:43,Miếng lót chuột nhỏ,SP078,1,12000,12000,NV037,Chuyển khoản,KH190,Hải Phòng
HD0700076,2025-07-03 01:28,Nước xịt phòng hương lavender,SP092,6,42000,252000,NV048,Tiền mặt,KH370,Tuyên Quang
HD0700077,2025-07-01 01:02,Dầu ăn Tường An 1L,SP044,9,59000,531000,NV042,ZaloPay,KH967,Thái Bình
HD0700078,2025-07-16 04:09,Thùng rác nhựa 10L,SP055,2,45000,90000,NV049,Thẻ,KH427,Khánh Hòa
HD0700079,2025-07-08 14:50,Nước suối Aquafina 500ml,SP017,5,7000,35000,NV049,Thẻ,,Yên Bái
HD0700080,2025-07-13 06:27,Bánh gạo One One,SP014,7,10000,70000,NV004,Thẻ,KH525,Bắc Giang
HD0700081,2025-07-21 02:06,Cafe lon Highlands,SP026,4,18000,72000,NV050,Thẻ,KH254,Tây Ninh
HD0700082,2025-07-26 06:23,Cafe Nescafe đen đá,SP028,1,17000,17000,NV002,Tiền mặt,KH482,Hưng Yên
HD0700083,2025-07-02 00:06,Balo laptop chống sốc,SP074,1,140000,140000,NV047,Chuyển khoản,,Hà Giang
HD0700084,2025-07-03 00:15,Redbull Thái Lan 250ml,SP024,9,12000,108000,NV048,Chuyển khoản,,Quảng Bình
HD0700085,2025-07-13 21:49,Bánh quy AFC,SP049,4,16000,64000,NV030,ZaloPay,KH109,Hà Nội
HD0700086,2025-07-27 01:51,Nước ngọt Pepsi 390ml,SP021,1,9000,9000,NV015,MoMo,,Tiền Giang
HD0700087,2025-07-18 11:57,Dao kéo nhà bếp,SP071,10,28000,280000,NV022,Tiền mặt,KH640,Bình Định
HD0700088,2025-07-28 23:12,Tập vở 200 trang,SP064,7,14000,98000,NV014,Thẻ,KH599,Đồng Tháp
HD0700089,2025-07-19 08:09,Máy sấy tóc mini,SP089,3,95000,285000,NV037,MoMo,KH437,Thái Bình
HD0700090,2025-07-05 12:01,Nước xịt phòng hương lavender,SP092,6,42000,252000,NV017,MoMo,,Đà Nẵng
HD0700091,2025-07-26 21:31,Cafe G7 3in1,SP027,2,16000,32000,NV023,Tiền mặt,KH379,Kon Tum
HD0700092,2025-07-20 04:39,Cafe G7 3in1,SP027,1,16000,16000,NV022,Tiền mặt,KH620,Lạng Sơn
HD0700093,2025-07-27 15:23,Bánh quy AFC,SP049,5,16000,80000,NV015,Chuyển khoản,KH001,Quảng Ngãi
HD0700094,2025-07-27 04:34,Bật lửa gas mini,SP056,4,6000,24000,NV020,Chuyển khoản,KH959,Hòa Bình
HD0700095,2025-07-03 16:33,Tập vở 200 trang,SP064,1,14000,14000,NV041,Tiền mặt,KH731,Nam Định
HD0700096,2025-07-02 18:04,Balo laptop chống sốc,SP074,9,140000,1260000,NV019,Chuyển khoản,KH410,Thanh Hóa
HD0700097,2025-07-10 20:08,Mì Hảo Hảo tôm chua cay,SP001,2,9000,18000,NV040,Tiền mặt,KH231,Tiền Giang
HD0700098,2025-07-21 17:51,Chổi lau nhà 360 độ,SP096,1,99000,99000,NV032,Thẻ,KH251,Thái Bình
HD0700099,2025-07-14 12:18,Kẹo Alpenliebe,SP016,7,5000,35000,NV037,Thẻ,KH690,Bắc Kạn
HD0700100,2025-07-08 01:24,Trà xanh không độ,SP019,1,10000,10000,NV002,ZaloPay,KH488,Sóc Trăng
HD0700101,2025-07-25 17:12,Mì Hảo Hảo tôm chua cay,SP001,5,9000,45000,NV020,MoMo,,Thái Bình
HD0700102,2025-07-08 00:29,Gôm Pentel,SP066,5,4000,20000,NV030,Thẻ,,Bắc Giang
HD0700103,2025-07-08 02:33,Bánh Chocopie Orion,SP012,3,38000,114000,NV003,Thẻ,KH835,Cao Bằng
HD0700104,2025-07-24 23:19,Ổ cắm điện 3 lỗ,SP088,8,30000,240000,NV019,ZaloPay,KH282,Đắk Nông
HD0700105,2025-07-08 15:51,Bánh quy AFC,SP049,9,16000,144000,NV042,ZaloPay,,Kon Tum
HD0700106,2025-07-28 17:13,Dao rọc giấy nhỏ,SP061,7,8000,56000,NV030,Chuyển khoản,KH873,Tuyên Quang
HD0700107,2025-07-03 06:32,Thước kẻ 20cm,SP065,4,6000,24000,NV012,Tiền mặt,KH781,Bà Rịa - Vũng Tàu
HD0700108,2025-07-10 18:31,Bánh quy Cosy Marie,SP013,1,15000,15000,NV026,ZaloPay,KH808,Bắc Ninh
HD0700109,2025-07-23 02:25,Bánh quy AFC,SP049,9,16000,144000,NV022,ZaloPay,KH339,Đắk Nông
HD0700110,2025-07-27 22:57,Ổ cắm điện 5 lỗ,SP057,5,35000,175000,NV021,Chuyển khoản,KH880,Đà Nẵng
HD0700111,2025-07-22 08:52,Tập vở 200 trang,SP064,8,14000,112000,NV046,Chuyển khoản,KH057,Quảng Ngãi
HD0700112,2025-07-25 12:03,Sáp thơm phòng,SP093,3,20000,60000,NV024,Tiền mặt,,Thái Nguyên
HD0700113,2025-07-25 23:55,Bánh quy AFC,SP049,5,16000,80000,NV042,Thẻ,KH213,Ninh Thuận
HD0700114,2025-07-03 00:17,Kẹp bướm 32mm,SP084,1,5000,5000,NV019,Thẻ,KH176,Bến Tre
HD0700115,2025-07-20 06:51,Ổ cắm điện 5 lỗ,SP057,3,35000,105000,NV032,Tiền mặt,KH152,Lâm Đồng
HD0700116,2025-07-28 05:04,Giấy vệ sinh Bless You 10 cuộn,SP031,10,48000,480000,NV010,Tiền mặt,,Vĩnh Phúc
HD0700117,2025-07-13 13:42,Đường Biên Hòa 1kg,SP042,7,25000,175000,NV040,MoMo,KH640,Tây Ninh
HD0700118,2025-07-11 23:56,Bánh mì sandwich Tường An,SP047,7,23000,161000,NV025,Tiền mặt,,Đồng Tháp
HD0700119,2025-07-17 06:08,Bánh tráng cuốn mè,SP050,10,17000,170000,NV021,MoMo,,Bắc Giang
HD0700120,2025-07-23 15:22,Miếng dán cường lực điện thoại,SP059,6,15000,90000,NV033,MoMo,KH168,Gia Lai
HD0700121,2025-07-01 02:19,USB 32GB Kingston,SP076,7,110000,770000,NV044,Thẻ,KH430,Trà Vinh
HD0700122,2025-07-24 19:59,Nước xả Comfort,SP040,4,52000,208000,NV045,MoMo,,Quảng Trị
HD0700123,2025-07-02 21:55,Thùng rác nhựa 10L,SP055,10,45000,450000,NV010,MoMo,KH451,Trà Vinh
HD0700124,2025-07-01 06:21,Bánh tráng cuốn mè,SP050,7,17000,119000,NV004,Thẻ,KH654,Đắk Lắk
HD0700125,2025-07-28 23:28,Túi zipper đựng đồ,SP080,3,10000,30000,NV011,MoMo,KH999,Sơn La
HD0700126,2025-07-06 00:03,Sữa chua uống Probi,SP009,2,7000,14000,NV037,Tiền mặt,KH673,Tây Ninh
HD0700127,2025-07-23 19:01,Dụng cụ cắt móng tay,SP094,9,17000,153000,NV008,ZaloPay,,Thanh Hóa
HD0700128,2025-07-15 20:22,Bìa còng A4,SP081,7,22000,154000,NV034,Tiền mặt,KH146,Sơn La
HD0700129,2025-07-04 23:43,Trà sữa C2,SP025,10,9000,90000,NV042,ZaloPay,KH241,Bắc Giang
HD0700130,2025-07-18 07:48,Snack Lay’s vị khoai tây,SP005,8,12000,96000,NV019,MoMo,KH915,Bình Định
HD0700131,2025-07-08 00:54,Sting dâu 330ml,SP023,1,10000,10000,NV036,Tiền mặt,KH983,Hòa Bình
HD0700132,2025-07-05 05:12,Đường Biên Hòa 1kg,SP042,2,25000,50000,NV007,Thẻ,KH755,Quảng Ninh
HD0700133,2025-07-08 23:13,File còng 4cm,SP082,8,26000,208000,NV017,Tiền mặt,,Bắc Kạn
HD0700134,2025-07-21 20:16,Khăn giấy rút Pulppy,SP029,1,22000,22000,NV027,Chuyển khoản,KH265,Nghệ An
HD0700135,2025-07-22 12:48,Trà xanh không độ,SP019,2,10000,20000,NV050,MoMo,KH563,Nghệ An
HD0700136,2025-07-02 23:16,Nước ngọt Pepsi 390ml,SP021,1,9000,9000,NV048,Thẻ,,Hải Dương
HD0700137,2025-07-25 21:30,Trà sữa C2,SP025,6,9000,54000,NV016,MoMo,KH894,Phú Yên
HD0700138,2025-07-17 04:37,Coca-Cola lon 330ml,SP022,4,9000,36000,NV014,Thẻ,,Bắc Giang
HD0700139,2025-07-16 21:33,Kẹp bướm 32mm,SP084,1,5000,5000,NV004,Thẻ,KH081,Hậu Giang
HD0700140,2025-07-23 15:03,Trà sữa C2,SP025,2,9000,18000,NV001,Thẻ,KH754,Bà Rịa - Vũng Tàu
HD0700141,2025-07-05 16:45,Khẩu trang y tế hộp 50 cái,SP090,1,37000,37000,NV036,Chuyển khoản,,Cà Mau
HD0700142,2025-07-22 05:51,Trứng gà CP hộp 10 quả,SP046,3,33000,99000,NV036,ZaloPay,KH899,Quảng Bình
HD0700143,2025-07-16 03:37,Bút bi Thiên Long,SP063,8,5000,40000,NV023,Thẻ,KH297,Thái Bình
HD0700144,2025-07-22 19:30,Xà phòng Lifebuoy bánh,SP038,9,11000,99000,NV006,ZaloPay,KH947,Điện Biên
HD0700145,2025-07-28 15:20,File còng 4cm,SP082,9,26000,234000,NV001,Thẻ,KH587,Quảng Bình
HD0700146,2025-07-08 13:31,Gạo ST25 2kg,SP045,8,68000,544000,NV032,Thẻ,,Quảng Nam
HD0700147,2025-07-01 08:34,Sữa rửa mặt Hazeline nghệ,SP034,5,34000,170000,NV007,MoMo,KH422,Bà Rịa - Vũng Tàu
HD0700148,2025-07-10 16:42,Bàn chải P/S,SP032,6,15000,90000,NV041,MoMo,KH514,Cao Bằng
HD0700149,2025-07-21 15:32,Khăn giấy rút Pulppy,SP029,8,22000,176000,NV013,ZaloPay,KH562,Đồng Nai
HD0700150,2025-07-03 09:43,Sữa chua uống Probi,SP009,3,7000,21000,NV046,MoMo,KH722,Bình Dương
HD0700151,2025-07-09 13:21,Sting dâu 330ml,SP023,4,10000,40000,NV024,MoMo,KH820,Ninh Thuận
HD0700152,2025-07-06 06:02,Giấy note 3x3,SP070,9,3000,27000,NV027,Thẻ,KH272,Lai Châu
HD0700153,2025-07-23 13:52,Trà lipton túi lọc hộp 25 gói,SP052,10,42000,420000,NV030,MoMo,KH450,Khánh Hòa
HD0700154,2025-07-14 05:42,Bình nước giữ nhiệt 500ml,SP072,7,65000,455000,NV049,Thẻ,KH700,Hòa Bình
HD0700155,2025-07-13 07:32,Tập vở 200 trang,SP064,4,14000,56000,NV014,Chuyển khoản,,Long An
HD0700156,2025-07-11 10:29,Dao kéo nhà bếp,SP071,10,28000,280000,NV036,Chuyển khoản,KH542,Khánh Hòa
HD0700157,2025-07-25 18:17,Giấy vệ sinh Bless You 10 cuộn,SP031,6,48000,288000,NV044,Chuyển khoản,KH921,Ninh Bình
HD0700158,2025-07-05 15:19,Giấy vệ sinh Bless You 10 cuộn,SP031,5,48000,240000,NV035,Thẻ,,Quảng Trị
HD0700159,2025-07-16 21:02,Bột nêm Knorr 400g,SP097,4,35000,140000,NV023,ZaloPay,KH009,Hà Tĩnh
HD0700160,2025-07-26 09:42,Khẩu trang y tế hộp 50 cái,SP090,8,37000,296000,NV046,MoMo,KH662,Trà Vinh
HD0700161,2025-07-11 23:51,Đường Biên Hòa 1kg,SP042,10,25000,250000,NV022,MoMo,KH931,Khánh Hòa
HD0700162,2025-07-27 23:11,Tập vở 200 trang,SP064,10,14000,140000,NV044,Thẻ,KH252,Long An
HD0700163,2025-07-12 09:43,Bao cao su OK hộp 3 cái,SP091,2,27000,54000,NV029,Thẻ,KH628,Vĩnh Long
HD0700164,2025-07-25 07:19,Tương cà Heinz,SP099,10,17000,170000,NV014,Thẻ,KH066,Hà Nam
HD0700165,2025-07-18 21:48,Băng keo trong 5cm,SP062,4,10000,40000,NV042,Thẻ,KH653,Đắk Lắk
HD0700166,2025-07-16 16:06,Miếng dán cường lực điện thoại,SP059,1,15000,15000,NV050,Chuyển khoản,,Phú Thọ
HD0700167,2025-07-01 09:11,Tương ớt Cholimex,SP098,7,12000,84000,NV006,ZaloPay,,Bình Định
HD0700168,2025-07-22 00:49,Snack Oishi tôm cay,SP006,2,10000,20000,NV031,Tiền mặt,,Bạc Liêu
HD0700169,2025-07-08 02:13,Coca-Cola lon 330ml,SP022,10,9000,90000,NV046,ZaloPay,KH122,Quảng Trị
HD0700170,2025-07-18 11:02,Sữa tươi Vinamilk không đường 180ml,SP008,1,6500,6500,NV045,Chuyển khoản,KH130,Bình Dương
HD0700171,2025-07-08 12:48,Khăn giấy ướt Bobby,SP030,6,22000,132000,NV010,ZaloPay,KH168,Bình Phước
HD0700172,2025-07-10 07:17,Cáp sạc Type-C,SP077,1,30000,30000,NV005,Thẻ,,Hưng Yên
HD0700173,2025-07-02 11:29,Bìa còng A4,SP081,7,22000,154000,NV015,Tiền mặt,KH043,Vĩnh Phúc
HD0700174,2025-07-15 02:56,Máy tính Casio FX-580,SP087,3,720000,2160000,NV026,Thẻ,KH501,Quảng Bình
HD0700175,2025-07-23 04:03,Nước mắm Nam Ngư 500ml,SP041,1,18000,18000,NV028,Tiền mặt,KH836,Hà Giang
HD0700176,2025-07-17 12:00,Bánh Pía Sóc Trăng mini,SP051,7,15000,105000,NV028,MoMo,KH769,Hà Nội
HD0700177,2025-07-22 16:53,Thước kẻ 20cm,SP065,7,6000,42000,NV038,Tiền mặt,KH092,Hải Dương
HD0700178,2025-07-22 09:56,Mì Omachi xốt spaghetti,SP002,1,11000,11000,NV011,ZaloPay,KH792,Kiên Giang
HD0700179,2025-07-21 17:16,Bánh Chocopie Orion,SP012,4,38000,152000,NV044,Tiền mặt,KH484,Cần Thơ
HD0700180,2025-07-01 05:15,Kẹo Alpenliebe,SP016,4,5000,20000,NV041,Thẻ,KH560,Vĩnh Long
HD0700181,2025-07-28 04:13,Cafe G7 3in1,SP027,8,16000,128000,NV036,Chuyển khoản,KH383,Hậu Giang
HD0700182,2025-07-16 02:37,Giấy in A4 Double A,SP085,7,68000,476000,NV027,Chuyển khoản,,Hòa Bình
HD0700183,2025-07-21 06:09,Máy sấy tóc mini,SP089,5,95000,475000,NV042,Thẻ,,Hà Tĩnh
HD0700184,2025-07-11 09:24,Miếng dán cường lực điện thoại,SP059,3,15000,45000,NV050,Thẻ,KH938,Đồng Nai
HD0700185,2025-07-10 17:58,Sữa đậu nành Fami,SP011,2,6000,12000,NV022,Thẻ,KH190,Hà Nội
HD0700186,2025-07-03 16:26,Sting dâu 330ml,SP023,10,10000,100000,NV042,MoMo,KH204,Hà Nam
HD0700187,2025-07-19 19:55,Snack Lay’s vị khoai tây,SP005,2,12000,24000,NV033,Chuyển khoản,,Cà Mau
HD0700188,2025-07-19 10:03,Giấy decal in A4,SP086,3,19000,57000,NV012,Thẻ,KH140,Vĩnh Phúc
HD0700189,2025-07-10 19:28,Bàn chải P/S,SP032,3,15000,45000,NV046,Thẻ,,Điện Biên
HD0700190,2025-07-11 09:41,Khay đựng hồ sơ,SP079,3,18000,54000,NV045,ZaloPay,KH210,Đồng Nai
HD0700191,2025-07-21 22:09,Đường Biên Hòa 1kg,SP042,5,25000,125000,NV025,ZaloPay,KH858,Nghệ An
HD0700192,2025-07-27 07:43,Bàn chải P/S,SP032,10,15000,150000,NV007,Tiền mặt,KH324,Đắk Lắk
HD0700193,2025-07-15 08:47,Cáp sạc Type-C,SP077,7,30000,210000,NV048,Chuyển khoản,,Tuyên Quang
HD0700194,2025-07-15 10:06,Sting dâu 330ml,SP023,4,10000,40000,NV016,ZaloPay,KH398,Bình Dương
HD0700195,2025-07-13 19:00,Dầu ăn Tường An 1L,SP044,7,59000,413000,NV008,MoMo,KH417,Vĩnh Phúc
HD0700196,2025-07-22 18:19,Bìa lá A4,SP083,1,12000,12000,NV049,Chuyển khoản,KH973,Cà Mau
HD0700197,2025-07-26 12:25,Muối i-ốt 500g,SP043,8,7000,56000,NV015,MoMo,KH722,Bình Thuận
HD0700198,2025-07-14 02:01,Sữa tươi Vinamilk có đường 180ml,SP007,10,6500,65000,NV016,ZaloPay,KH928,Bình Dương
HD0700199,2025-07-24 23:33,Dụng cụ cắt móng tay,SP094,9,17000,153000,NV044,Thẻ,KH757,Sóc Trăng
HD0700200,2025-07-01 20:31,Nến thơm mini,SP053,9,25000,225000,NV035,MoMo,KH016,Nam Định
HD0700201,2025-07-16 10:28,Thùng rác nhựa 10L,SP055,7,45000,315000,NV046,MoMo,,Đắk Lắk
HD0700202,2025-07-14 19:08,Giấy vệ sinh Bless You 10 cuộn,SP031,7,48000,336000,NV006,Thẻ,KH069,Ninh Thuận
HD0700203,2025-07-09 23:14,Sữa đậu nành Fami,SP011,1,6000,6000,NV031,Thẻ,KH758,Bình Định
HD0700204,2025-07-21 14:46,Kem đánh răng P/S 100g,SP033,4,21000,84000,NV030,Thẻ,KH444,Bến Tre
HD0700205,2025-07-08 17:12,Sữa chua uống Probi,SP009,5,7000,35000,NV042,ZaloPay,KH965,Ninh Thuận
HD0700206,2025-07-12 00:26,Dao rọc giấy nhỏ,SP061,9,8000,72000,NV049,Tiền mặt,KH843,An Giang
HD0700207,2025-07-13 03:58,Khăn giấy ướt Bobby,SP030,10,22000,220000,NV025,Chuyển khoản,KH779,Quảng Bình
HD0700208,2025-07-12 23:50,Sữa đặc Ông Thọ,SP010,1,25000,25000,NV027,ZaloPay,,Quảng Ngãi
HD0700209,2025-07-28 18:42,Tai nghe nhét tai giá rẻ,SP058,9,35000,315000,NV012,Tiền mặt,,Lạng Sơn
HD0700210,2025-07-12 06:28,Khay đựng hồ sơ,SP079,7,18000,126000,NV023,Thẻ,KH051,Thừa Thiên Huế
HD0700211,2025-07-19 03:23,Bánh quy AFC,SP049,6,16000,96000,NV016,ZaloPay,,Hải Dương
HD0700212,2025-07-22 08:26,Cáp sạc Type-C,SP077,8,30000,240000,NV020,Chuyển khoản,KH014,Ninh Bình
HD0700213,2025-07-16 19:25,Xà phòng Lifebuoy bánh,SP038,6,11000,66000,NV027,Chuyển khoản,KH023,Ninh Bình
